"TABSCHEMA","TABNAME","INDNAME","UNIQUERULE","INDEXTYPE"
MAXIMO  ,JOBPLANSPEC,JOBPLANSPEC_NDX2,D,REG 
MAXIMO  ,JOBPLANSPEC,JOBPLANSPEC_NDX3,U,REG 
MAXIMO  ,JOBPLANSPEC,SQL251206163655720,P,REG 
MAXIMO  ,JOBTASK,JOBTASK_NDX1,U,REG 
MAXIMO  ,JOBTASK,JOBTASK_NDX2,D,REG 
MAXIMO  ,JOBTASK,JOBTASK_NDX3,D,REG 
MAXIMO  ,JOBTASK,JOBTASK_NDX4,D,REG 
MAXIMO  ,JOBTASK,SQL251206163655860,P,REG 
MAXIMO  ,JOBTASKSPEC,JOBTASKSPEC_NDX1,U,REG 
MAXIMO  ,JOBTASKSPEC,JOBTASKSPEC_NDX2,D,REG 
MAXIMO  ,JOBTASKSPEC,SQL251206163655990,P,REG 
MAXIMO  ,JPASSETSPLINK,JPASSETSPLINK_NDX1,D,REG 
MAXIMO  ,JPASSETSPLINK,JPASSETSPLINK_NDX2,D,REG 
MAXIMO  ,JPASSETSPLINK,JPASSETSPLINK_NDX3,D,REG 
MAXIMO  ,JPASSETSPLINK,JPASSETSPLINK_NDX4,D,REG 
MAXIMO  ,JPASSETSPLINK,JPASSETSPLINK_NDX5,D,REG 
MAXIMO  ,JPASSETSPLINK,JPASSETSPLINK_NDX6,D,REG 
MAXIMO  ,JPASSETSPLINK,SQL251206163656110,P,REG 
MAXIMO  ,JPTASKRELATION,SQL251206163656230,P,REG 
MAXIMO  ,JSONATTRIBUTEMAP,JSONATTRIBUTE_NDX1,U,REG 
MAXIMO  ,JSONATTRIBUTEMAP,SQL251206163656360,P,REG 
MAXIMO  ,JSONMAPDETAIL,JSONMAPDETAIL_NDX1,U,REG 
MAXIMO  ,JSONMAPDETAIL,SQL251206163656480,P,REG 
MAXIMO  ,JSONMAPPING,JSONMAPPING_NDX1,U,REG 
MAXIMO  ,JSONMAPPING,SQL251206163656690,P,REG 
MAXIMO  ,JSONMAPPROPS,JSONMAPPROPS_NDX1,U,REG 
MAXIMO  ,JSONMAPPROPS,JSONMAPPROPS_NDX2,U,REG 
MAXIMO  ,JSONMAPPROPS,SQL251206163656820,P,REG 
MAXIMO  ,JSONMAPPROPVALUES,JSONMAPPROPVALUES_NDX2,U,REG 
MAXIMO  ,JSONMAPPROPVALUES,JSONMAPPROPVA_NDX1,U,REG 
MAXIMO  ,JSONMAPPROPVALUES,SQL251206163656940,P,REG 
MAXIMO  ,JSONMERGEATTRIBUTE,JSONMERGEATTR_NDX1,U,REG 
MAXIMO  ,JSONMERGEATTRIBUTE,SQL251206163657060,P,REG 
MAXIMO  ,JSONMERGEOBJECT,JSONMERGEOBJE_NDX1,U,REG 
MAXIMO  ,JSONMERGEOBJECT,SQL251206163657190,P,REG 
MAXIMO  ,JSONOBJECTMAP,JSONOBJECTMAP_NDX1,U,REG 
MAXIMO  ,JSONOBJECTMAP,SQL251206163657320,P,REG 
MAXIMO  ,JSONRESOURCE,JSONRESOURCE_NDX1,U,REG 
MAXIMO  ,JSONRESOURCE,SQL251206163657460,P,REG 
MAXIMO  ,JSONRESOURCETYPE,JSONRESOURCET_NDX1,U,REG 
MAXIMO  ,JSONRESOURCETYPE,SQL251206163657580,P,REG 
MAXIMO  ,KPIAUTH,KPIAUTH_NDX1,U,REG 
MAXIMO  ,KPIAUTH,SQL251206163657870,P,REG 
MAXIMO  ,KPIGCONFIG,KPIGCONFIG_NDX2,D,REG 
MAXIMO  ,KPIGCONFIG,SQL251206163658000,P,REG 
MAXIMO  ,KPIHISTORY,SQL251206163658130,P,REG 
MAXIMO  ,KPILCONFIG,KPILCONFIG_NDX2,D,REG 
MAXIMO  ,KPILCONFIG,SQL251206163658250,P,REG 
MAXIMO  ,KPIMAIN,KPIMAIN_NDX1,U,REG 
MAXIMO  ,KPIMAIN,KPIMAIN_NDX2,D,REG 
MAXIMO  ,KPIMAIN,SQL251206163658440,P,REG 
MAXIMO  ,KPIOEE,OEEKPI_NDX,U,REG 
MAXIMO  ,KPIOEE,SQL251206163658570,P,REG 
MAXIMO  ,KPISCHEDULE,KPISCHEDULE_NDX1,U,REG 
MAXIMO  ,KPISCHEDULE,SQL251206163658690,P,REG 
MAXIMO  ,KPITEMPLATE,KPITEMPLATE_NDX1,U,REG 
MAXIMO  ,KPITEMPLATE,SQL251206163658890,P,REG 
MAXIMO  ,KPITEMPLATEMAIN,KPITEMPLATEMA_NDX1,U,REG 
MAXIMO  ,KPITEMPLATEMAIN,SQL251206163659020,P,REG 
MAXIMO  ,KPITEMPLATEVAR,KPITEMPLATEVA_NDX1,U,REG 
MAXIMO  ,KPITEMPLATEVAR,SQL251206163659160,P,REG 
MAXIMO  ,KPITEMPLATEVARVALUE,KPITEMPLATEVA_NDX3,U,REG 
MAXIMO  ,KPITEMPLATEVARVALUE,SQL251206163659290,P,REG 
MAXIMO  ,KPITRENDCFG,KPITRENDCFG_NDX1,U,REG 
MAXIMO  ,KPITRENDCFG,SQL251206163659420,P,REG 
MAXIMO  ,LABOR,LABOR_NDX1,U,REG 
MAXIMO  ,LABOR,LABOR_NDX2,D,REG 
MAXIMO  ,LABOR,LABOR_NDX3,D,REG 
MAXIMO  ,LABOR,SQL251206163659550,P,REG 
MAXIMO  ,LABORAUTH,LABORAUTH_NDX1,U,REG 
MAXIMO  ,LABORAUTH,SQL251206163659690,P,REG 
MAXIMO  ,LABORCERTHIST,SQL251206163659810,P,REG 
MAXIMO  ,LABORCRAFTRATE,LABORCRAFTRAT_NDX1,D,REG 
MAXIMO  ,LABORCRAFTRATE,LCR_NDX,U,REG 
MAXIMO  ,LABORCRAFTRATE,SQL251206163659930,P,REG 
MAXIMO  ,LABORQUAL,LABORQUAL_NDX2,U,REG 
MAXIMO  ,LABORQUAL,SQL251206163700070,P,REG 
MAXIMO  ,LABORQUALSTATUS,LABORQUALSTAT_NDX2,U,REG 
MAXIMO  ,LABORQUALSTATUS,SQL251206163700190,P,REG 
MAXIMO  ,LABORSTATUS,LABORSTATUS_NDX2,U,REG 
MAXIMO  ,LABORSTATUS,SQL251206163700310,P,REG 
MAXIMO  ,LABORWORKZONE,LABORWORKZONE_NDX1,U,REG 
MAXIMO  ,LABORWORKZONE,LABORWORKZONE_NDX2,D,REG 
MAXIMO  ,LABORWORKZONE,LABORWORKZONE_NDX3,D,REG 
MAXIMO  ,LABORWORKZONE,LABORWORKZONE_NDX4,U,REG 
MAXIMO  ,LABORWORKZONE,SQL251206163700430,P,REG 
MAXIMO  ,LABTRANS,LABTRANS_NDX1,U,REG 
MAXIMO  ,LABTRANS,LABTRANS_NDX2,D,REG 
MAXIMO  ,LABTRANS,LABTRANS_NDX3,D,REG 
MAXIMO  ,LABTRANS,LABTRANS_NDX4,D,REG 
MAXIMO  ,LABTRANS,LABTRANS_NDX5,D,REG 
MAXIMO  ,LABTRANS,LABTRANS_NDX6,D,REG 
MAXIMO  ,LABTRANS,LABTRANS_NDX7,D,REG 
MAXIMO  ,LABTRANS,LABTRANS_NDX8,D,REG 
MAXIMO  ,LABTRANS,SQL251206163700580,P,REG 
MAXIMO  ,LANGUAGE,LANGUAGE_NDX1,U,REG 
MAXIMO  ,LANGUAGE,SQL251206163700720,P,REG 
MAXIMO  ,LAUNCHPOINTVARS,LAUNCHPOINTVA_NDX1,U,REG 
MAXIMO  ,LAUNCHPOINTVARS,SQL251206163700850,P,REG 
MAXIMO  ,LAYOUT,LAYOUT_NDX,U,REG 
MAXIMO  ,LAYOUT,LAYOUT_NDX2,D,REG 
MAXIMO  ,LAYOUT,SQL251206163700980,P,REG 
MAXIMO  ,LBSLOCATION,LBSLOCATION_NDX1,D,REG 
MAXIMO  ,LBSLOCATION,LBSLOCATION_NDX2,D,REG 
MAXIMO  ,LBSLOCATION,SQL251206163701120,P,REG 
MAXIMO  ,LDAPSYNCPARAMS,LDAPPARAMS_NDX2,D,REG 
MAXIMO  ,LDAPSYNCPARAMS,LDAPSYNCPARAM_NDX1,U,REG 
MAXIMO  ,LDAPSYNCPARAMS,SQL251206163701240,P,REG 
MAXIMO  ,LIMITTOLERANCE,LIMITTOL_NDX1,U,REG 
MAXIMO  ,LIMITTOLERANCE,SQL251206163701370,P,REG 
MAXIMO  ,LINEARAPPLAYER,LINEARAPPLAYE_NDX1,U,REG 
MAXIMO  ,LINEARAPPLAYER,SQL251206163701500,P,REG 
MAXIMO  ,LINEARATTRIBUTEDEFAULT,LINEARATTRIBU_NDX1,U,REG 
MAXIMO  ,LINEARATTRIBUTEDEFAULT,SQL251206163701710,P,REG 
MAXIMO  ,LINEARLAYER,LINEARLAYER_NDX1,U,REG 
MAXIMO  ,LINEARLAYER,SQL251206163701920,P,REG 
MAXIMO  ,LINEARREFMETHOD,LINEARREFMETH_NDX1,U,REG 
MAXIMO  ,LINEARREFMETHOD,SQL251206163702050,P,REG 
MAXIMO  ,LMO,LMO_LX2,U,REG 
MAXIMO  ,LMO,SQL251206163702180,P,REG 
MAXIMO  ,LMOATT,LMOATT_LX1,U,REG 
MAXIMO  ,LMOATT,LMOATT_NDX1,U,REG 
MAXIMO  ,LMOATT,SQL251206163702320,P,REG 
MAXIMO  ,LMOIMRLN,LMOIMRLN_NDX1,U,REG 
MAXIMO  ,LMOIMRLN,SQL251206163702460,P,REG 
MAXIMO  ,LNRRECALIB,SQL251206163702590,P,REG 
MAXIMO  ,LNRRECALIBNONAF,SQL251206163702730,P,REG 
MAXIMO  ,LOCANCESTOR,LOCANCESTOR_NDX1,U,REG 
MAXIMO  ,LOCANCESTOR,LOCANCESTOR_NDX2,D,REG 
MAXIMO  ,LOCANCESTOR,SQL251206163702860,P,REG 
MAXIMO  ,LOCATIONMETER,LOCATIONMETER_NDX1,U,REG 
MAXIMO  ,LOCATIONMETER,LOCATIONMETER_NDX2,D,REG 
MAXIMO  ,LOCATIONMETER,LOCATIONMETER_NDX20,D,REG 
MAXIMO  ,LOCATIONMETER,SQL251206163702990,P,REG 
MAXIMO  ,LOCATIONMNTSKD,LOCATIONMNTSKD_NDX1,D,REG 
MAXIMO  ,LOCATIONMNTSKD,LOCATIONMNTSKD_NDX2,D,REG 
MAXIMO  ,LOCATIONMNTSKD,LOCATIONMNTSK_NDX1,U,REG 
MAXIMO  ,LOCATIONMNTSKD,LOCATIONMNTSK_NDX2,D,REG 
MAXIMO  ,LOCATIONMNTSKD,SQL251206163703120,P,REG 
MAXIMO  ,LOCATIONOPSKD,LOCATIONOPSKD_NDX1,U,REG 
MAXIMO  ,LOCATIONOPSKD,LOCATIONOPSKD_NDX2,D,REG 
MAXIMO  ,LOCATIONOPSKD,LOCATIONOPSKD_NDX3,D,REG 
MAXIMO  ,LOCATIONOPSKD,LOCATIONOPSKD_NDX4,D,REG 
MAXIMO  ,LOCATIONOPSKD,SQL251206163703260,P,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_MODELID_NDX,D,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_NDX1,U,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_NDX2,D,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_NDX3,D,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_NDX4,U,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_NDX5,D,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_NDX6,D,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_NDX7,D,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_NDX8,D,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_NDX9,D,REG 
MAXIMO  ,LOCATIONS,LOCATIONS_SAGEOHASH_QUERY,D,REG 
MAXIMO  ,LOCATIONS,LOCATION_NDX2,D,REG 
MAXIMO  ,LOCATIONS,SQL251206163703510,P,REG 
MAXIMO  ,LOCATIONSGEOHASH,LOCATIONSGEOHASH_QUERY,D,REG 
MAXIMO  ,LOCATIONSGEOHASH,LOCATIONSGEOH_NDX1,D,REG 
MAXIMO  ,LOCATIONSGEOHASH,SQL251206163703650,P,REG 
MAXIMO  ,LOCATIONSPEC,LOCATIONSPEC_NDX1,U,REG 
MAXIMO  ,LOCATIONSPEC,LOCATIONSPEC_NDX2,D,REG 
MAXIMO  ,LOCATIONSPEC,LOCATIONSPEC_NDX3,D,REG 
MAXIMO  ,LOCATIONSPEC,SQL251206163703780,P,REG 
MAXIMO  ,LOCATIONWORKZONE,LOCATIONWORKZ_NDX1,U,REG 
MAXIMO  ,LOCATIONWORKZONE,LOCATIONWORKZ_NDX2,D,REG 
MAXIMO  ,LOCATIONWORKZONE,LOCATIONWORKZ_NDX3,D,REG 
MAXIMO  ,LOCATIONWORKZONE,SQL251206163703900,P,REG 
MAXIMO  ,LOCAUTH,LOCAUTH_NDX1,U,REG 
MAXIMO  ,LOCAUTH,SQL251206163704030,P,REG 
MAXIMO  ,LOCHIERARCHY,LOCHIERARCHY_NDX1,U,REG 
MAXIMO  ,LOCHIERARCHY,LOCHIERARCHY_NDX2,D,REG 
MAXIMO  ,LOCHIERARCHY,SQL251206163704170,P,REG 
MAXIMO  ,LOCKOUT,LOCKOUT_NDX1,U,REG 
MAXIMO  ,LOCKOUT,SQL251206163704290,P,REG 
MAXIMO  ,LOCLEADTIME,LOCLEADTIME_NDX1,U,REG 
MAXIMO  ,LOCLEADTIME,SQL251206163704420,P,REG 
MAXIMO  ,LOCMETERREADING,LOCMETERREAD_NDX1,U,REG 
MAXIMO  ,LOCMETERREADING,MXESUPGRADEINDEX1,D,REG 
MAXIMO  ,LOCMETERREADING,SQL251206163704550,P,REG 
MAXIMO  ,LOCOPER,LOCOPER_NDX1,U,REG 
MAXIMO  ,LOCOPER,SQL251206163704680,P,REG 
MAXIMO  ,LOCSTATUS,LOCSTATUS_NDX1,D,REG 
MAXIMO  ,LOCSTATUS,LOCSTATUS_NDX2,D,REG 
MAXIMO  ,LOCSTATUS,SQL251206163704820,P,REG 
MAXIMO  ,LOCSYSTEM,LOCSYSTEM_MODELID_NDX,D,REG 
MAXIMO  ,LOCSYSTEM,LOCSYSTEM_NDX1,U,REG 
MAXIMO  ,LOCSYSTEM,SQL251206163704940,P,REG 
MAXIMO  ,LOGICALRELATIONSHIP,SQL251206163705080,P,REG 
MAXIMO  ,LOGINBLOCK,SQL251206163705200,P,REG 
MAXIMO  ,LOGINTRACKING,LOGINTRACKING_NDX1,D,REG 
MAXIMO  ,LOGINTRACKING,LOGINTRACKING_NDX2,D,REG 
MAXIMO  ,LOGINTRACKING,LOGINTRACKING_NDX3,D,REG 
MAXIMO  ,LOGINTRACKING,LOGINTRACKING_NDX4,D,REG 
MAXIMO  ,LOGINTRACKING,LOGINTRACKING_NDX5,D,REG 
MAXIMO  ,LOGINTRACKING,SQL251206163705330,P,REG 
MAXIMO  ,LOGREQUEST,LOGREQUEST_NDX1,U,REG 
MAXIMO  ,LOGREQUEST,SQL251206163705460,P,REG 
MAXIMO  ,LOGREQUESTDET,LOGREQUESTDET_NDX1,U,REG 
MAXIMO  ,LOGREQUESTDET,SQL251206163705590,P,REG 
MAXIMO  ,LONGDESCRIPTION,LONGDESCRIPTI_NDX1,U,REG 
MAXIMO  ,LONGDESCRIPTION,LONGDSCRPTN_NDX1,U,REG 
MAXIMO  ,LONGDESCRIPTION,LONGDSCRPTN_NDX2,D,REG 
MAXIMO  ,LONGDESCRIPTION,SQL251206163705780,P,REG 
MAXIMO  ,LRKEYS,LRKEYS_NDX1,U,REG 
MAXIMO  ,LRKEYS,SQL251206163705900,P,REG 
MAXIMO  ,LTPATOKEN,LTPATOKEN_NDX1,U,REG 
MAXIMO  ,LTPATOKEN,SQL251206163706030,P,REG 
MAXIMO  ,LVCMSGINFO,LVCMSGINFO_NDX1,U,REG 
MAXIMO  ,LVCMSGINFO,SQL251206163706240,P,REG 
MAXIMO  ,LVCMSGINFODFLT,LVCMSGINFODFL_NDX1,U,REG 
MAXIMO  ,LVCMSGINFODFLT,SQL251206163706440,P,REG 
MAXIMO  ,LVCSYMBOLOGY,LVCSYMBOLOGY_NDX1,U,REG 
MAXIMO  ,LVCSYMBOLOGY,SQL251206163706650,P,REG 
MAXIMO  ,LVCSYMBOLOGYDFLT,LVCSYMBOLOGYD_NDX1,U,REG 
MAXIMO  ,LVCSYMBOLOGYDFLT,SQL251206163706850,P,REG 
MAXIMO  ,L_ALNDOMAIN,L_ALNDOMAIN_NDX1,U,REG 
MAXIMO  ,L_ALNDOMAIN,SQL251206163706980,P,REG 
MAXIMO  ,L_ASSETATTRIBUTE,L_ASSETATTRIB_NDX1,U,REG 
MAXIMO  ,L_ASSETATTRIBUTE,SQL251206163707110,P,REG 
MAXIMO  ,L_COMMTEMPLATE,L_COMMTMPLT_NDX1,U,REG 
MAXIMO  ,L_COMMTEMPLATE,SQL251206163707310,P,REG 
MAXIMO  ,L_COMPANIES,L_COMPANIES,U,REG 
MAXIMO  ,L_COMPANIES,SQL251206163707440,P,REG 
MAXIMO  ,L_CONDITION,L_CONDITION_NDX1,U,REG 
MAXIMO  ,L_CONDITION,SQL251206163707580,P,REG 
MAXIMO  ,L_COSTTYPE,L_COSTTYPE_NDX1,U,REG 
MAXIMO  ,L_COSTTYPE,SQL251206163707720,P,REG 
MAXIMO  ,L_CTRLCONDPROP,CTRLCONDPROP_NDX2,U,REG 
MAXIMO  ,L_CTRLCONDPROP,SQL251206163707860,P,REG 
MAXIMO  ,L_DMCOLLAPPTOOLBAR,L_DMCOLLAPPTO_NDX1,U,REG 
MAXIMO  ,L_DMCOLLAPPTOOLBAR,SQL251206163707990,P,REG 
MAXIMO  ,L_INSIGHT,L_INSIGHT_NDX1,U,REG 
MAXIMO  ,L_INSIGHT,SQL251206163708120,P,REG 
MAXIMO  ,L_ITEM,L_ITEM_NDX1,U,REG 
MAXIMO  ,L_ITEM,SQL251206163708250,P,REG 
MAXIMO  ,L_KPIMAIN,L_KPIMAIN_NDX1,U,REG 
MAXIMO  ,L_KPIMAIN,SQL251206163708370,P,REG 
MAXIMO  ,L_MAPTIPMENU,L_MAPTIPMENU_NDX1,U,REG 
MAXIMO  ,L_MAPTIPMENU,SQL251206163708500,P,REG 
MAXIMO  ,L_MAXAPPS,L_MAXAPPS_NDX1,U,REG 
MAXIMO  ,L_MAXAPPS,SQL251206163708620,P,REG 
MAXIMO  ,L_MAXATTRCFG,L_MAXATTRCFG_NDX1,U,REG 
MAXIMO  ,L_MAXATTRCFG,SQL251206163708760,P,REG 
MAXIMO  ,L_MAXATTRIBUTE,L_MAXATTR_NDX1,U,REG 
MAXIMO  ,L_MAXATTRIBUTE,SQL251206163708890,P,REG 
MAXIMO  ,L_MAXDOMAIN,L_MAXDOMAIN_NDX1,U,REG 
MAXIMO  ,L_MAXDOMAIN,SQL251206163709030,P,REG 
MAXIMO  ,L_MAXINTOBJDETAIL,L_MAXINTOBJDE_NDX1,U,REG 
MAXIMO  ,L_MAXINTOBJDETAIL,SQL251206163709150,P,REG 
MAXIMO  ,L_MAXINTOBJECT,L_MAXINTOBJEC_NDX1,U,REG 
MAXIMO  ,L_MAXINTOBJECT,SQL251206163709280,P,REG 
MAXIMO  ,L_MAXLABELS,L_MAXLABELS_NDX1,U,REG 
MAXIMO  ,L_MAXLABELS,SQL251206163709400,P,REG 
MAXIMO  ,L_MAXLOGMSGTOOLBAR,L_MAXLOGMSGTO_NDX1,U,REG 
MAXIMO  ,L_MAXLOGMSGTOOLBAR,SQL251206163709530,P,REG 
MAXIMO  ,L_MAXMENU,L_MAXMENU_NDX1,U,REG 
MAXIMO  ,L_MAXMENU,SQL251206163709660,P,REG 
MAXIMO  ,L_MAXMESSAGES,L_MAXMESSAGES_NDX1,U,REG 
MAXIMO  ,L_MAXMESSAGES,SQL251206163709800,P,REG 
MAXIMO  ,L_MAXMODULES,L_MAXMODULES_NDX1,U,REG 
MAXIMO  ,L_MAXMODULES,SQL251206163709930,P,REG 
MAXIMO  ,L_MAXOBJECT,L_MAXOBJECT_NDX1,U,REG 
MAXIMO  ,L_MAXOBJECT,SQL251206163710060,P,REG 
MAXIMO  ,L_MAXOBJECTCFG,L_MAXOBJCFG_NDX1,U,REG 
MAXIMO  ,L_MAXOBJECTCFG,SQL251206163710190,P,REG 
MAXIMO  ,L_MAXSERVICE,L_MAXSERVICE_NDX1,U,REG 
MAXIMO  ,L_MAXSERVICE,SQL251206163710320,P,REG 
MAXIMO  ,L_MFMAILCFG,L_MFMAILCFG_NDX1,U,REG 
MAXIMO  ,L_MFMAILCFG,SQL251206163710450,P,REG 
MAXIMO  ,L_MFMAILWF,L_MFMAILWF_NDX1,U,REG 
MAXIMO  ,L_MFMAILWF,SQL251206163710580,P,REG 
MAXIMO  ,L_MFMAILWFVALCFG,L_MFMAILWFVAL_NDX1,U,REG 
MAXIMO  ,L_MFMAILWFVALCFG,SQL251206163710700,P,REG 
MAXIMO  ,L_NUMERICDOMAIN,L_NUMDOMAIN_NDX1,U,REG 
MAXIMO  ,L_NUMERICDOMAIN,SQL251206163710830,P,REG 
MAXIMO  ,L_OSLCQUERY,L_OSLCQUERY_NDX1,U,REG 
MAXIMO  ,L_OSLCQUERY,SQL251206163710960,P,REG 
MAXIMO  ,L_OSOSLCACTION,L_OSOSLCACTIO_NDX1,U,REG 
MAXIMO  ,L_OSOSLCACTION,SQL251206163711090,P,REG 
MAXIMO  ,L_PALETTEITEM,L_PALETTEITEM_NDX,U,REG 
MAXIMO  ,L_PALETTEITEM,SQL251206163711220,P,REG 
MAXIMO  ,L_QUERY,L_QUERY_NDX1,U,REG 
MAXIMO  ,L_QUERY,SQL251206163711350,P,REG 
MAXIMO  ,L_REPORT,L_REPORT_NDX1,U,REG 
MAXIMO  ,L_REPORT,SQL251206163711480,P,REG 
MAXIMO  ,L_REPORTDELIVERY,L_REPORTDELIV_NDX1,U,REG 
MAXIMO  ,L_REPORTDELIVERY,SQL251206163711610,P,REG 
MAXIMO  ,L_REPORTDESIGN,L_REPORTDESIG_NDX1,U,REG 
MAXIMO  ,L_REPORTDESIGN,SQL251206163711730,P,REG 
MAXIMO  ,L_REPORTDISPFMT,L_REPORTDISPF_NDX1,U,REG 
MAXIMO  ,L_REPORTDISPFMT,SQL251206163711870,P,REG 
MAXIMO  ,L_REPORTEMAILFILE,L_REPORTEMAIL_NDX1,U,REG 
MAXIMO  ,L_REPORTEMAILFILE,SQL251206163712000,P,REG 
MAXIMO  ,L_REPORTLABEL,L_REPORTLABEL_NDX1,U,REG 
MAXIMO  ,L_REPORTLABEL,SQL251206163712130,P,REG 
MAXIMO  ,L_REPORTLOOKUP,L_REPORTLOOKU_NDX1,U,REG 
MAXIMO  ,L_REPORTLOOKUP,SQL251206163712270,P,REG 
MAXIMO  ,L_SIGOPTION,L_SIGOPTION_NDX1,U,REG 
MAXIMO  ,L_SIGOPTION,SQL251206163712390,P,REG 
MAXIMO  ,L_SKDACTION,L_SKDACTION_NDX1,U,REG 
MAXIMO  ,L_SKDACTION,SQL251206163712520,P,REG 
MAXIMO  ,L_SKDDATAGROUP,L_SKDDATAGROU_NDX1,U,REG 
MAXIMO  ,L_SKDDATAGROUP,SQL251206163712640,P,REG 
MAXIMO  ,L_SKDODMAPP,L_SKDODMAPP_NDX1,U,REG 
MAXIMO  ,L_SKDODMAPP,SQL251206163712780,P,REG 
MAXIMO  ,L_SKDPROPERTY,L_SKDPROPERTY_NDX1,U,REG 
MAXIMO  ,L_SKDPROPERTY,SQL251206163712900,P,REG 
MAXIMO  ,L_SKDRESOURCEVIEW,L_SKDRESOURCE_NDX1,U,REG 
MAXIMO  ,L_SKDRESOURCEVIEW,SQL251206163713020,P,REG 
MAXIMO  ,L_SOLUTION,SQL251206163713150,P,REG 
MAXIMO  ,L_SYNONYMDOMAIN,L_SYNONYMDOM_NDX1,U,REG 
MAXIMO  ,L_SYNONYMDOMAIN,SQL251206163713280,P,REG 
MAXIMO  ,L_VIEWMANAGER,L_VIEWMANAGER_NDX1,U,REG 
MAXIMO  ,L_VIEWMANAGER,SQL251206163713410,P,REG 
MAXIMO  ,L_WFAPPTOOLBAR,L_WFAPPTOOLBA_NDX1,U,REG 
MAXIMO  ,L_WFAPPTOOLBAR,SQL251206163713540,P,REG 
MAXIMO  ,MAFAPPDATA,MAFAPPDATA_NDX1,U,REG 
MAXIMO  ,MAFAPPDATA,SQL251206163713740,P,REG 
MAXIMO  ,MAFMAPPRELOADCFG,MAFMAPPRELOAD_NDX1,U,REG 
MAXIMO  ,MAFMAPPRELOADCFG,SQL251206163713880,P,REG 
MAXIMO  ,MAPMANAGER,MAPMANAGER_NDX1,U,REG 
MAXIMO  ,MAPMANAGER,SQL251206163714090,P,REG 
MAXIMO  ,MAPSITES,MAPSITES_NDX1,U,REG 
MAXIMO  ,MAPSITES,SQL251206163714220,P,REG 
MAXIMO  ,MAPSKETCH,MAPSKETCH_NDX1,U,REG 
MAXIMO  ,MAPSKETCH,SQL251206163714440,P,REG 
MAXIMO  ,MAPSYMBOLOGYDEFAULT,SQL251206163714650,P,REG 
MAXIMO  ,MAPTIP,MAPTIP_NDX1,U,REG 
MAXIMO  ,MAPTIP,SQL251206163714850,P,REG 
MAXIMO  ,MAPTIPDEFAULTS,MAPTIPDEFAULT_NDX1,U,REG 
MAXIMO  ,MAPTIPDEFAULTS,MAPTIPDEFAULT_NDX2,D,REG 
MAXIMO  ,MAPTIPDEFAULTS,SQL251206163715060,P,REG 
MAXIMO  ,MAPTIPMENU,MAPTIPMENU_NDX1,U,REG 
MAXIMO  ,MAPTIPMENU,SQL251206163715180,P,REG 
MAXIMO  ,MASLICAPPACCESS,MASLICAPPACCE_NDX1,U,REG 
MAXIMO  ,MASLICAPPACCESS,SQL251206163715310,P,REG 
MAXIMO  ,MASLICAPPOPTACCESS,MASLICAPPOPTA_NDX1,U,REG 
MAXIMO  ,MASLICAPPOPTACCESS,SQL251206163715440,P,REG 
MAXIMO  ,MASLICAPPOPTPROD,MASLICAPPOPTP_NDX1,U,REG 
MAXIMO  ,MASLICAPPOPTPROD,SQL251206163715570,P,REG 
MAXIMO  ,MASLICUSAGE,SQL251206163715700,P,REG 
MAXIMO  ,MASTERPM,MASTERPM_NDX1,U,REG 
MAXIMO  ,MASTERPM,MASTERPM_NDX4,D,REG 
MAXIMO  ,MASTERPM,SQL251206163715850,P,REG 
MAXIMO  ,MASTERPMMETER,MASTERPMMETER_NDX1,U,REG 
MAXIMO  ,MASTERPMMETER,SQL251206163715980,P,REG 
MAXIMO  ,MASTERPMSEASONS,MPMSEASON_NDX1,U,REG 
MAXIMO  ,MASTERPMSEASONS,SQL251206163716110,P,REG 
MAXIMO  ,MASTERPMSEQ,MASTERPMSEQ_NDX1,U,REG 
MAXIMO  ,MASTERPMSEQ,SQL251206163716360,P,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX1,U,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX10,D,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX11,D,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX12,D,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX13,D,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX14,D,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX2,D,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX3,D,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX5,D,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX6,D,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX8,D,REG 
MAXIMO  ,MATRECTRANS,MATRECTRANS_NDX9,D,REG 
MAXIMO  ,MATRECTRANS,SQL251206163716510,P,REG 
