"USERID","PERSONID","STATUS","DEFSITE","TYPE","GROUPNAME"
ELZEVIRBUENO,ELZEVIRBUENO,INACTIVE,N09,TYPE 1,OOG_ISOLATION_MANAGER
ELZEVIRBUENO,ELZEVIRBUENO,INACTIVE,N09,TYPE 1,OOG_PTW_ISSUER
EMANOELBRAGA,EMANOELBRAGA,ACTIVE,BASE-UNP,TYPE 1,MAXDEFLTREG
EMANOELBRAGA,EMANOELBRAGA,ACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
EMANOELBRAGA,EMANOELBRAGA,ACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
EMANOELBRAGA,EMANOELBRAGA,ACTIVE,BASE-UNP,TYPE 1,OOG_BASE_READ_ONLY
EMANUELLYBARRETO,EMANUELLYBARRETO,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
EMANUELLYBARRETO,EMANUELLYBARRETO,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
EMANUELLYBARRETO,EMANUELLYBARRETO,INACTIVE,OP-BASE,TYPE 5,OOG_ASSET_ENGINEER
EMANUELLYBARRETO,EMANUELLYBARRETO,INACTIVE,OP-BASE,TYPE 5,OOG_DEPARTMENT_TEAM
EMANUELSANTOS,EMANUELSANTOS,INACTIVE,OP-BASE,TYPE 2,MAXEVERYONE
EMANUELSANTOS,EMANUELSANTOS,INACTIVE,OP-BASE,TYPE 2,MOBILE
EMANUELSANTOS,EMANUELSANTOS,INACTIVE,OP-BASE,TYPE 2,OOG_ALL_DRILLING
EMANUELSANTOS,EMANUELSANTOS,INACTIVE,OP-BASE,TYPE 2,OOG_MOC_APPROVERS
EMANUELSANTOS,EMANUELSANTOS,INACTIVE,OP-BASE,TYPE 2,OOG_MOC_OPENERS
EMERSONALVARENGA,EMERSONALVARENGA,DELETED,OP-BASE,TYPE 1,
EMERSONBASTOS,EMERSONBASTOS,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
EMERSONBASTOS,EMERSONBASTOS,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
EMERSONBASTOS,EMERSONBASTOS,INACTIVE,OP-BASE,TYPE 5,OOG_ISOLATION_MANAGER
EMERSONFARAH,EMERSONFARAH,INACTIVE,ODN2,TYPE 1,MAXEVERYONE
EMERSONGONCALVES,EMERSONGONCALVES,INACTIVE,ODN2,TYPE 1,MAXEVERYONE
EMERSONGONCALVES,EMERSONGONCALVES,INACTIVE,ODN2,TYPE 1,OOG_ALL_DRILLING
EMERSONGONCALVES,EMERSONGONCALVES,INACTIVE,ODN2,TYPE 1,OOG_BASE_READ_ONLY
EMERSONGONCALVES,EMERSONGONCALVES,INACTIVE,ODN2,TYPE 1,OOG_MOCDOC_EMISSOR
EMERSONGONCALVES,EMERSONGONCALVES,INACTIVE,ODN2,TYPE 1,OOG_MOC_OPENERS
EMERSONMA,EMERSONMA,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
EMERSONMA,EMERSONMA,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
EMERSONMA,EMERSONMA,INACTIVE,OP-BASE,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
EMERSONMA,EMERSONMA,INACTIVE,OP-BASE,TYPE 1,OOG_MATERIALS_COORDINATOR
EMERSONPEREIRA,EMERSONPEREIRA,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
EMERSONPEREIRA,EMERSONPEREIRA,INACTIVE,BASE-UNP,TYPE 4,OOG_TRANSPORTADOR
EMILESIQUEIRA,EMILESIQUEIRA,INACTIVE,OP-BASE,TYPE 1,MAXDEFLTREG
EMILESIQUEIRA,EMILESIQUEIRA,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
EMILESIQUEIRA,EMILESIQUEIRA,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
EMILLYNOGUEIRA,EMILLYNOGUEIRA,INACTIVE,N08,TYPE 1,MAXEVERYONE
EMILLYNOGUEIRA,EMILLYNOGUEIRA,INACTIVE,N08,TYPE 1,OOG_ALL_DRILLING
EMILLYNOGUEIRA,EMILLYNOGUEIRA,INACTIVE,N08,TYPE 1,OOG_BASE_READ_ONLY
EMIRANDA,EMIRANDA,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
EMIRANDA,EMIRANDA,INACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
EMIRANDA,EMIRANDA,INACTIVE,OP-BASE,TYPE 4,OOG_ASSET_ENGINEER
EMMANUELJUNIOR,EMMANUELJUNIOR,INACTIVE,HTQ,TYPE 1,MAXEVERYONE
EMMANUELJUNIOR,EMMANUELJUNIOR,INACTIVE,HTQ,TYPE 1,OOG_ALL_DRILLING
EMMANUELJUNIOR,EMMANUELJUNIOR,INACTIVE,HTQ,TYPE 1,OOG_BASE_READ_ONLY
EMMANUELJUNIOR,EMMANUELJUNIOR,INACTIVE,HTQ,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ENIOSANTOS,ENIOSANTOS,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
ENIOSANTOS,ENIOSANTOS,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
ENNESCARRUPT,ENNESCARRUPT,INACTIVE,N08,TYPE 1,MAXEVERYONE
ENNESCARRUPT,ENNESCARRUPT,INACTIVE,N08,TYPE 1,OOG_BASE_READ_ONLY
ENNESCARRUPT,ENNESCARRUPT,INACTIVE,N08,TYPE 1,OOG_FIELD_SUPPORT
ENZOAZEVEDO,ENZOAZEVEDO,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
ENZOAZEVEDO,ENZOAZEVEDO,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
ENZOAZEVEDO,ENZOAZEVEDO,INACTIVE,BASE-UNP,TYPE 1,OOG_BASE_READ_ONLY
ERALDOANDRADE,ERALDOANDRADE,INACTIVE,POL,TYPE 1,MAXEVERYONE
ERALDOANDRADE,ERALDOANDRADE,INACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
ERALDOANDRADE,ERALDOANDRADE,INACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ERALDOANDRADE,ERALDOANDRADE,INACTIVE,POL,TYPE 1,OOG_DEPARTMENT_LEADER
ERALDOANDRADE,ERALDOANDRADE,INACTIVE,POL,TYPE 1,TUTOR_GROUP
ERICABARCELOS,ERICABARCELOS,DELETED,BASE-UNP,TYPE 2,
ERICACARVALHO,ERICACARVALHO,ACTIVE,N06,TYPE 1,MAXEVERYONE
ERICACARVALHO,ERICACARVALHO,ACTIVE,N06,TYPE 1,OOG_ALL_DRILLING
ERICACARVALHO,ERICACARVALHO,ACTIVE,N06,TYPE 1,OOG_ASSET_MANAGER
ERICACARVALHO,ERICACARVALHO,ACTIVE,N06,TYPE 1,OOG_COGNOS
ERICACARVALHO,ERICACARVALHO,ACTIVE,N06,TYPE 1,OOG_MOCDOC_EMISSOR
ERICACARVALHO,ERICACARVALHO,ACTIVE,N06,TYPE 1,OOG_RELIABILITY_TEAM
ERICALISBOA,ERICALISBOA,ACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
ERICALISBOA,ERICALISBOA,ACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
ERICALISBOA,ERICALISBOA,ACTIVE,OP-BASE,TYPE 4,OOG_ASSET_MANAGER
ERICALISBOA,ERICALISBOA,ACTIVE,OP-BASE,TYPE 4,OOG_MOC_OPENERS
ERICALISBOA,ERICALISBOA,ACTIVE,OP-BASE,TYPE 4,OOG_PROJECT_ENGINEER
ERICALISBOA,ERICALISBOA,ACTIVE,OP-BASE,TYPE 4,OOG_RELIABILITY_TEAM
ERICAMLISBOA,ERICAMLISBOA,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
ERICAMLISBOA,ERICAMLISBOA,INACTIVE,BASE-UNP,TYPE 4,OOG_ALL_DRILLING
ERICAMLISBOA,ERICAMLISBOA,INACTIVE,BASE-UNP,TYPE 4,OOG_BASE_READ_ONLY
ERICKASILVA,ERICKASILVA,ACTIVE,N06,TYPE 4,MAXEVERYONE
ERICKASILVA,ERICKASILVA,ACTIVE,N06,TYPE 4,OOG_ALL_DRILLING
ERICKASILVA,ERICKASILVA,ACTIVE,N06,TYPE 4,OOG_BASE_READ_ONLY
ERICKPESSANHA,ERICKPESSANHA,INACTIVE,ODN1,TYPE 1,MAXDEFLTREG
ERICKPESSANHA,ERICKPESSANHA,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
ERICKPESSANHA,ERICKPESSANHA,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
ERICKPESSANHA,ERICKPESSANHA,INACTIVE,ODN1,TYPE 1,OOG_ASSET_COORDINATOR
ERICKPESSANHA,ERICKPESSANHA,INACTIVE,ODN1,TYPE 1,OOG_ASSET_MANAGER
ERICKPESSANHA,ERICKPESSANHA,INACTIVE,ODN1,TYPE 1,OOG_BASE_READ_ONLY
ERICKPESSANHA,ERICKPESSANHA,INACTIVE,ODN1,TYPE 1,OOG_MOC_OPENERS
ERICKPESSANHA,ERICKPESSANHA,INACTIVE,ODN1,TYPE 1,OOG_PROJECT_ENGINEER
ERICKPESSANHA,ERICKPESSANHA,INACTIVE,ODN1,TYPE 1,OOG_RELIABILITY_TEAM
ERICSONCHAGAS,ERICSONCHAGAS,INACTIVE,ODN1,TYPE 5,MAXDEFLTREG
ERICSONCHAGAS,ERICSONCHAGAS,INACTIVE,ODN1,TYPE 5,MAXEVERYONE
ERICSONCHAGAS,ERICSONCHAGAS,INACTIVE,ODN1,TYPE 5,OOG_ALL_DRILLING
ERICSONCHAGAS,ERICSONCHAGAS,INACTIVE,ODN1,TYPE 5,OOG_DEFSITE_DATA_RESTRICTIONS
ERICSONCHAGAS,ERICSONCHAGAS,INACTIVE,ODN1,TYPE 5,OOG_MOC_OPENERS
ERIVANLIMA,ERIVANLIMA,ACTIVE,OP-BASE,TYPE 3,MAXEVERYONE
ERIVANLIMA,ERIVANLIMA,ACTIVE,OP-BASE,TYPE 3,OOG_ALL_DRILLING
ERIVANLIMA,ERIVANLIMA,ACTIVE,OP-BASE,TYPE 3,OOG_DEFSITE_DATA_RESTRICTIONS
ERIVANLIMA,ERIVANLIMA,ACTIVE,OP-BASE,TYPE 3,OOG_DEPARTMENT_LEADER
ERIVANLIMA,ERIVANLIMA,ACTIVE,OP-BASE,TYPE 3,OOG_ISOLATION_MANAGER
ERIVANLIMA,ERIVANLIMA,ACTIVE,OP-BASE,TYPE 3,OOG_MATERIAL_ENGINEER
ERIVANLIMA,ERIVANLIMA,ACTIVE,OP-BASE,TYPE 3,OOG_MOCDOC_EMISSOR
ERIVANLIMA,ERIVANLIMA,ACTIVE,OP-BASE,TYPE 3,OOG_REQUISITANTET
ERNANECARVALHAL,ERNANECARVALHAL,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
ERNANECARVALHAL,ERNANECARVALHAL,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
ERNANECARVALHAL,ERNANECARVALHAL,INACTIVE,ODN1,TYPE 1,OOG_BASE_READ_ONLY
ERNESTOJUNIOR,ERNESTOJUNIOR,INACTIVE,HTQ,TYPE 1,MAXEVERYONE
ERNESTOJUNIOR,ERNESTOJUNIOR,INACTIVE,HTQ,TYPE 1,OOG_ALL_DRILLING
ERNESTOJUNIOR,ERNESTOJUNIOR,INACTIVE,HTQ,TYPE 1,OOG_BASE_READ_ONLY
ERNESTOJUNIOR,ERNESTOJUNIOR,INACTIVE,HTQ,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ESDRASSELLOS,ESDRASSELLOS,INACTIVE,N06,TYPE 1,MAXEVERYONE
ESDRASSELLOS,ESDRASSELLOS,INACTIVE,N06,TYPE 1,OOG_ALL_DRILLING
ESDRASSELLOS,ESDRASSELLOS,INACTIVE,N06,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
ESDRASSELLOS,ESDRASSELLOS,INACTIVE,N06,TYPE 1,OOG_ISOLATION_MANAGER
ESDRASSELLOS,ESDRASSELLOS,INACTIVE,N06,TYPE 1,OOG_MAINTENANCE_COORDINATOR
ESDRASSELLOS,ESDRASSELLOS,INACTIVE,N06,TYPE 1,OOG_MOC_OPENERS
ESDRASVIEIRA,ESDRASVIEIRA,INACTIVE,BASE-UNP,TYPE 1,MAXDEFLTREG
ESDRASVIEIRA,ESDRASVIEIRA,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
ESDRASVIEIRA,ESDRASVIEIRA,INACTIVE,BASE-UNP,TYPE 1,OOG_BASE_READ_ONLY
ESTACIOBORGES,ESTACIOBORGES,INACTIVE,ODN4,TYPE 1,MAXEVERYONE
ESTACIOBORGES,ESTACIOBORGES,INACTIVE,ODN4,TYPE 1,OOG_ALL_DRILLING
ESTACIOBORGES,ESTACIOBORGES,INACTIVE,ODN4,TYPE 1,OOG_BASE_READ_ONLY
EUGENIOCAICEDO,EUGENIOCAICEDO,INACTIVE,N09,TYPE 5,MAXEVERYONE
EUGENIOCAICEDO,EUGENIOCAICEDO,INACTIVE,N09,TYPE 5,OOG_ALL_DRILLING
EUGENIOCAICEDO,EUGENIOCAICEDO,INACTIVE,N09,TYPE 5,OOG_DEFSITE_DATA_RESTRICTIONS
EUGENIOCAICEDO,EUGENIOCAICEDO,INACTIVE,N09,TYPE 5,OOG_ISOLATION_APPROVER
EUGENIOCAICEDO,EUGENIOCAICEDO,INACTIVE,N09,TYPE 5,OOG_ISOLATION_MANAGER
EUGENIOCAICEDO,EUGENIOCAICEDO,INACTIVE,N09,TYPE 5,OOG_MOC_APPROVERS
EUGENIOCAMPOS,EUGENIOCAMPOS,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
EUGENIOCAMPOS,EUGENIOCAMPOS,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
EUGENIOCAMPOS,EUGENIOCAMPOS,INACTIVE,ODN1,TYPE 1,OOG_BASE_READ_ONLY
EUGENIOCAMPOS,EUGENIOCAMPOS,INACTIVE,ODN1,TYPE 1,OOG_ENGINEER_COORDINATOR
EUGENIOCAMPOS,EUGENIOCAMPOS,INACTIVE,ODN1,TYPE 1,OOG_MOC_APPROVERS
EVELINENUNES,EVELINENUNES,ACTIVE,BASE-UNP,TYPE 4,MAXDEFLTREG
EVELINENUNES,EVELINENUNES,ACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
EVELINENUNES,EVELINENUNES,ACTIVE,BASE-UNP,TYPE 4,OOG_ALL_DRILLING
EVELINENUNES,EVELINENUNES,ACTIVE,BASE-UNP,TYPE 4,OOG_DEFSITE_DATA_RESTRICTIONS
EVELINENUNES,EVELINENUNES,ACTIVE,BASE-UNP,TYPE 4,OOG_LOGISTICA
EVELINENUNES,EVELINENUNES,ACTIVE,BASE-UNP,TYPE 4,OOG_MATERIALS_COORDINATOR_YARD
EVELINENUNES,EVELINENUNES,ACTIVE,BASE-UNP,TYPE 4,OOG_REQUISITANTET
EVELYNFERREIRA,EVELYNFERREIRA,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
EVELYNFERREIRA,EVELYNFERREIRA,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
EVELYNFERREIRA,EVELYNFERREIRA,INACTIVE,BASE-UNP,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
EVELYNFERREIRA,EVELYNFERREIRA,INACTIVE,BASE-UNP,TYPE 1,OOG_DEPARTMENT_LEADER_SUBSEA
EWERSONROCHA,EWERSONROCHA,ACTIVE,ODN2,TYPE 2,MAXEVERYONE
EWERSONROCHA,EWERSONROCHA,ACTIVE,ODN2,TYPE 2,OOG_ALL_DRILLING
EWERSONROCHA,EWERSONROCHA,ACTIVE,ODN2,TYPE 2,OOG_ASSET_MANAGER
EWERSONROCHA,EWERSONROCHA,ACTIVE,ODN2,TYPE 2,OOG_PROJECT_ENGINEER
EWERSONROCHA,EWERSONROCHA,ACTIVE,ODN2,TYPE 2,OOG_RELIABILITY_TEAM
F.SOUZA,F.SOUZA,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
F.SOUZA,F.SOUZA,INACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
F.SOUZA,F.SOUZA,INACTIVE,OP-BASE,TYPE 4,OOG_MOCDOC_EMISSOR
F.SOUZA,F.SOUZA,INACTIVE,OP-BASE,TYPE 4,OOG_MOC_OPENERS
FABBIOLEITE,FABBIOLEITE,ACTIVE,OP-BASE,TYPE 2,MAXEVERYONE
FABBIOLEITE,FABBIOLEITE,ACTIVE,OP-BASE,TYPE 2,OOG_ALL_DRILLING
FABBIOLEITE,FABBIOLEITE,ACTIVE,OP-BASE,TYPE 2,OOG_BASE_READ_ONLY
FABBIOLEITE,FABBIOLEITE,ACTIVE,OP-BASE,TYPE 2,OOG_ENGINEER_COORDINATOR
FABBIOLEITE,FABBIOLEITE,ACTIVE,OP-BASE,TYPE 2,OOG_MOCDOC_EMISSOR
FABBIOLEITE,FABBIOLEITE,ACTIVE,OP-BASE,TYPE 2,OOG_MOC_OPENERS
FABBIOLEITE,FABBIOLEITE,ACTIVE,OP-BASE,TYPE 2,OOG_PROJECT_ENGINEER
FABIANAALVES,FABIANAALVES,INACTIVE,HTQ,TYPE 1,MAXEVERYONE
FABIANAALVES,FABIANAALVES,INACTIVE,HTQ,TYPE 1,OOG_ALL_DRILLING
FABIANAALVES,FABIANAALVES,INACTIVE,HTQ,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
FABIANAALVES,FABIANAALVES,INACTIVE,HTQ,TYPE 1,OOG_DEPARTMENT_TEAM
FABIANAALVES,FABIANAALVES,INACTIVE,HTQ,TYPE 1,OOG_ISOLATION_MANAGER
FABIANABENTO,FABIANABENTO,ACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
FABIANABENTO,FABIANABENTO,ACTIVE,BASE-UNP,TYPE 4,OOG_TRANSPORTADOR
FABIANACUNHA,FABIANACUNHA,INACTIVE,N08,TYPE 1,MAXEVERYONE
FABIANACUNHA,FABIANACUNHA,INACTIVE,N08,TYPE 1,OOG_ALL_DRILLING
FABIANAMEIRELES,FABIANAMEIRELES,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
FABIANAMEIRELES,FABIANAMEIRELES,INACTIVE,OP-BASE,TYPE 4,OOG_REQUISITANTET
FABIANASANTOS,FABIANASANTOS,INACTIVE,OP-BASE,"4",MAXEVERYONE
FABIANASANTOS,FABIANASANTOS,INACTIVE,OP-BASE,"4",OOG_ALL_DRILLING
FABIANASANTOS,FABIANASANTOS,INACTIVE,OP-BASE,"4",OOG_BASE_READ_ONLY
FABIANO.SOUZA,FABIANO.SOUZA,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
FABIANO.SOUZA,FABIANO.SOUZA,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
FABIANO.SOUZA,FABIANO.SOUZA,INACTIVE,BASE-UNP,TYPE 1,OOG_MACRO_ACTIONS
FABIANOLIMA,FABIANOLIMA,ACTIVE,PGA,TYPE 1,MAXDEFLTREG
FABIANOLIMA,FABIANOLIMA,ACTIVE,PGA,TYPE 1,MAXEVERYONE
FABIANOLIMA,FABIANOLIMA,ACTIVE,PGA,TYPE 1,OOG_ALL_DRILLING
FABIANOLIMA,FABIANOLIMA,ACTIVE,PGA,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
FABIANOLIMA,FABIANOLIMA,ACTIVE,PGA,TYPE 1,OOG_DEPARTMENT_TEAM
FABIANOLIMA,FABIANOLIMA,ACTIVE,PGA,TYPE 1,OOG_ISOLATION_MANAGER
FABIANOLIMA,FABIANOLIMA,ACTIVE,PGA,TYPE 1,OOG_PTW_ISSUER
FABIANOLIMA,FABIANOLIMA,ACTIVE,PGA,TYPE 1,TUTOR_GROUP
FABIANOSILVA,FABIANOSILVA,INACTIVE,BASE-UNP,TYPE 5,MAXDEFLTREG
FABIANOSILVA,FABIANOSILVA,INACTIVE,BASE-UNP,TYPE 5,MAXEVERYONE
FABIANOSILVA,FABIANOSILVA,INACTIVE,BASE-UNP,TYPE 5,OOG_ALL_DRILLING
FABIANOSILVA,FABIANOSILVA,INACTIVE,BASE-UNP,TYPE 5,OOG_DEFSITE_DATA_RESTRICTIONS
FABIANOSILVA,FABIANOSILVA,INACTIVE,BASE-UNP,TYPE 5,OOG_DEPARTMENT_LEADER
FABIANOSILVA,FABIANOSILVA,INACTIVE,BASE-UNP,TYPE 5,OOG_ISOLATION_MANAGER
FABIANOSILVA,FABIANOSILVA,INACTIVE,BASE-UNP,TYPE 5,OOG_MOC_OPENERS
FABIANOSSILVA,FABIANOSSILVA,INACTIVE,ODN2,TYPE 1,MAXEVERYONE
FABIANOSSILVA,FABIANOSSILVA,INACTIVE,ODN2,TYPE 1,OOG_ALL_DRILLING
FABIANOSSILVA,FABIANOSSILVA,INACTIVE,ODN2,TYPE 1,OOG_BASE_READ_ONLY
FABIOFIGUEIRA,FABIOFIGUEIRA,ACTIVE,ODN2,TYPE 2,MAXEVERYONE
FABIOFIGUEIRA,FABIOFIGUEIRA,ACTIVE,ODN2,TYPE 2,MOBILE
FABIOFIGUEIRA,FABIOFIGUEIRA,ACTIVE,ODN2,TYPE 2,OOG_ALL_DRILLING
FABIOFIGUEIRA,FABIOFIGUEIRA,ACTIVE,ODN2,TYPE 2,OOG_ASSET_MANAGER
FABIOFIGUEIRA,FABIOFIGUEIRA,ACTIVE,ODN2,TYPE 2,OOG_PROJECT_ENGINEER
FABIOLANA,FABIOLANA,INACTIVE,ODN1,TYPE 5,MAXEVERYONE
FABIOLANA,FABIOLANA,INACTIVE,ODN1,TYPE 5,OOG_ALL_DRILLING
FABIOLANA,FABIOLANA,INACTIVE,ODN1,TYPE 5,OOG_DEFSITE_DATA_RESTRICTIONS
FABIOLANA,FABIOLANA,INACTIVE,ODN1,TYPE 5,OOG_ISOLATION_MANAGER
FABIOLANA,FABIOLANA,INACTIVE,ODN1,TYPE 5,OOG_MOC_OPENERS
FABIOLANA,FABIOLANA,INACTIVE,ODN1,TYPE 5,OOG_RIGSUPSQP
FABIOMOREIRA,FABIOMOREIRA,INACTIVE,ODN1,TYPE 5,MAXDEFLTREG
FABIOMOREIRA,FABIOMOREIRA,INACTIVE,ODN1,TYPE 5,MAXEVERYONE
FABIOMOREIRA,FABIOMOREIRA,INACTIVE,ODN1,TYPE 5,OOG_ALL_DRILLING
FABIOMOREIRA,FABIOMOREIRA,INACTIVE,ODN1,TYPE 5,OOG_DEFSITE_DATA_RESTRICTIONS
FABIOMOREIRA,FABIOMOREIRA,INACTIVE,ODN1,TYPE 5,OOG_DEPARTMENT_LEADER
FABIOMOREIRA,FABIOMOREIRA,INACTIVE,ODN1,TYPE 5,OOG_MOC_OPENERS
FABIOMURTEIRA,FABIOMURTEIRA,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
FABIOMURTEIRA,FABIOMURTEIRA,INACTIVE,OP-BASE,TYPE 5,MOBILE
FABIOMURTEIRA,FABIOMURTEIRA,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
FABIOMURTEIRA,FABIOMURTEIRA,INACTIVE,OP-BASE,TYPE 5,OOG_MACRO_ACTIONS
FABIOMURTEIRA,FABIOMURTEIRA,INACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
FABIOMURTEIRA,FABIOMURTEIRA,INACTIVE,OP-BASE,TYPE 5,OOG_MOCPEO_APROVADOR
FABIOMURTEIRA,FABIOMURTEIRA,INACTIVE,OP-BASE,TYPE 5,OOG_MOCPEO_EMISSOR
FABIOMURTEIRA,FABIOMURTEIRA,INACTIVE,OP-BASE,TYPE 5,OOG_MOC_MACRO
FABIORIBEIRO,FABIORIBEIRO,INACTIVE,N06,TYPE 1,MAXEVERYONE
FABIORIBEIRO,FABIORIBEIRO,INACTIVE,N06,TYPE 1,OOG_ALL_DRILLING
FABIORIBEIRO,FABIORIBEIRO,INACTIVE,N06,TYPE 1,OOG_MATERIALS_COORDINATOR
FABIORITA,FABIORITA,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
FABIORITA,FABIORITA,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
FABIORITA,FABIORITA,INACTIVE,OP-BASE,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
FABIORITA,FABIORITA,INACTIVE,OP-BASE,TYPE 1,OOG_ISOLATION_MANAGER
FABIOSOUZA,FABIOSOUZA,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
FABIOSOUZA,FABIOSOUZA,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
FABRICIOABREU,FABRICIOABREU,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
FABRICIOABREU,FABRICIOABREU,INACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
FABRICIOABREU,FABRICIOABREU,INACTIVE,OP-BASE,TYPE 4,OOG_DEFSITE_DATA_RESTRICTIONS
FABRICIOABREU,FABRICIOABREU,INACTIVE,OP-BASE,TYPE 4,OOG_REQUISITANTET
FABRICIOAPOLINARIO,FABRICIOAPOLINARIO,INACTIVE,OP-BASE,TYPE 3,MAXEVERYONE
FABRICIOAPOLINARIO,FABRICIOAPOLINARIO,INACTIVE,OP-BASE,TYPE 3,OOG_ALL_DRILLING
FABRICIOAPOLINARIO,FABRICIOAPOLINARIO,INACTIVE,OP-BASE,TYPE 3,OOG_LOGISTICA
FABRICIOAPOLINARIO,FABRICIOAPOLINARIO,INACTIVE,OP-BASE,TYPE 3,OOG_LOGISTICA_ADM
FABRICIOAPOLINARIO,FABRICIOAPOLINARIO,INACTIVE,OP-BASE,TYPE 3,OOG_MAINTENANCE_COORDINATOR
FABRICIOAPOLINARIO,FABRICIOAPOLINARIO,INACTIVE,OP-BASE,TYPE 3,OOG_MOCDOC_EMISSOR
FABRICIOPIEKALA,FABRICIOPIEKALA,INACTIVE,N09,TYPE 2,MAXEVERYONE
FABRICIOPIEKALA,FABRICIOPIEKALA,INACTIVE,N09,TYPE 2,OOG_ALL_DRILLING
FABRICIOPIEKALA,FABRICIOPIEKALA,INACTIVE,N09,TYPE 2,OOG_ASSET_ENGINEER
FABRICIOPIEKALA,FABRICIOPIEKALA,INACTIVE,N09,TYPE 2,OOG_BASE_READ_ONLY
FABRICIOSARDINHA,FABRICIOSARDINHA,ACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
FABRICIOSARDINHA,FABRICIOSARDINHA,ACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
FABRICIOSARDINHA,FABRICIOSARDINHA,ACTIVE,OP-BASE,TYPE 4,OOG_BASE_READ_ONLY
FABRIZIOSOBRINHO,FABRIZIOSOBRINHO,INACTIVE,N06,TYPE 4,MAXEVERYONE
FABRIZIOSOBRINHO,FABRIZIOSOBRINHO,INACTIVE,N06,TYPE 4,OOG_ALL_DRILLING
FABRIZIOSOBRINHO,FABRIZIOSOBRINHO,INACTIVE,N06,TYPE 4,OOG_DEFSITE_DATA_RESTRICTIONS
FABRIZIOSOBRINHO,FABRIZIOSOBRINHO,INACTIVE,N06,TYPE 4,OOG_MATERIALS_COORDINATOR
FARLEYROBERTO,FARLEYROBERTO,ACTIVE,PGA,TYPE 1,MAXDEFLTREG
FARLEYROBERTO,FARLEYROBERTO,ACTIVE,PGA,TYPE 1,MAXEVERYONE
FARLEYROBERTO,FARLEYROBERTO,ACTIVE,PGA,TYPE 1,OOG_ALL_DRILLING
