"USERID","PERSONID","STATUS","DEFSITE","TYPE","GROUPNAME"
JEFFERSONSOUZA,JEFFERSONSOUZA,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
JEFFERSONSOUZA,JEFFERSONSOUZA,INACTIVE,OP-BASE,TYPE 5,OOG_ASSET_COORDINATOR
JEFFERSONSOUZA,JEFFERSONSOUZA,INACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
JEFFERSONSOUZA,JEFFERSONSOUZA,INACTIVE,OP-BASE,TYPE 5,OOG_MOC_OPENERS
JEFFERSONSOUZA,JEFFERSONSOUZA,INACTIVE,OP-BASE,TYPE 5,OOG_PROJECT_ENGINEER
JESSICAMOREIRA,JESSICAMOREIRA,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
JESSICAMOREIRA,JESSICAMOREIRA,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
JESSICAQUINTANILHA,JESSICAQUINTANILHA,ACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
JESSICAQUINTANILHA,JESSICAQUINTANILHA,ACTIVE,BASE-UNP,TYPE 4,OOG_ALL_DRILLING
JESSICAQUINTANILHA,JESSICAQUINTANILHA,ACTIVE,BASE-UNP,TYPE 4,OOG_LOGISTICA
JESSICAQUINTANILHA,JESSICAQUINTANILHA,ACTIVE,BASE-UNP,TYPE 4,OOG_REQUISITANTET
JHONATANSANTOS,JHONATANSANTOS,ACTIVE,PGA,TYPE 3,MAXEVERYONE
JHONATANSANTOS,JHONATANSANTOS,ACTIVE,PGA,TYPE 3,OOG_ALL_DRILLING
JHONATANSANTOS,JHONATANSANTOS,ACTIVE,PGA,TYPE 3,OOG_DEFSITE_DATA_RESTRICTIONS
JHONATANSANTOS,JHONATANSANTOS,ACTIVE,PGA,TYPE 3,OOG_MOC_OPENERS
JHONATANSANTOS,JHONATANSANTOS,ACTIVE,PGA,TYPE 3,PRIO_MATERIALS_COORDINATOR
JHONATANSANTOS,JHONATANSANTOS,ACTIVE,PGA,TYPE 3,PRIO_REGISTER
JHONATANSANTOS,JHONATANSANTOS,ACTIVE,PGA,TYPE 3,PRIO_USERS
JOABROSA,JOABROSA,INACTIVE,HTQ,TYPE 3,MAXEVERYONE
JOABROSA,JOABROSA,INACTIVE,HTQ,TYPE 3,OOG_ALL_DRILLING
JOABROSA,JOABROSA,INACTIVE,HTQ,TYPE 3,OOG_BASE_READ_ONLY
JOABROSA,JOABROSA,INACTIVE,HTQ,TYPE 3,OOG_DEFSITE_DATA_RESTRICTIONS
JOACHIMPEETERS,JOACHIMPEETERS,INACTIVE,N06,TYPE 1,MAXEVERYONE
JOACHIMPEETERS,JOACHIMPEETERS,INACTIVE,N06,TYPE 1,OOG_ALL_DRILLING
JOACHIMPEETERS,JOACHIMPEETERS,INACTIVE,N06,TYPE 1,OOG_BASE_READ_ONLY
JOACHIMPEETERS,JOACHIMPEETERS,INACTIVE,N06,TYPE 1,OOG_FIELD_SUPPORT
JOANAFREZE,JOANAFREZE,ACTIVE,HTQ,TYPE 4,MAXEVERYONE
JOANAFREZE,JOANAFREZE,ACTIVE,HTQ,TYPE 4,OOG_ALL_DRILLING
JOANAFREZE,JOANAFREZE,ACTIVE,HTQ,TYPE 4,OOG_ASSET_ENGINEER
JOANAFREZE,JOANAFREZE,ACTIVE,HTQ,TYPE 4,OOG_COGNOS
JOAO.SANTOS,JOAO.SANTOS,INACTIVE,ODN2,TYPE 1,MAXDEFLTREG
JOAO.SANTOS,JOAO.SANTOS,INACTIVE,ODN2,TYPE 1,MAXEVERYONE
JOAO.SANTOS,JOAO.SANTOS,INACTIVE,ODN2,TYPE 1,MAXREADONLYSPPT
JOAOCOSTA,JOAOCOSTA,ACTIVE,ODN1,TYPE 3,MAXEVERYONE
JOAOCOSTA,JOAOCOSTA,ACTIVE,ODN1,TYPE 3,OOG_ALL_DRILLING
JOAOCOSTA,JOAOCOSTA,ACTIVE,ODN1,TYPE 3,OOG_BASE_READ_ONLY
JOAOCOSTA,JOAOCOSTA,ACTIVE,ODN1,TYPE 3,OOG_MOCDOC_EMISSOR
JOAOCOSTA,JOAOCOSTA,ACTIVE,ODN1,TYPE 3,OOG_MOCPEO_APROVADOR
JOAOCOSTA,JOAOCOSTA,ACTIVE,ODN1,TYPE 3,OOG_MOC_OPENERS
JOAODEUS,JOAODEUS,INACTIVE,POL,TYPE 1,MAXDEFLTREG
JOAODEUS,JOAODEUS,INACTIVE,POL,TYPE 1,MAXEVERYONE
JOAODEUS,JOAODEUS,INACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
JOAODEUS,JOAODEUS,INACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
JOAODEUS,JOAODEUS,INACTIVE,POL,TYPE 1,OOG_DEPARTMENT_LEADER
JOAODEUS,JOAODEUS,INACTIVE,POL,TYPE 1,OOG_ISOLATION_MANAGER
JOAODEUS,JOAODEUS,INACTIVE,POL,TYPE 1,TUTOR_GROUP
JOAOMONTEIRO,JOAOMONTEIRO,INACTIVE,OP-BASE,TYPE 4,MAXDEFLTREG
JOAOMONTEIRO,JOAOMONTEIRO,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
JOAOMONTEIRO,JOAOMONTEIRO,INACTIVE,OP-BASE,TYPE 4,OOG_BASE_READ_ONLY
JOAOMOTA,JOAOMOTA,INACTIVE,OP-BASE,TYPE 2,MAXEVERYONE
JOAOMOTA,JOAOMOTA,INACTIVE,OP-BASE,TYPE 2,OOG_ALL_DRILLING
JOAONASCIMENTO,JOAONASCIMENTO,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
JOAONASCIMENTO,JOAONASCIMENTO,INACTIVE,BASE-UNP,TYPE 4,OOG_ALL_DRILLING
JOAONASCIMENTO,JOAONASCIMENTO,INACTIVE,BASE-UNP,TYPE 4,OOG_LOGISTICA
JOAONASCIMENTO,JOAONASCIMENTO,INACTIVE,BASE-UNP,TYPE 4,OOG_REQUISITANTET
JOAOPINHEIRO,JOAOPINHEIRO,INACTIVE,ODN2,TYPE 5,MAXEVERYONE
JOAOPINHEIRO,JOAOPINHEIRO,INACTIVE,ODN2,TYPE 5,OOG_ALL_DRILLING
JOAOPINHEIRO,JOAOPINHEIRO,INACTIVE,ODN2,TYPE 5,OOG_BASE_READ_ONLY
JOAOPINHEIRO,JOAOPINHEIRO,INACTIVE,ODN2,TYPE 5,OOG_MOCDOC_EMISSOR
JOAOPINHEIRO,JOAOPINHEIRO,INACTIVE,ODN2,TYPE 5,OOG_MOC_OPENERS
JOAOPINHO,JOAOPINHO,INACTIVE,BASE-UNP,TYPE 1,MAXDEFLTREG
JOAOPINHO,JOAOPINHO,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
JOAOPINHO,JOAOPINHO,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
JOAOPINHO,JOAOPINHO,INACTIVE,BASE-UNP,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
JOAOPINHO,JOAOPINHO,INACTIVE,BASE-UNP,TYPE 1,OOG_DEPARTMENT_TEAM
JOAOPINHO,JOAOPINHO,INACTIVE,BASE-UNP,TYPE 1,OOG_ISOLATION_MANAGER
JOAOPINHO,JOAOPINHO,INACTIVE,BASE-UNP,TYPE 1,OOG_PTW_ISSUER
JOAOPINHO,JOAOPINHO,INACTIVE,BASE-UNP,TYPE 1,TUTOR_GROUP
JOAORESENDE,JOAORESENDE,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
JOAORESENDE,JOAORESENDE,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
JOAORESENDE,JOAORESENDE,INACTIVE,OP-BASE,TYPE 1,OOG_BASE_READ_ONLY
JOAORSILVA,JOAORSILVA,INACTIVE,BASE-UNP,TYPE 5,MAXDEFLTREG
JOAORSILVA,JOAORSILVA,INACTIVE,BASE-UNP,TYPE 5,MAXEVERYONE
JOAORSILVA,JOAORSILVA,INACTIVE,BASE-UNP,TYPE 5,OOG_ALL_DRILLING
JOAORSILVA,JOAORSILVA,INACTIVE,BASE-UNP,TYPE 5,OOG_DEFSITE_DATA_RESTRICTIONS
JOAORSILVA,JOAORSILVA,INACTIVE,BASE-UNP,TYPE 5,OOG_DEPARTMENT_LEADER
JOAORSILVA,JOAORSILVA,INACTIVE,BASE-UNP,TYPE 5,OOG_DEPARTMENT_TEAM
JOAORSILVA,JOAORSILVA,INACTIVE,BASE-UNP,TYPE 5,OOG_ISOLATION_MANAGER
JOAOVITOROLIVEIRA,JOAOVITOROLIVEIRA,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
JOAOVITOROLIVEIRA,JOAOVITOROLIVEIRA,INACTIVE,BASE-UNP,TYPE 4,OOG_TRANSPORTADOR
JOATAOTABOSA,JOATAOTABOSA,ACTIVE,POL,TYPE 1,MAXEVERYONE
JOATAOTABOSA,JOATAOTABOSA,ACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
JOATAOTABOSA,JOATAOTABOSA,ACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
JOATAOTABOSA,JOATAOTABOSA,ACTIVE,POL,TYPE 1,OOG_DEPARTMENT_TEAM
JOHNRSLATER,JOHNRSLATER,INACTIVE,N09,TYPE 1,MAXEVERYONE
JOHNRSLATER,JOHNRSLATER,INACTIVE,N09,TYPE 1,OOG_ALL_DRILLING
JOHNRSLATER,JOHNRSLATER,INACTIVE,N09,TYPE 1,OOG_BASE_READ_ONLY
JOHNRSLATER,JOHNRSLATER,INACTIVE,N09,TYPE 1,OOG_FIELD_SUPPORT
JONASPINHEIRO,JONASPINHEIRO,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
JONASPINHEIRO,JONASPINHEIRO,INACTIVE,BASE-UNP,TYPE 4,OOG_TRANSPORTADOR
JONATASFERNANDE,JONATASFERNANDE,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
JONATASFERNANDE,JONATASFERNANDE,INACTIVE,BASE-UNP,TYPE 4,OOG_TRANSPORTADOR
JONATASFERNANDES,JONATASFERNANDES,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
JONATASFERNANDES,JONATASFERNANDES,INACTIVE,BASE-UNP,TYPE 4,OOG_TRANSPORTADOR
JONATASPEDROSA,JONATASPEDROSA,INACTIVE,BASE-UNP,TYPE 5,MAXEVERYONE
JONATASPEDROSA,JONATASPEDROSA,INACTIVE,BASE-UNP,TYPE 5,OOG_ALL_DRILLING
JONATASPEDROSA,JONATASPEDROSA,INACTIVE,BASE-UNP,TYPE 5,OOG_DEFSITE_DATA_RESTRICTIONS
JONATASPEDROSA,JONATASPEDROSA,INACTIVE,BASE-UNP,TYPE 5,OOG_DEPARTMENT_LEADER
JONATASPEDROSA,JONATASPEDROSA,INACTIVE,BASE-UNP,TYPE 5,OOG_ISOLATION_MANAGER
JONATASPEDROSA,JONATASPEDROSA,INACTIVE,BASE-UNP,TYPE 5,OOG_MOC_OPENERS
JORGEMIGUEL,JORGEMIGUEL,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
JORGEMIGUEL,JORGEMIGUEL,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
JORGEMIGUEL,JORGEMIGUEL,INACTIVE,ODN1,TYPE 1,OOG_BASE_READ_ONLY
JOSEARAUJO,JOSEARAUJO,INACTIVE,POL,TYPE 1,MAXEVERYONE
JOSEARAUJO,JOSEARAUJO,INACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
JOSEARAUJO,JOSEARAUJO,INACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
JOSEARAUJO,JOSEARAUJO,INACTIVE,POL,TYPE 1,OOG_DEPARTMENT_TEAM
JOSEARAUJO,JOSEARAUJO,INACTIVE,POL,TYPE 1,OOG_ISOLATION_MANAGER
JOSECAMPOS,JOSECAMPOS,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
JOSECAMPOS,JOSECAMPOS,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
JOSECAMPOS,JOSECAMPOS,INACTIVE,OP-BASE,TYPE 1,OOG_MOC_APPROVERS
JOSECORTES,JOSECORTES,INACTIVE,ODN3,TYPE 1,MAXEVERYONE
JOSECORTES,JOSECORTES,INACTIVE,ODN3,TYPE 1,OOG_ALL_DRILLING
JOSECORTES,JOSECORTES,INACTIVE,ODN3,TYPE 1,OOG_MATERIALS_COORDINATOR
JOSEDANTAS,JOSEDANTAS,ACTIVE,PGA,TYPE 2,MAXEVERYONE
JOSEDANTAS,JOSEDANTAS,ACTIVE,PGA,TYPE 2,MOBILE
JOSEDANTAS,JOSEDANTAS,ACTIVE,PGA,TYPE 2,OOG_ALL_DRILLING
JOSEDANTAS,JOSEDANTAS,ACTIVE,PGA,TYPE 2,OOG_DEPARTMENT_LEADER
JOSEDANTAS,JOSEDANTAS,ACTIVE,PGA,TYPE 2,OOG_MOC_APPROVERS
JOSEDANTAS,JOSEDANTAS,ACTIVE,PGA,TYPE 2,OOG_MOC_OPENERS
JOSEDANTAS,JOSEDANTAS,ACTIVE,PGA,TYPE 2,OOG_RIGSUPSQP
JOSEDSOUZA,JOSEDSOUZA,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
JOSEDSOUZA,JOSEDSOUZA,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
JOSEDSOUZA,JOSEDSOUZA,INACTIVE,BASE-UNP,TYPE 1,OOG_MAINTENANCE_COORDINATOR
JOSEEFRAIN,JOSEEFRAIN,INACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
JOSEEFRAIN,JOSEEFRAIN,INACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
JOSEEFRAIN,JOSEEFRAIN,INACTIVE,BASE-UNP,TYPE 1,OOG_MATERIALS_COORDINATOR_YARD
JOSEEFRAIN,JOSEEFRAIN,INACTIVE,BASE-UNP,TYPE 1,OOG_REQUISITANTET
JOSEHALMEIDA,JOSEHALMEIDA,INACTIVE,ODN1,TYPE 3,MAXEVERYONE
JOSEHALMEIDA,JOSEHALMEIDA,INACTIVE,ODN1,TYPE 3,OOG_ALL_DRILLING
JOSEHALMEIDA,JOSEHALMEIDA,INACTIVE,ODN1,TYPE 3,OOG_DEFSITE_DATA_RESTRICTIONS
JOSEHALMEIDA,JOSEHALMEIDA,INACTIVE,ODN1,TYPE 3,OOG_DEPARTMENT_LEADER
JOSEHALMEIDA,JOSEHALMEIDA,INACTIVE,ODN1,TYPE 3,OOG_MAINTENANCE_COORDINATOR
JOSEHALMEIDA,JOSEHALMEIDA,INACTIVE,ODN1,TYPE 3,OOG_MOC_OPENERS
JOSEILSONAUGUSTO,JOSEILSONAUGUSTO,INACTIVE,OP-BASE,TYPE 2,MAXEVERYONE
JOSEILSONAUGUSTO,JOSEILSONAUGUSTO,INACTIVE,OP-BASE,TYPE 2,OOG_ALL_DRILLING
JOSEILSONAUGUSTO,JOSEILSONAUGUSTO,INACTIVE,OP-BASE,TYPE 2,OOG_BASE_READ_ONLY
JOSEPHLARSON,JOSEPHLARSON,INACTIVE,ODN1,TYPE 1,MAXEVERYONE
JOSEPHLARSON,JOSEPHLARSON,INACTIVE,ODN1,TYPE 1,OOG_ALL_DRILLING
JOSEPHLARSON,JOSEPHLARSON,INACTIVE,ODN1,TYPE 1,OOG_BASE_READ_ONLY
JOSEPHLARSON,JOSEPHLARSON,INACTIVE,ODN1,TYPE 1,OOG_FIELD_SUPPORT
JOSEPITTA,JOSEPITTA,INACTIVE,N06,TYPE 1,MAXEVERYONE
JOSEPITTA,JOSEPITTA,INACTIVE,N06,TYPE 1,OOG_ALL_DRILLING
JOSEPITTA,JOSEPITTA,INACTIVE,N06,TYPE 1,OOG_MOC_OPENERS
JOSERAIMUNDO,JOSERAIMUNDO,INACTIVE,OP-BASE,TYPE 5,MAXEVERYONE
JOSERAIMUNDO,JOSERAIMUNDO,INACTIVE,OP-BASE,TYPE 5,OOG_ALL_DRILLING
JOSERAIMUNDO,JOSERAIMUNDO,INACTIVE,OP-BASE,TYPE 5,OOG_DEPARTMENT_LEADER
JOSERAIMUNDO,JOSERAIMUNDO,INACTIVE,OP-BASE,TYPE 5,OOG_ISOLATION_MANAGER
JOSERAIMUNDO,JOSERAIMUNDO,INACTIVE,OP-BASE,TYPE 5,OOG_MOCDOC_EMISSOR
JOSERANGEL,JOSERANGEL,INACTIVE,POL,TYPE 1,MAXDEFLTREG
JOSERANGEL,JOSERANGEL,INACTIVE,POL,TYPE 1,MAXEVERYONE
JOSERANGEL,JOSERANGEL,INACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
JOSERANGEL,JOSERANGEL,INACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
JOSERANGEL,JOSERANGEL,INACTIVE,POL,TYPE 1,OOG_DEPARTMENT_TEAM
JOSERANGEL,JOSERANGEL,INACTIVE,POL,TYPE 1,OOG_ISOLATION_MANAGER
JOSERFERREIRA,JOSERFERREIRA,ACTIVE,OP-BASE,TYPE 3,MAXEVERYONE
JOSERFERREIRA,JOSERFERREIRA,ACTIVE,OP-BASE,TYPE 3,MOBILE
JOSERFERREIRA,JOSERFERREIRA,ACTIVE,OP-BASE,TYPE 3,OOG_AB_SST
JOSERFERREIRA,JOSERFERREIRA,ACTIVE,OP-BASE,TYPE 3,OOG_ALL_DRILLING
JOSERFERREIRA,JOSERFERREIRA,ACTIVE,OP-BASE,TYPE 3,OOG_MOCDOC_EMISSOR
JOSERFERREIRA,JOSERFERREIRA,ACTIVE,OP-BASE,TYPE 3,OOG_MOCPEO_APROVADOR
JOSESANTOS,JOSESANTOS,ACTIVE,POL,TYPE 1,MAXEVERYONE
JOSESANTOS,JOSESANTOS,ACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
JOSESANTOS,JOSESANTOS,ACTIVE,POL,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
JOSESANTOS,JOSESANTOS,ACTIVE,POL,TYPE 1,OOG_DEPARTMENT_LEADER
JOSESANTOS,JOSESANTOS,ACTIVE,POL,TYPE 1,OOG_MOC_OPENERS
JOSESILVA,JOSESILVA,ACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
JOSESILVA,JOSESILVA,ACTIVE,OP-BASE,TYPE 4,OCY_SST
JOSESILVA,JOSESILVA,ACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
JOSESILVA,JOSESILVA,ACTIVE,OP-BASE,TYPE 4,OOG_DEPARTMENT_LEADER
JOSESILVA,JOSESILVA,ACTIVE,OP-BASE,TYPE 4,OOG_MOCDOC_EMISSOR
JOSETIAGO,JOSETIAGO,INACTIVE,N06,TYPE 4,MAXEVERYONE
JOSETIAGO,JOSETIAGO,INACTIVE,N06,TYPE 4,OOG_ALL_DRILLING
JOSETIAGO,JOSETIAGO,INACTIVE,N06,TYPE 4,OOG_DEFSITE_DATA_RESTRICTIONS
JOSETIAGO,JOSETIAGO,INACTIVE,N06,TYPE 4,OOG_MATERIALS_COORDINATOR
JUANRIZZI,JUANRIZZI,INACTIVE,ODN2,TYPE 2,MAXEVERYONE
JUANRIZZI,JUANRIZZI,INACTIVE,ODN2,TYPE 2,OOG_ALL_DRILLING
JUANRIZZI,JUANRIZZI,INACTIVE,ODN2,TYPE 2,OOG_ASSET_MANAGER
JUANRIZZI,JUANRIZZI,INACTIVE,ODN2,TYPE 2,OOG_MOCDOC_EMISSOR
JUANRIZZI,JUANRIZZI,INACTIVE,ODN2,TYPE 2,OOG_MOC_OPENERS
JUANRIZZI,JUANRIZZI,INACTIVE,ODN2,TYPE 2,OOG_PROJECT_ENGINEER
JUDICAELJUNIOR,JUDICAELJUNIOR,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
JUDICAELJUNIOR,JUDICAELJUNIOR,INACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
JUDICAELJUNIOR,JUDICAELJUNIOR,INACTIVE,OP-BASE,TYPE 4,OOG_REQUISITANTET
JULIAMARCHIOTE,JULIAMARCHIOTE,INACTIVE,OP-BASE,TYPE 4,MAXEVERYONE
JULIAMARCHIOTE,JULIAMARCHIOTE,INACTIVE,OP-BASE,TYPE 4,OOG_ALL_DRILLING
JULIAMARCHIOTE,JULIAMARCHIOTE,INACTIVE,OP-BASE,TYPE 4,OOG_ASSET_ENGINEER
JULIAMARCHIOTE,JULIAMARCHIOTE,INACTIVE,OP-BASE,TYPE 4,OOG_ASSET_MANAGER
JULIAMARCHIOTE,JULIAMARCHIOTE,INACTIVE,OP-BASE,TYPE 4,OOG_DEPARTMENT_LEADER
JULIAMARCHIOTE,JULIAMARCHIOTE,INACTIVE,OP-BASE,TYPE 4,OOG_MOCDOC_EMISSOR
JULIAMARCHIOTE,JULIAMARCHIOTE,INACTIVE,OP-BASE,TYPE 4,OOG_PROJECT_ENGINEER
JULIAMELO,JULIAMELO,INACTIVE,N08,TYPE 1,MAXEVERYONE
JULIAMELO,JULIAMELO,INACTIVE,N08,TYPE 1,OOG_ALL_DRILLING
JULIANALIRIO,JULIANALIRIO,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
JULIANALIRIO,JULIANALIRIO,INACTIVE,BASE-UNP,TYPE 4,OOG_TRANSPORTADOR
JULIANAMANHAES,JULIANAMANHAES,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
JULIANAMANHAES,JULIANAMANHAES,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
JULIANAMANHAES,JULIANAMANHAES,INACTIVE,OP-BASE,TYPE 1,OOG_MOCDOC_EMISSOR
JULIANAMORAIS,JULIANAMORAIS,INACTIVE,N08,TYPE 1,MAXEVERYONE
JULIANAMORAIS,JULIANAMORAIS,INACTIVE,N08,TYPE 1,OOG_ALL_DRILLING
JULIANAMORAIS,JULIANAMORAIS,INACTIVE,N08,TYPE 1,OOG_BASE_READ_ONLY
JULIANASILVA,JULIANASILVA,INACTIVE,N08,TYPE 1,MAXEVERYONE
JULIANASILVA,JULIANASILVA,INACTIVE,N08,TYPE 1,OOG_ALL_DRILLING
JULIANASILVA,JULIANASILVA,INACTIVE,N08,TYPE 1,OOG_MOCPEO_EMISSOR
JULIANOOLIVEIRA,JULIANOOLIVEIRA,ACTIVE,PGC,TYPE 1,MAXDEFLTREG
JULIANOOLIVEIRA,JULIANOOLIVEIRA,ACTIVE,PGC,TYPE 1,MAXEVERYONE
JULIANOOLIVEIRA,JULIANOOLIVEIRA,ACTIVE,PGC,TYPE 1,OOG_ALL_DRILLING
JULIANOOLIVEIRA,JULIANOOLIVEIRA,ACTIVE,PGC,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
JULIANOOLIVEIRA,JULIANOOLIVEIRA,ACTIVE,PGC,TYPE 1,OOG_MOCPEO_EMISSOR
JULIANOOLIVEIRA,JULIANOOLIVEIRA,ACTIVE,PGC,TYPE 1,OOG_MOC_OPENERS
JULINECAETANO,JULINECAETANO,INACTIVE,N09,TYPE 1,MAXEVERYONE
JULINECAETANO,JULINECAETANO,INACTIVE,N09,TYPE 1,OOG_ALL_DRILLING
JULIODASILVA,JULIODASILVA,ACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
JULIODASILVA,JULIODASILVA,ACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
JULIODASILVA,JULIODASILVA,ACTIVE,BASE-UNP,TYPE 1,OOG_DEFSITE_DATA_RESTRICTIONS
JULIODASILVA,JULIODASILVA,ACTIVE,BASE-UNP,TYPE 1,OOG_DEPARTMENT_TEAM
JULIODASILVA,JULIODASILVA,ACTIVE,BASE-UNP,TYPE 1,OOG_ISOLATION_MANAGER
JULIODASILVA,JULIODASILVA,ACTIVE,BASE-UNP,TYPE 1,OOG_LOGISTICA
JULIOLEOPOLDINO,JULIOLEOPOLDINO,INACTIVE,BASE-UNP,TYPE 4,MAXEVERYONE
JULIOLEOPOLDINO,JULIOLEOPOLDINO,INACTIVE,BASE-UNP,TYPE 4,OOG_ALL_DRILLING
JULIOLEOPOLDINO,JULIOLEOPOLDINO,INACTIVE,BASE-UNP,TYPE 4,OOG_LOGISTICA
JULIOPACHECO,JULIOPACHECO,INACTIVE,POL,TYPE 1,MAXEVERYONE
JULIOPACHECO,JULIOPACHECO,INACTIVE,POL,TYPE 1,OOG_ALL_DRILLING
JULIOPACHECO,JULIOPACHECO,INACTIVE,POL,TYPE 1,OOG_DEPARTMENT_LEADER
JULIOPACHECO,JULIOPACHECO,INACTIVE,POL,TYPE 1,OOG_PTW_ISSUER
JULIOPACHECO,JULIOPACHECO,INACTIVE,POL,TYPE 1,OOG_REQUISITANTET
JULIOPACHECO,JULIOPACHECO,INACTIVE,POL,TYPE 1,OOG_SUP_REPAIR_RETURN
JUSSARATELES,JUSSARATELES,INACTIVE,N08,TYPE 1,MAXEVERYONE
JUSSARATELES,JUSSARATELES,INACTIVE,N08,TYPE 1,OOG_ALL_DRILLING
JUSSARATELES,JUSSARATELES,INACTIVE,N08,TYPE 1,OOG_BASE_READ_ONLY
KAIANLIMA,KAIANLIMA,INACTIVE,BASE-UNP,TYPE 5,MAXEVERYONE
KAIANLIMA,KAIANLIMA,INACTIVE,BASE-UNP,TYPE 5,OOG_ALL_DRILLING
KAIANLIMA,KAIANLIMA,INACTIVE,BASE-UNP,TYPE 5,OOG_DEFSITE_DATA_RESTRICTIONS
KAIANLIMA,KAIANLIMA,INACTIVE,BASE-UNP,TYPE 5,OOG_DEPARTMENT_LEADER
KAIANLIMA,KAIANLIMA,INACTIVE,BASE-UNP,TYPE 5,OOG_ISOLATION_MANAGER
KARINERANGEL,KARINERANGEL,ACTIVE,BASE-UNP,TYPE 1,MAXEVERYONE
KARINERANGEL,KARINERANGEL,ACTIVE,BASE-UNP,TYPE 1,OOG_ALL_DRILLING
KARINERANGEL,KARINERANGEL,ACTIVE,BASE-UNP,TYPE 1,OOG_DEPARTMENT_LEADER
KARINERANGEL,KARINERANGEL,ACTIVE,BASE-UNP,TYPE 1,OOG_MOCDOC_EMISSOR
KARINERANGEL,KARINERANGEL,ACTIVE,BASE-UNP,TYPE 1,OOG_PTW_ISSUER
KARINYMIRANDA,KARINYMIRANDA,ACTIVE,BASE-UNP,TYPE 5,MAXEVERYONE
KARINYMIRANDA,KARINYMIRANDA,ACTIVE,BASE-UNP,TYPE 5,MOBILE
KARINYMIRANDA,KARINYMIRANDA,ACTIVE,BASE-UNP,TYPE 5,OOG_ALL_DRILLING
KARINYMIRANDA,KARINYMIRANDA,ACTIVE,BASE-UNP,TYPE 5,OOG_MOCDOC_EMISSOR
KARINYMIRANDA,KARINYMIRANDA,ACTIVE,BASE-UNP,TYPE 5,OOG_MOCPEO_APROVADOR
KARINYMIRANDA,KARINYMIRANDA,ACTIVE,BASE-UNP,TYPE 5,OOG_MOC_OPENERS
KARLAXAVIER,KARLAXAVIER,INACTIVE,OP-BASE,TYPE 1,MAXEVERYONE
KARLAXAVIER,KARLAXAVIER,INACTIVE,OP-BASE,TYPE 1,OOG_ALL_DRILLING
KARLAXAVIER,KARLAXAVIER,INACTIVE,OP-BASE,TYPE 1,OOG_MOCDOC_EMISSOR
KASTOLPHO,KASTOLPHO,ACTIVE,N09,TYPE 5,MAXEVERYONE
KASTOLPHO,KASTOLPHO,ACTIVE,N09,TYPE 5,OOG_ALL_DRILLING
KASTOLPHO,KASTOLPHO,ACTIVE,N09,TYPE 5,OOG_BASE_READ_ONLY
KASTOLPHO,KASTOLPHO,ACTIVE,N09,TYPE 5,OOG_MOCDOC_EMISSOR
