IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT GROUPNAME, APP, OPTIONNAME FROM APPLICATIONAUTH;
  OOG_ASSET_COORDINATOR, OOG_CMISS, SEARCHSQRY
  OOG_ASSET_COORDINATOR, OOG_CMISS, SEARCHMORE
  OOG_ASSET_COORDINATOR, OOG_CMISS, SEARCHBOOK
  OOG_ASSET_COORDINATOR, OOG_CMISS, RUNREPORTS
  OOG_ASSET_COORDINATOR, OOG_CMISS, DUPLICATE
  OOG_ASSET_COORDINATOR, OOG_CMISS, CREATEREPT
  OOG_ASSET_COORDINATOR, OOG_CMISS, COGNOSHOME
  OOG_ASSET_COORDINATOR, OOG_CMISS, BMXVIEWMANAGEWHERRO
  OOG_ASSET_COORDINATOR, OOG_CMISS, BMXVIEWMANAGEWHER
  OOG_ASSET_COORDINATOR, PLUSGAL, PREVIOUS
  OOG_ASSET_COORDINATOR, PLUSGAL, NEXT
  OOG_ASSET_COORDINATOR, PLUSGAL, CLEAR
  OOG_ASSET_COORDINATOR, PLUSGAL, BOOKMARK
  OOG_ASSET_COORDINATOR, PLUSGAL, SEARCHWHER
  OOG_ASSET_COORDINATOR, PLUSGAL, SEARCHVMQR
  OOG_ASSET_COORDINATOR, PLUSGAL, SEARCHTIPS
  OOG_ASSET_COORDINATOR, PLUSGAL, SEARCHSQRY
  OOG_ASSET_COORDINATOR, PLUSGAL, SEARCHMORE
  OOG_ASSET_COORDINATOR, PLUSGAL, SEARCHBOOK
  OOG_ASSET_COORDINATOR, PLUSGAL, RUNREPORTS
  OOG_ASSET_COORDINATOR, PLUSGAL, PUBLICREPT
  MAXADMIN, OOG_MOCENG, WO_SLAS
  MAXADMIN, OOG_MOCENG, SEARCHTIPS
  MAXADMIN, OOG_MOCENG, SEARCHVMQR
  MAXADMIN, OOG_MOCENG, SEARCHWHER
  MAXADMIN, OOG_MOCENG, CREATEWO
  MAXADMIN, OOG_MOCENG, BOOKMARK
  MAXADMIN, OOG_MOCENG, CLEAR
  MAXADMIN, OOG_MOCENG, NEXT
  MAXADMIN, OOG_MOCENG, PREVIOUS
  MAXADMIN, OOG_MOCENG, VIEWHIST
  OOG_MOC_OPENERS, OOG_RES, MASSMOVE
  OOG_MOC_OPENERS, OOG_RES, CREATEREL
  OOG_MOC_OPENERS, OOG_RES, REMOVEWP
  OOG_MOC_OPENERS, OOG_RES, ROUTEWF
  OOG_MOC_OPENERS, OOG_RES, RUNREPORTS
  OOG_MOC_OPENERS, OOG_RES, SEARCHSQRY
  OOG_MOC_OPENERS, OOG_RES, OWNER
  OOG_MOC_OPENERS, OOG_RES, MODIFYSLAS
  OOG_MOC_OPENERS, OOG_RES, CREATESREQ
  OOG_MOC_OPENERS, OOG_RES, WMATL
  OOG_BASE_READ_ONLY, OOG_RES, OOG_FIELDNOTINPLAN
  OOG_MOCPEO_EMISSOR, OOG_MOCPEO, DUPLICATE
  MAXEVERYONE, OOG_ALERT, RUNREPORTS
  OOG_ASSET_COORDINATOR, PLUSGAL, MANAGELIB
  OOG_ASSET_COORDINATOR, PLUSGAL, MANAGEFOLD
  OOG_ASSET_COORDINATOR, PLUSGAL, EDITREPT
  OOG_ASSET_COORDINATOR, PLUSGAL, DUPLICATE
  OOG_ASSET_COORDINATOR, PLUSGAL, DELETEREPT
  OOG_ASSET_COORDINATOR, PLUSGAL, CREATEREPT
  OOG_ASSET_COORDINATOR, PLUSGAL, CREATEKPI
  OOG_ASSET_COORDINATOR, PLUSGAL, COGNOSHOME
  OOG_ASSET_COORDINATOR, PLUSGAL, BMXVIEWMANAGEWHERRO
  OOG_ASSET_COORDINATOR, PLUSGAL, BMXVIEWMANAGEWHER
  OOG_ASSET_COORDINATOR, PLUSGAL, ASSOCFOLD
  OOG_ASSET_COORDINATOR, PLUSGSR, BOOKMARK
  OOG_ASSET_COORDINATOR, PLUSGSR, PREVIOUS
  OOG_ASSET_COORDINATOR, PLUSGSR, NEXT
  OOG_ASSET_COORDINATOR, PLUSGSR, VIEWHIST
  OOG_ASSET_COORDINATOR, PLUSGSR, CLEAR
  OOG_ASSET_COORDINATOR, PLUSGSR, BMXVIEWMANAGEWHERRO
  OOG_ASSET_COORDINATOR, PLUSGSR, DELETEREPT
  OOG_ASSET_COORDINATOR, PLUSGSR, CREATEREPT
  OOG_ASSET_COORDINATOR, PLUSGSR, PUBLICREPT
  OOG_ASSET_COORDINATOR, PLUSGSR, EDITREPT
  OOG_ASSET_COORDINATOR, PLUSGSR, COGNOSHOME
  OOG_ASSET_COORDINATOR, PLUSGSR, ROUTEWF
  OOG_ASSET_COORDINATOR, PLUSGSR, HISTORYWF
  OOG_ASSET_COORDINATOR, PLUSGSR, SEARCHATTR
  OOG_ASSET_COORDINATOR, PLUSGSR, TKWORKLOG
  OOG_ASSET_COORDINATOR, PLUSGSR, TKCOMMLOG
  OOG_ASSET_COORDINATOR, PLUSGSR, RELATERECORD
  OOG_ASSET_COORDINATOR, PLUSGSR, SEARCHSQRY
  OOG_ASSET_COORDINATOR, PLUSGSR, STOPWF
  OOG_ASSET_COORDINATOR, PLUSGSR, SEARCHWHER
  OOG_ASSET_COORDINATOR, PLUSGSR, CREATEREL
  OOG_ASSET_COORDINATOR, PLUSGSR, CREATECHNG
  OOG_ASSET_COORDINATOR, PLUSGSR, ASSOCFOLD
  OOG_ASSET_COORDINATOR, PLUSGSR, MANAGEFOLD
  OOG_ASSET_COORDINATOR, PLUSGSR, MANAGELIB
  OOG_ASSET_COORDINATOR, PLUSGSR, HELPWF
  OOG_ASSET_COORDINATOR, PLUSGSR, ASSIGNWF
  OOG_ASSET_COORDINATOR, PLUSGSR, SEARCHBOOK
  OOG_ASSET_COORDINATOR, PLUSGSR, CREATEKPI
  OOG_ASSET_COORDINATOR, PLUSGSR, SEARCHMORE
  OOG_ASSET_COORDINATOR, PLUSGSR, SEARCHTIPS
  OOG_ASSET_COORDINATOR, PLUSGSR, RUNREPORTS
  OOG_ASSET_COORDINATOR, PLUSGSR, EDITHIST
  OOG_ASSET_COORDINATOR, PLUSGSR, RESOLVED
  OOG_ASSET_COORDINATOR, PLUSGSR, DUPLICATE
  OOG_ASSET_COORDINATOR, PLUSGSR, VIEWSLAS
  OOG_ASSET_COORDINATOR, PLUSGSR, APPLYSLA
  OOG_ASSET_COORDINATOR, PLUSGSR, SIMILARTKT
  OOG_ASSET_COORDINATOR, PLUSGSR, CREATECOMM
  OOG_ASSET_COORDINATOR, PLUSGSR, CREATEWO
  OOG_ASSET_COORDINATOR, PLUSGSR, CREATEINC
  OOG_ASSET_COORDINATOR, PLUSGSR, CREATESR
  OOG_ASSET_COORDINATOR, PLUSGSR, STOPTIMER
  OOG_ASSET_COORDINATOR, PLUSGSR, STARTTIMER
  OOG_ASSET_COORDINATOR, PLUSGSR, VIEWWF
  OOG_ASSET_COORDINATOR, PLUSGSR, PENDING
  OOG_ASSET_COORDINATOR, PLUSGSR, INPROG
  OOG_ASSET_COORDINATOR, PLUSGSR, CLOSED
  OOG_ASSET_COORDINATOR, PLUSGSR, QUEUED
  OOG_ASSET_COORDINATOR, PLUSGSR, SEARCHVMQR
  OOG_ASSET_COORDINATOR, PLUSGSR, STATUS
  OOG_ASSET_COORDINATOR, PLUSGSR, MODIFYSLAS
  OOG_ASSET_COORDINATOR, PLUSGSR, TEMPLATE
  OOG_ASSET_COORDINATOR, PLUSGSR, OWNERSHIP
  OOG_ASSET_COORDINATOR, PLUSGSR, MODDELWL
  OOG_ASSET_COORDINATOR, PLUSGSR, CREATEPROB
  OOG_ASSET_COORDINATOR, PLUSGSR, OWNER
  OOG_ASSET_COORDINATOR, PLUSGSR, VIEWCOSTS
  OOG_ASSET_COORDINATOR, PLUSGSR, BMXVIEWMANAGEWHER
  OOG_ASSET_COORDINATOR, SRVITEM, CLEAR
  OOG_ASSET_COORDINATOR, SRVITEM, BOOKMARK
  OOG_ASSET_COORDINATOR, SRVITEM, PREVIOUS
  OOG_ASSET_COORDINATOR, SRVITEM, NEXT
  OOG_ASSET_COORDINATOR, SRVITEM, SEARCHMORE
  OOG_ASSET_COORDINATOR, SAFEPLAN, PREVIOUS
  OOG_ASSET_COORDINATOR, SAFEPLAN, NEXT
  OOG_ASSET_COORDINATOR, SAFEPLAN, CLEAR
  OOG_ASSET_COORDINATOR, SAFEPLAN, BOOKMARK
  OOG_ASSET_COORDINATOR, SAFEPLAN, SEARCHMORE
  OOG_ASSET_COORDINATOR, PLUSGROU, PREVIOUS
  OOG_ASSET_COORDINATOR, PLUSGROU, NEXT
  OOG_ASSET_COORDINATOR, PLUSGROU, CLEAR
  OOG_ASSET_COORDINATOR, PLUSGROU, BOOKMARK
  OOG_ASSET_COORDINATOR, PLUSGROU, SEARCHMORE
  OOG_ASSET_COORDINATOR, PLUSGRSK, PREVIOUS
  OOG_ASSET_COORDINATOR, PLUSGRSK, NEXT
  OOG_ASSET_COORDINATOR, PLUSGRSK, CLEAR
  OOG_ASSET_COORDINATOR, PLUSGRSK, BOOKMARK
  OOG_ASSET_COORDINATOR, PLUSGRSK, SEARCHMORE
  OOG_ASSET_COORDINATOR, PLUSGRSK, RUNREPORTS
  OOG_ASSET_COORDINATOR, PLUSGRSK, PUBLICREPT
  OOG_ASSET_COORDINATOR, PLUSGRSK, EDITREPT
  OOG_ASSET_COORDINATOR, PLUSGRSK, CREATEREPT
  OOG_ASSET_COORDINATOR, RPTOUTPUT, PREVIOUS
  OOG_ASSET_COORDINATOR, RPTOUTPUT, NEXT
  OOG_ASSET_COORDINATOR, RPTOUTPUT, CLEAR
  OOG_ASSET_COORDINATOR, RPTOUTPUT, BOOKMARK
  OOG_ASSET_COORDINATOR, RPTOUTPUT, SEARCHMORE
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, VIEWHIST
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, PREVIOUS
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, NEXT
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, CLEAR
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, BOOKMARK
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, OOGVIEWLOG
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, VIEWWF
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, VIEWSLAS
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, VIEWCOSTS
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, TKWORKLOG
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, TKCOMMLOG
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, TEMPLATE
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, STOPWF
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, OOGVIEWRSR
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, SIMILARTKT
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, APPLYSLA
  OOG_ASSET_COORDINATOR, OOG_PLSRSR, SEARCHWHER
  OOG_REPAIR_RETURN, OOG_PLSRSR, PENDING
  OOG_REPAIR_RETURN, OOG_PLSRSR, CREATEPROB
  OOG_REPAIR_RETURN, OOG_PLSRSR, CREATEREL
  OOG_REPAIR_RETURN, OOG_PLSRSR, RESOLVED
  OOG_REPAIR_RETURN, OOG_PLSRSR, ROUTEWF
  OOG_REPAIR_RETURN, OOG_PLSRSR, RUNREPORTS
  OOG_REPAIR_RETURN, OOG_PLSRSR, SEARCHSQRY
  OOG_REPAIR_RETURN, OOG_PLSRSR, OWNER
  OOG_REPAIR_RETURN, OOG_PLSRSR, MODIFYSLAS
  OOG_REPAIR_RETURN, OOG_PLSRSR, CREATESR
  OOG_REPAIR_RETURN, OOG_PLSRSR, CLOSED
  OOG_REPAIR_RETURN, OOG_PLSRSR, INPROG
  OOG_REPAIR_RETURN, OOG_PLSRSR, QUEUED
  OOG_REPAIR_RETURN, OOG_PLSRSR, RELATERECORD
  OOG_REPAIR_RETURN, OOG_PLSRSR, SIMILARTKT
  OOG_REPAIR_RETURN, OOG_PLSRSR, BMXVIEWMANAGEWHERRO
  OOG_REPAIR_RETURN, OOG_PLSRSR, BMXVIEWMANAGEWHER
  OOG_REPAIR_RETURN, OOG_PLSRSR, OOGVIEWRSR
  OOG_REPAIR_RETURN, OOG_PLSRSR, OOGVIEWLOG
  OOG_REPAIR_RETURN, OOG_PLSRSR, OOGVIEWENG
  OOG_REPAIR_RETURN, OOG_PLSRSR, STOPWF
  OOG_REPAIR_RETURN, OOG_PLSRSR, OWNERSHIP
  OOG_REPAIR_RETURN, OOG_PLSRSR, VIEWCOSTS
  OOG_REPAIR_RETURN, OOG_PLSRSR, VIEWSLAS
  OOG_REPAIR_RETURN, OOG_PLSRSR, SEARCHTIPS
  OOG_REPAIR_RETURN, OOG_PLSRSR, ASSIGNWF
  OOG_REPAIR_RETURN, OOG_PLSRSR, HISTORYWF
  OOG_REPAIR_RETURN, OOG_PLSRSR, VIEWWF
  OOG_REPAIR_RETURN, OOG_PLSRSR, SEARCHVMQR
  OOG_REPAIR_RETURN, OOG_PLSRSR, SEARCHWHER
  OOG_REPAIR_RETURN, OOG_PLSRSR, CREATEWO
  OOG_REPAIR_RETURN, OOG_PLSRSR, HELPWF
  OOG_REPAIR_RETURN, OOG_PLSRSR, TKWORKLOG
  OOG_REPAIR_RETURN, OOG_PLSRSR, TKCOMMLOG
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, VIEWHIST
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, UNDOAPPR
  OOG_ASSET_ENGINEER, PLUSGASS, VIEWTKT
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, SEARCHWHER
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, SEARCHSQRY
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, SEARCHMORE
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, SAVE
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, RUNREPORTS
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, ROUTEWF
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, READ
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, PUBLICREPT
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, PREVIOUS
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, PLUSGCRRSK
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, OWNERSHIP
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, OWNER
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, OOG_READONLY
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, OOG_OPEN_SHARES
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, OOG_HIDENTHIS2
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, OOG_HIDENTHIS
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, NEXT
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, INSERT
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, EDITREPT
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, DELETE
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, CREATEREPT
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, CREATECOMM
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, CLEAR
  OOG_ASSET_ENGINEER, PLUSGASS, VIEWWOPM
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, BOOKMARK
  OOG_MOCDOC_GESTOR, OOG_MOCDOC, ASSIGNWF
  OOG_REPAIR_RETURN, OOG_PLSRSR, VIEWHIST
  OOG_REPAIR_RETURN, OOG_PLSRSR, PREVIOUS
  OOG_REPAIR_RETURN, OOG_PLSRSR, NEXT
  OOG_REPAIR_RETURN, OOG_PLSRSR, CLEAR
  OOG_REPAIR_RETURN, OOG_PLSRSR, BOOKMARK
  OOG_SUP_REPAIR_RETURN, OOG_RES, DELETE
  OOG_MOCDOC_GESTOR, CHANGEPSWD, READ
  OOG_MOCDOC_GESTOR, CHANGEPSWD, SAVE
  OOG_MOCDOC_GESTOR, STARTCNTR, READ
  OOG_MOCDOC_GESTOR, STARTCNTR, UPDATETEMP
  OOG_MOCDOC_GESTOR, STARTCNTR, DEFAULT
  OOG_MOCDOC_GESTOR, STARTCNTR, DELETEREPT
  OOG_MOCDOC_GESTOR, STARTCNTR, EDITREPT
  OOG_MOCDOC_GESTOR, STARTCNTR, PASSWORD
  OOG_MOCDOC_GESTOR, STARTCNTR, PERSONAL
  OOG_MOC_OPENERS, PLUSGRSK, SAVE
  OOG_MOC_OPENERS, PLUSGRSK, READ
  OOG_MOC_OPENERS, PLUSGRSK, PREVIOUS
  OOG_MOC_OPENERS, PLUSGRSK, NEXT
  OOG_MOC_OPENERS, PLUSGRSK, INSERT
  OOG_MOC_OPENERS, PLUSGRSK, CLEAR
  OOG_MOC_OPENERS, PLUSGRSK, BOOKMARK
  OOG_MOC_OPENERS, OOG_MOCENG, VIEWHIST
  OOG_MOC_OPENERS, OOG_MOCENG, SEARCHMORE
  OOG_MOC_OPENERS, OOG_MOCENG, SAVE
  OOG_MOC_OPENERS, OOG_MOCENG, ROUTEWF
  OOG_MOC_OPENERS, OOG_MOCENG, READ
  OOG_MOC_OPENERS, OOG_MOCENG, PREVIOUS
  OOG_MOC_OPENERS, OOG_MOCENG, PLUSGCRRSK
  OOG_MOC_OPENERS, OOG_MOCENG, PLUSGCRIMP
  OOG_MOC_OPENERS, OOG_MOCENG, NEXT
  OOG_MOC_OPENERS, OOG_MOCENG, INSERT
  OOG_MOC_OPENERS, OOG_MOCENG, CREATEWO
  OOG_MOC_OPENERS, OOG_MOCENG, CLEAR
  OOG_MOC_OPENERS, OOG_MOCENG, BOOKMARK
  OOG_MOC_OPENERS, CHANGEPSWD, READ
  OOG_MOC_OPENERS, CHANGEPSWD, SAVE
  OOG_MOC_OPENERS, STARTCNTR, READ
  OOG_MOC_OPENERS, STARTCNTR, UPDATETEMP
  OOG_MOC_OPENERS, STARTCNTR, DEFAULT
  OOG_MOC_OPENERS, STARTCNTR, DELETEREPT
  OOG_MOC_OPENERS, STARTCNTR, EDITREPT
  OOG_MOC_OPENERS, STARTCNTR, PASSWORD
  OOG_MOC_OPENERS, STARTCNTR, PERSONAL
  MAXADMIN, OOG_MOCENG, ASSIGNWF
  MAXADMIN, OOG_MOCENG, HELPWF
  MAXADMIN, OOG_MOCENG, HISTORYWF
  MAXADMIN, OOG_MOCENG, STOPWF
  MAXADMIN, OOG_MOCENG, VIEWWF
  MAXADMIN, OOG_MOCDOC, ASSIGNWF
  MAXADMIN, OOG_MOCDOC, HELPWF
  MAXADMIN, OOG_MOCDOC, HISTORYWF
  MAXADMIN, OOG_MOCDOC, STOPWF
  MAXADMIN, OOG_MOCDOC, VIEWWF
  MAXADMIN, OOG_MOCPEO, ASSIGNWF
  MAXADMIN, OOG_MOCPEO, HELPWF
  MAXADMIN, OOG_MOCPEO, HISTORYWF
  MAXADMIN, OOG_MOCPEO, STOPWF
  MAXADMIN, OOG_MOCPEO, VIEWWF
  MAXEVERYONE, ASSETCOUNT, OOG_PHISICALLOCATION
  OOG_ASSET_ENGINEER, PLUSGASS, MASSTCOLCT
  OOG_ASSET_ENGINEER, PLUSGASS, VIEWCNTAST
  OOG_MOC_OPENERS, OOG_RES, SEARCHVMQR
  OOG_MOC_OPENERS, OOG_RES, SEARCHWHER
  OOG_MOC_OPENERS, OOG_RES, CREATEWO
  MAXEVERYONE, OOG_MOCENG, RUNREPORTS
  OOG_BASE_READ_ONLY, OOG_RES, VIEWHIST
  OOG_BASE_READ_ONLY, OOG_RES, NEXT
  OOG_BASE_READ_ONLY, OOG_RES, PREVIOUS
  OOG_BASE_READ_ONLY, OOG_RES, BOOKMARK
  OOG_BASE_READ_ONLY, OOG_RES, CLEAR
  OOG_BASE_READ_ONLY, OOG_RES, READ
  OOG_BASE_READ_ONLY, OOG_RES, SEARCHWHER
  OOG_BASE_READ_ONLY, OOG_RES, VIEWWF
  OOG_BASE_READ_ONLY, OOG_RES, HISTORYWF
  OOG_BASE_READ_ONLY, OOG_RES, BMXVIEWMANAGEWHERRO
  OOG_BASE_READ_ONLY, OOG_RES, OOG_HIDE
  OOG_BASE_READ_ONLY, OOG_RES, RELATERECORD
  OOG_BASE_READ_ONLY, OOG_RES, SEARCHSQRY
  OOG_BASE_READ_ONLY, OOG_RES, OOG_ENGCOMMENTS
  OOG_BASE_READ_ONLY, OOG_RES, OOG_FIELDINPLAN
  OOG_BASE_READ_ONLY, OOG_RES, OOG_RESREADY2
  OOG_BASE_READ_ONLY, OOG_RES, OOG_RESREADY
  OOG_BASE_READ_ONLY, OOG_RES, OOG_RESINPLAN
  OOG_BASE_READ_ONLY, OOG_RES, SEARCHATTR
  OOG_ASSET_ENGINEER, PLUSGASS, CREATEREPT
  OOG_ASSET_ENGINEER, PLUSGASS, ASTLOCCOMM
  OOG_ASSET_ENGINEER, PLUSGASS, REPDOWN
  OOG_ASSET_ENGINEER, PLUSGASS, MANDWNTIME
  OOG_ASSET_ENGINEER, PLUSGASS, ISSUEITEMS
  OOG_ASSET_ENGINEER, PLUSGASS, ASTDETAILS
  OOG_ASSET_ENGINEER, PLUSGASS, VIEWAFSHIS
  OOG_ASSET_ENGINEER, PLUSGASS, VIEWASHIS
  OOG_ASSET_ENGINEER, PLUSGASS, AASSTCOLCT
  OOG_ASSET_ENGINEER, PLUSGASS, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGASS, MANAGEFOLD
  OOG_ASSET_ENGINEER, PLUSGASS, MANAGELIB
  OOG_ASSET_ENGINEER, PLUSGASS, SEARCHBOOK
  OOG_ASSET_ENGINEER, PLUSGASS, SEARCHVMQR
  OOG_ASSET_ENGINEER, PLUSGASS, SEARCHSQRY
  OOG_ASSET_ENGINEER, PLUSGASS, USERCUST
  OOG_ASSET_ENGINEER, PLUSGASS, SEARCHTIPS
  OOG_ASSET_ENGINEER, PLUSGASS, ASSOCFOLD
  OOG_ASSET_ENGINEER, PLUSGASS, SEARCHWHER
  OOG_ASSET_ENGINEER, PLUSGASS, RUNREPORTS
  OOG_ASSET_ENGINEER, PLUSGMOC, READ
  OOG_ASSET_ENGINEER, PLUSGASS, APPLYIAS
  OOG_ASSET_ENGINEER, PLUSGASS, ZEROYTD
  OOG_ASSET_ENGINEER, INVUSAGE, READ
  OOG_ASSET_ENGINEER, PLUSGASS, METHIST
  OOG_ASSET_ENGINEER, PLUSGSR, READ
  OOG_ASSET_ENGINEER, SRVITEM, READ
  OOG_ASSET_ENGINEER, SAFEPLAN, READ
  OOG_ASSET_ENGINEER, PLUSGROU, READ
  OOG_ASSET_ENGINEER, PLUSGRSK, READ
  OOG_ASSET_ENGINEER, RPTOUTPUT, READ
  OOG_ASSET_ENGINEER, OOG_PLSRSR, READ
  OOG_ASSET_ENGINEER, RECEIPTS, READ
  OOG_ASSET_ENGINEER, ACTIONSCFG, READ
  OOG_ASSET_ENGINEER, PLUSGPR, READ
  OOG_ASSET_ENGINEER, OOG_PRTRK, READ
  OOG_ASSET_ENGINEER, PLUSGPO, READ
  OOG_ASSET_ENGINEER, CONTPURCH, READ
  OOG_ASSET_ENGINEER, PLUSGPM, READ
  OOG_ASSET_ENGINEER, PERSONGR, READ
  OOG_ASSET_ENGINEER, PLUSGORG, READ
  OOG_ASSET_ENGINEER, METER, READ
  OOG_ASSET_ENGINEER, METERGRP, READ
  OOG_ASSET_ENGINEER, MASTERPM, READ
  OOG_ASSET_ENGINEER, PLUSGJP, READ
  OOG_ASSET_ENGINEER, PLUSGITEM, READ
  OOG_ASSET_ENGINEER, INVISSUE, READ
  OOG_ASSET_ENGINEER, INVENTOR, READ
  OOG_ASSET_ENGINEER, FACONFIG, READ
  OOG_ASSET_ENGINEER, FAILURE, READ
  OOG_ASSET_ENGINEER, OOG_EVCODE, READ
  OOG_ASSET_ENGINEER, DOMAINADM, READ
  OOG_ASSET_ENGINEER, OOG_DEPART, READ
  OOG_ASSET_ENGINEER, CRAFT, READ
  OOG_ASSET_ENGINEER, FINCNTRL, READ
  OOG_ASSET_ENGINEER, PLUSGCFW, READ
  OOG_ASSET_ENGINEER, CONDCODE, READ
  OOG_ASSET_ENGINEER, COMPANY, READ
  OOG_ASSET_ENGINEER, OOG_CMRCV, READ
  OOG_ASSET_ENGINEER, OOG_CMISS, READ
  OOG_ASSET_ENGINEER, BBOARD, READ
  OOG_ASSET_ENGINEER, PLUSGASS, READ
  OOG_ASSET_ENGINEER, PLUSCTMPLT, READ
  OOG_ASSET_ENGINEER, OOG_AMREAD, READ
  OOG_ASSET_ENGINEER, PLUSGAL, READ
  OOG_ASSET_ENGINEER, OOG_ALERT, READ
  OOG_ASSET_ENGINEER, PLUSGACT, READ
  OOG_ASSET_ENGINEER, CRAFT, EDITREPT
  OOG_ASSET_ENGINEER, INVENTOR, EDITREPT
  OOG_ASSET_ENGINEER, OOG_ALERT, OOG_AREADONLY
  OOG_ASSET_ENGINEER, PLUSGWO, CLEAR
  OOG_ASSET_ENGINEER, PLUSGWO, PREVIOUS
  OOG_ASSET_ENGINEER, PLUSGWO, NEXT
  OOG_ASSET_ENGINEER, PLUSGWO, BOOKMARK
  OOG_ASSET_ENGINEER, PLUSGWO, VIEWHIST
  OOG_ASSET_ENGINEER, PLUSGWO, OOG_CHANGE_COLOR
  OOG_ASSET_ENGINEER, PLUSGWO, ROUTEWF
  OOG_ASSET_ENGINEER, PLUSGWO, HISTORYWF
  OOG_ASSET_ENGINEER, PLUSGWO, ASSIGNWF
  OOG_ASSET_ENGINEER, PLUSGWO, VIEWWF
  OOG_ASSET_ENGINEER, PLUSGWO, BMXVIEWMANAGEWHERRO
  OOG_ASSET_ENGINEER, PLUSGWO, PLUSGCRDEF
  OOG_ASSET_ENGINEER, PLUSGWO, BMXVIEWMANAGEWHER
  OOG_ASSET_ENGINEER, PLUSGWO, PLUSGCRRSK
  OOG_ASSET_ENGINEER, PLUSGWO, PLUSGCRMOC
  OOG_ASSET_ENGINEER, PLUSGWO, REVISE
  OOG_ASSET_ENGINEER, PLUSGWO, COPYLNK2WO
  OOG_ASSET_ENGINEER, PLUSGWO, RESCHDASSN
  OOG_ASSET_ENGINEER, PLUSGWO, CREATEREPT
  OOG_ASSET_ENGINEER, PLUSGWO, CHGMTLSTSB
  OOG_ASSET_ENGINEER, PLUSGWO, PUBLICREPT
  OOG_ASSET_ENGINEER, PLUSGWO, REPFACILITY
  OOG_ASSET_ENGINEER, PLUSGWO, COGNOSHOME
  OOG_ASSET_ENGINEER, PLUSGWO, DELETEREPT
  OOG_ASSET_ENGINEER, PLUSGWO, CREATECOMM
  OOG_ASSET_ENGINEER, PLUSGWO, SEARCHATTR
  OOG_ASSET_ENGINEER, PLUSGWO, RELATERECORD
  OOG_ASSET_ENGINEER, PLUSGWO, MANDWNTIME
  OOG_ASSET_ENGINEER, PLUSGWO, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGWO, WO_SLAS
  OOG_ASSET_ENGINEER, PLUSGWO, SEARCHBOOK
  OOG_ASSET_ENGINEER, PLUSGWO, ASSOCFOLD
  OOG_ASSET_ENGINEER, PLUSGWO, MANAGEFOLD
  OOG_ASSET_ENGINEER, PLUSGWO, MANAGELIB
  OOG_ASSET_ENGINEER, PLUSGWO, CREATEKPI
  OOG_ASSET_ENGINEER, PLUSGWO, VIEWWARNTY
  OOG_ASSET_ENGINEER, PLUSGWO, SEARCHSQRY
  OOG_ASSET_ENGINEER, PLUSGWO, SEARCHVMQR
