IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT GROUPNAME, APP, OPTIONNAME FROM APPLICATIONAUTH;
  OOG_ASSET_ENGINEER, PLUSGWO, METREADOLD
  OOG_ASSET_ENGINEER, PLUSGWO, METREADNEW
  OOG_ASSET_ENGINEER, PLUSGWO, SEARCHTIPS
  OOG_ASSET_ENGINEER, PLUSGWO, UNDOAPPR
  OOG_ASSET_ENGINEER, PLUSGWO, INIT
  OOG_ASSET_ENGINEER, PLUSGWO, CREATEREL
  OOG_ASSET_ENGINEER, PLUSGWO, PLUSGCRMCR
  OOG_ASSET_ENGINEER, PLUSGWO, PLUSGCRINV
  OOG_ASSET_ENGINEER, PLUSGWO, CREATEINCT
  OOG_ASSET_ENGINEER, PLUSGWO, CREATESREQ
  OOG_ASSET_ENGINEER, PLUSGWO, RUNREPORTS
  OOG_ASSET_ENGINEER, PLUSGWO, VIEWCOSTS
  OOG_ASSET_ENGINEER, PLUSGWO, VIEWPOINFO
  OOG_ASSET_ENGINEER, PLUSGWO, SHOWPLAN
  OOG_ASSET_ENGINEER, PLUSGWO, WMATL
  OOG_ASSET_ENGINEER, PLUSGWO, READ
  OOG_ASSET_ENGINEER, OOG_TECACC, VIEWWOPM
  OOG_ASSET_ENGINEER, OOG_TECACC, VIEWHIST
  OOG_BASE_READ_ONLY, OOG_ALERT, SEARCHMORE
  MAXEVERYONE, OOG_MOCENG, OOG_RISKSH
  MAXEVERYONE, OOG_MOCENG, OOG_GIMSH
  MAXEVERYONE, OOG_MOCENG, OOG_MOC_DLINE
  MAXEVERYONE, OOG_MOCENG, OOG_SHRISKPARTICIPANTS
  OOG_ASSET_ENGINEER, OOG_TECACC, PREVIOUS
  OOG_ASSET_ENGINEER, OOG_TECACC, NEXT
  OOG_ASSET_ENGINEER, OOG_TECACC, CLEAR
  OOG_ASSET_ENGINEER, OOG_TECACC, BOOKMARK
  OOG_ASSET_ENGINEER, OOG_TECACC, OOG_DISPLAY
  OOG_ASSET_ENGINEER, OOG_TECACC, VIEWTKT
  OOG_ASSET_ENGINEER, OOG_TECACC, VIEWCNTLOC
  OOG_ASSET_ENGINEER, OOG_TECACC, SEARCHTIPS
  OOG_ASSET_ENGINEER, OOG_TECACC, SEARCHMORE
  OOG_ASSET_ENGINEER, OOG_TECACC, SEARCHBOOK
  OOG_ASSET_ENGINEER, OOG_TECACC, SEARCHATTR
  OOG_ASSET_ENGINEER, OOG_TECACC, RUNREPORTS
  OOG_ASSET_ENGINEER, OOG_TECACC, PUBLICREPT
  OOG_ASSET_ENGINEER, OOG_TECACC, PLUSGVFDH
  OOG_ASSET_ENGINEER, OOG_TECACC, LOCSTATUS
  OOG_ASSET_ENGINEER, OOG_TECACC, DRILLDOWN
  OOG_ASSET_ENGINEER, OOG_TECACC, CREATEREPT
  OOG_ASSET_ENGINEER, OOG_TECACC, CREATEKPI
  OOG_ASSET_ENGINEER, PLUSGPR, VIEWHIST
  OOG_ASSET_ENGINEER, PLUSGPR, CLEAR
  OOG_ASSET_ENGINEER, PLUSGPR, PREVIOUS
  OOG_ASSET_ENGINEER, PLUSGPR, NEXT
  OOG_ASSET_ENGINEER, PLUSGPR, BOOKMARK
  OOG_ASSET_ENGINEER, PLUSGPR, STOPWF
  OOG_ASSET_ENGINEER, PLUSGPR, HISTORYWF
  OOG_ASSET_ENGINEER, PLUSGPR, ASSIGNWF
  OOG_ASSET_ENGINEER, PLUSGPR, VIEWWF
  OOG_ASSET_ENGINEER, PLUSGPR, HELPWF
  OOG_ASSET_ENGINEER, PLUSGPR, DELETEREPT
  OOG_ASSET_ENGINEER, PLUSGPR, CREATEREPT
  OOG_ASSET_ENGINEER, PLUSGPR, PUBLICREPT
  OOG_ASSET_ENGINEER, PLUSGPR, VIEWRELREC
  OOG_ASSET_ENGINEER, PLUSGPR, ASSOCFOLD
  OOG_ASSET_ENGINEER, PLUSGPR, MANAGEFOLD
  OOG_ASSET_ENGINEER, PLUSGPR, MANAGELIB
  OOG_ASSET_ENGINEER, PLUSGPR, CREATEKPI
  OOG_ASSET_ENGINEER, PLUSGPR, SEARCHVMQR
  OOG_ASSET_ENGINEER, PLUSGPR, STATUS
  OOG_ASSET_ENGINEER, PLUSGPR, SEARCHBOOK
  OOG_ASSET_ENGINEER, PLUSGPR, SEARCHTIPS
  OOG_ASSET_ENGINEER, PLUSGPR, SEARCHWHER
  OOG_ASSET_ENGINEER, PLUSGPR, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGPR, CANCEL
  OOG_ASSET_ENGINEER, PLUSGPR, SELASPARTS
  OOG_ASSET_ENGINEER, PLUSGPR, RUNREPORTS
  OOG_ASSET_ENGINEER, PLUSGPR, VENDORLIST
  OOG_ASSET_ENGINEER, PLUSGPR, APPROVE
  OOG_ASSET_ENGINEER, PLUSGJP, CLEAR
  OOG_ASSET_ENGINEER, PLUSGJP, PREVIOUS
  OOG_ASSET_ENGINEER, PLUSGJP, NEXT
  OOG_ASSET_ENGINEER, PLUSGJP, BOOKMARK
  OOG_ASSET_ENGINEER, PLUSGJP, VIEWTOTALS
  OOG_ASSET_ENGINEER, PLUSGJP, REVHISTORY
  OOG_ASSET_ENGINEER, PLUSGJP, DELETEREPT
  OOG_ASSET_ENGINEER, PLUSGJP, COGNOSHOME
  OOG_ASSET_ENGINEER, PLUSGJP, PUBLICREPT
  OOG_ASSET_ENGINEER, PLUSGJP, SEARCHATTR
  OOG_ASSET_ENGINEER, PLUSGJP, CREATEREPT
  OOG_ASSET_ENGINEER, PLUSGJP, SEARCHSQRY
  OOG_ASSET_ENGINEER, PLUSGJP, SEARCHBOOK
  OOG_ASSET_ENGINEER, PLUSGJP, CREATEKPI
  OOG_ASSET_ENGINEER, PLUSGJP, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGJP, SEARCHTIPS
  OOG_ASSET_ENGINEER, PLUSGJP, SEARCHWHER
  OOG_ASSET_ENGINEER, PLUSGJP, RUNREPORTS
  OOG_ASSET_ENGINEER, OOG_CMRCV, BOOKMARK
  OOG_ASSET_ENGINEER, OOG_CMRCV, CLEAR
  OOG_ASSET_ENGINEER, OOG_CMRCV, NEXT
  OOG_ASSET_ENGINEER, OOG_CMRCV, PREVIOUS
  OOG_ASSET_ENGINEER, OOG_CMRCV, BMXVIEWMANAGEWHER
  OOG_ASSET_ENGINEER, OOG_CMRCV, BMXVIEWMANAGEWHERRO
  OOG_ASSET_ENGINEER, OOG_CMRCV, OOG_CARGOMAN_RECEIVE_ALL
  OOG_ASSET_ENGINEER, OOG_CMRCV, SEARCHBOOK
  OOG_ASSET_ENGINEER, OOG_CMRCV, SEARCHMORE
  OOG_ASSET_ENGINEER, OOG_CMRCV, SEARCHSQRY
  OOG_ASSET_ENGINEER, OOG_CMRCV, SEARCHTIPS
  OOG_ASSET_ENGINEER, OOG_CMRCV, SEARCHVMQR
  OOG_ASSET_ENGINEER, OOG_CMRCV, SEARCHWHER
  OOG_ASSET_ENGINEER, OOG_CMISS, BOOKMARK
  OOG_ASSET_ENGINEER, OOG_CMISS, CLEAR
  OOG_ASSET_ENGINEER, OOG_CMISS, NEXT
  OOG_ASSET_ENGINEER, OOG_CMISS, PREVIOUS
  OOG_ASSET_ENGINEER, OOG_CMISS, BMXVIEWMANAGEWHER
  OOG_ASSET_ENGINEER, OOG_CMISS, BMXVIEWMANAGEWHERRO
  OOG_ASSET_ENGINEER, OOG_CMISS, COGNOSHOME
  OOG_ASSET_ENGINEER, OOG_CMISS, CREATEREPT
  OOG_ASSET_ENGINEER, OOG_CMISS, RUNREPORTS
  OOG_ASSET_ENGINEER, OOG_CMISS, SEARCHBOOK
  OOG_ASSET_ENGINEER, OOG_CMISS, SEARCHMORE
  OOG_ASSET_ENGINEER, OOG_CMISS, SEARCHSQRY
  OOG_ASSET_ENGINEER, OOG_CMISS, SEARCHTIPS
  OOG_ASSET_ENGINEER, OOG_CMISS, SEARCHVMQR
  OOG_ASSET_ENGINEER, OOG_CMISS, SEARCHWHER
  OOG_ASSET_ENGINEER, PLUSGAL, CLEAR
  OOG_ASSET_ENGINEER, PLUSGAL, PREVIOUS
  OOG_ASSET_ENGINEER, PLUSGAL, NEXT
  OOG_ASSET_ENGINEER, PLUSGAL, BOOKMARK
  OOG_ASSET_ENGINEER, PLUSGAL, BMXVIEWMANAGEWHERRO
  OOG_ASSET_ENGINEER, PLUSGAL, BMXVIEWMANAGEWHER
  OOG_ASSET_ENGINEER, PLUSGAL, DELETEREPT
  OOG_ASSET_ENGINEER, PLUSGAL, CREATEREPT
  OOG_ASSET_ENGINEER, PLUSGAL, PUBLICREPT
  OOG_ASSET_ENGINEER, PLUSGAL, COGNOSHOME
  OOG_ASSET_ENGINEER, PLUSGAL, SEARCHSQRY
  OOG_ASSET_ENGINEER, PLUSGAL, ASSOCFOLD
  OOG_ASSET_ENGINEER, PLUSGAL, MANAGEFOLD
  OOG_ASSET_ENGINEER, PLUSGAL, MANAGELIB
  OOG_ASSET_ENGINEER, PLUSGAL, SEARCHBOOK
  OOG_ASSET_ENGINEER, PLUSGAL, CREATEKPI
  OOG_ASSET_ENGINEER, PLUSGAL, SEARCHVMQR
  OOG_ASSET_ENGINEER, PLUSGAL, SEARCHTIPS
  OOG_ASSET_ENGINEER, PLUSGAL, SEARCHWHER
  OOG_ASSET_ENGINEER, PLUSGAL, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGAL, RUNREPORTS
  OOG_ASSET_ENGINEER, OOG_AMREAD, BMXVIEWMANAGEWHER
  OOG_ASSET_ENGINEER, OOG_AMREAD, BMXVIEWMANAGEWHERRO
  OOG_ASSET_ENGINEER, OOG_AMREAD, BOOKMARK
  OOG_ASSET_ENGINEER, OOG_AMREAD, SEARCHBOOK
  OOG_ASSET_ENGINEER, OOG_AMREAD, SEARCHMORE
  MAXEVERYONE, TOOLINV, RUNREPORTS
  OOG_ASSET_ENGINEER, OOG_AMREAD, SEARCHSQRY
  OOG_ASSET_ENGINEER, OOG_AMREAD, SEARCHTIPS
  OOG_ASSET_ENGINEER, OOG_AMREAD, SEARCHVMQR
  OOG_ASSET_ENGINEER, OOG_AMREAD, SEARCHWHER
  OOG_ASSET_ENGINEER, CONDCODE, CLEAR
  OOG_ASSET_ENGINEER, DOMAINADM, CLEAR
  OOG_ASSET_ENGINEER, FINCNTRL, NEXT
  OOG_ASSET_ENGINEER, FINCNTRL, PREVIOUS
  OOG_ASSET_ENGINEER, FINCNTRL, CLEAR
  OOG_ASSET_ENGINEER, FINCNTRL, BOOKMARK
  OOG_ASSET_ENGINEER, FINCNTRL, SEARCHMORE
  OOG_ASSET_ENGINEER, PERSONGR, NEXT
  OOG_ASSET_ENGINEER, PERSONGR, CLEAR
  OOG_ASSET_ENGINEER, PERSONGR, BOOKMARK
  OOG_ASSET_ENGINEER, PERSONGR, PREVIOUS
  OOG_ASSET_ENGINEER, PERSONGR, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGACT, CLEAR
  OOG_ASSET_ENGINEER, PLUSGACT, PREVIOUS
  OOG_ASSET_ENGINEER, PLUSGACT, NEXT
  OOG_ASSET_ENGINEER, PLUSGACT, BOOKMARK
  OOG_ASSET_ENGINEER, PLUSGACT, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGORG, BOOKMARK
  OOG_ASSET_ENGINEER, PLUSGORG, NEXT
  OOG_ASSET_ENGINEER, PLUSGORG, CLEAR
  OOG_ASSET_ENGINEER, PLUSGORG, PREVIOUS
  OOG_ASSET_ENGINEER, PLUSGORG, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGROU, CLEAR
  OOG_ASSET_ENGINEER, PLUSGROU, PREVIOUS
  OOG_ASSET_ENGINEER, PLUSGROU, NEXT
  OOG_ASSET_ENGINEER, PLUSGROU, BOOKMARK
  OOG_ASSET_ENGINEER, PLUSGROU, SEARCHMORE
  OOG_ASSET_ENGINEER, RECEIPTS, CLEAR
  OOG_ASSET_ENGINEER, RECEIPTS, PREVIOUS
  OOG_ASSET_ENGINEER, RECEIPTS, NEXT
  OOG_ASSET_ENGINEER, RECEIPTS, BOOKMARK
  OOG_ASSET_ENGINEER, RECEIPTS, SEARCHMORE
  OOG_ASSET_ENGINEER, RPTOUTPUT, CLEAR
  OOG_ASSET_ENGINEER, RPTOUTPUT, NEXT
  OOG_ASSET_ENGINEER, RPTOUTPUT, PREVIOUS
  OOG_ASSET_ENGINEER, RPTOUTPUT, BOOKMARK
  OOG_ASSET_ENGINEER, RPTOUTPUT, SEARCHMORE
  OOG_ASSET_ENGINEER, SAFEPLAN, CLEAR
  OOG_ASSET_ENGINEER, SAFEPLAN, PREVIOUS
  OOG_ASSET_ENGINEER, SAFEPLAN, NEXT
  OOG_ASSET_ENGINEER, SAFEPLAN, BOOKMARK
  OOG_ASSET_ENGINEER, SAFEPLAN, SEARCHMORE
  OOG_ASSET_ENGINEER, STOREROOM, CLEAR
  OOG_ASSET_ENGINEER, STOREROOM, PREVIOUS
  OOG_ASSET_ENGINEER, STOREROOM, BOOKMARK
  OOG_ASSET_ENGINEER, STOREROOM, NEXT
  OOG_ASSET_ENGINEER, STOREROOM, SEARCHMORE
  OOG_ASSET_ENGINEER, TOOL, CLEAR
  OOG_ASSET_ENGINEER, TOOL, BOOKMARK
  OOG_ASSET_ENGINEER, TOOL, PREVIOUS
  OOG_ASSET_ENGINEER, TOOL, NEXT
  OOG_ASSET_ENGINEER, TOOL, SEARCHMORE
  OOG_ASSET_ENGINEER, TOOL, READ
  OOG_ASSET_ENGINEER, OOG_TECACC, READ
  OOG_ASSET_ENGINEER, STOREROOM, READ
  OOG_ASSET_ENGINEER, TOOLINV, BOOKMARK
  OOG_ASSET_ENGINEER, TOOLINV, CLEAR
  OOG_ASSET_ENGINEER, TOOLINV, NEXT
  OOG_ASSET_ENGINEER, TOOLINV, PREVIOUS
  OOG_ASSET_ENGINEER, TOOLINV, SEARCHMORE
  OOG_ASSET_ENGINEER, TOOLINV, READ
  OOG_ASSET_ENGINEER, INVENTOR, BOOKMARK
  OOG_ASSET_ENGINEER, INVENTOR, ITEMAVAIL
  OOG_ASSET_ENGINEER, INVENTOR, CLEAR
  OOG_ASSET_ENGINEER, INVENTOR, PREVIOUS
  OOG_ASSET_ENGINEER, INVENTOR, NEXT
  OOG_ASSET_ENGINEER, INVENTOR, INVTRANS
  OOG_ASSET_ENGINEER, INVENTOR, PUBLICREPT
  OOG_ASSET_ENGINEER, INVENTOR, BALLIFOFIFO
  OOG_ASSET_ENGINEER, INVENTOR, LIFOFIFOCOST
  OOG_ASSET_ENGINEER, INVENTOR, STDAVG
  OOG_ASSET_ENGINEER, INVENTOR, ASSETCOST
  OOG_ASSET_ENGINEER, INVENTOR, CREATEREPT
  OOG_ASSET_ENGINEER, INVENTOR, SEARCHMORE
  OOG_ASSET_ENGINEER, INVENTOR, CREATEKPI
  OOG_ASSET_ENGINEER, INVENTOR, RUNREPORTS
  OOG_ASSET_ENGINEER, INVENTOR, REORDER
  OOG_ASSET_ENGINEER, CONTPURCH, CLEAR
  OOG_ASSET_ENGINEER, CONTPURCH, PREVIOUS
  OOG_ASSET_ENGINEER, CONTPURCH, NEXT
  OOG_ASSET_ENGINEER, CONTPURCH, BOOKMARK
  OOG_ASSET_ENGINEER, CONTPURCH, VIEWHIST
  OOG_ASSET_ENGINEER, CONTPURCH, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGITEM, BOOKMARK
  OOG_ASSET_ENGINEER, PLUSGITEM, CLEAR
  OOG_ASSET_ENGINEER, PLUSGITEM, PREVIOUS
  OOG_ASSET_ENGINEER, PLUSGITEM, NEXT
  OOG_ASSET_ENGINEER, PLUSGITEM, SEARCHMORE
  OOG_ASSET_ENGINEER, FAILURE, BOOKMARK
  OOG_ASSET_ENGINEER, FAILURE, CLEAR
  OOG_ASSET_ENGINEER, FAILURE, PREVIOUS
  OOG_ASSET_ENGINEER, FAILURE, NEXT
  OOG_ASSET_ENGINEER, FAILURE, SEARCHMORE
  OOG_ASSET_ENGINEER, METER, PREVIOUS
  OOG_ASSET_ENGINEER, METER, NEXT
  OOG_ASSET_ENGINEER, METER, CLEAR
  OOG_ASSET_ENGINEER, METER, BOOKMARK
  OOG_ASSET_ENGINEER, METER, SEARCHMORE
  OOG_ASSET_ENGINEER, MASTERPM, BOOKMARK
  OOG_ASSET_ENGINEER, MASTERPM, NEXT
  OOG_ASSET_ENGINEER, MASTERPM, PREVIOUS
  OOG_ASSET_ENGINEER, MASTERPM, CLEAR
  OOG_ASSET_ENGINEER, MASTERPM, RUNREPORTS
  OOG_ASSET_ENGINEER, MASTERPM, SEARCHSQRY
  OOG_ASSET_ENGINEER, MASTERPM, CREATEKPI
  OOG_ASSET_ENGINEER, MASTERPM, SEARCHMORE
  OOG_ASSET_ENGINEER, MASTERPM, SEARCHTIPS
  OOG_ASSET_ENGINEER, MASTERPM, SEARCHWHER
  OOG_ASSET_ENGINEER, MASTERPM, SEARCHBOOK
  OOG_ASSET_ENGINEER, METERGRP, PREVIOUS
  OOG_ASSET_ENGINEER, METERGRP, NEXT
  OOG_ASSET_ENGINEER, METERGRP, CLEAR
  OOG_ASSET_ENGINEER, METERGRP, BOOKMARK
  OOG_ASSET_ENGINEER, METERGRP, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGMOC, CLEAR
  OOG_ASSET_ENGINEER, PLUSGMOC, BOOKMARK
  OOG_ASSET_ENGINEER, PLUSGMOC, PREVIOUS
  OOG_ASSET_ENGINEER, PLUSGMOC, NEXT
  OOG_ASSET_ENGINEER, PLUSGMOC, VIEWHIST
  OOG_ASSET_ENGINEER, PLUSGSR, BOOKMARK
  OOG_ASSET_ENGINEER, PLUSGSR, PREVIOUS
  OOG_ASSET_ENGINEER, PLUSGSR, NEXT
  MAXEVERYONE, OOG_MOCDOC, OOG_READONLY
  OOG_MAINTENANCE_COORDINATOR, PLUSGQRP, READ
  OOG_MAINTENANCE_COORDINATOR, PLUSGQRP, SAVE
  OOG_MAINTENANCE_COORDINATOR, PLUSGQRP, VIEWHIST
  OOG_MAINTENANCE_COORDINATOR, PLUSGQRP, BOOKMARK
  OOG_MAINTENANCE_COORDINATOR, PLUSGQRP, NEXT
  OOG_MAINTENANCE_COORDINATOR, PLUSGQRP, PREVIOUS
  OOG_MAINTENANCE_COORDINATOR, PLUSGQRP, CLEAR
  OOG_PR_CREATOR, STARTCNTR, EDITREPT
  OOG_PR_CREATOR, PLUSGPR, VIEWRELREC
  OOG_PR_CREATOR, PLUSGPR, SEARCHWHER
  OOG_PR_CREATOR, PLUSGPR, SEARCHSQRY
  OOG_PR_CREATOR, PLUSGPR, SEARCHMORE
  OOG_PR_CREATOR, PLUSGPR, RUNREPORTS
  OOG_PR_CREATOR, PLUSGPR, DUPLICATE
  OOG_PR_CREATOR, PLUSGPR, ASSIGNWF
  OOG_ASSET_ENGINEER, PLUSGSR, VIEWHIST
  OOG_ASSET_ENGINEER, PLUSGSR, CLEAR
  OOG_ASSET_ENGINEER, PLUSGSR, BMXVIEWMANAGEWHERRO
  OOG_ASSET_ENGINEER, PLUSGSR, DELETEREPT
  OOG_ASSET_ENGINEER, PLUSGSR, CREATEREPT
  OOG_ASSET_ENGINEER, PLUSGSR, PUBLICREPT
  OOG_ASSET_ENGINEER, PLUSGSR, COGNOSHOME
  OOG_ASSET_ENGINEER, PLUSGSR, ROUTEWF
  OOG_ASSET_ENGINEER, PLUSGSR, HISTORYWF
  OOG_ASSET_ENGINEER, PLUSGSR, TKWORKLOG
  OOG_ASSET_ENGINEER, PLUSGSR, TKCOMMLOG
  OOG_ASSET_ENGINEER, PLUSGSR, RELATERECORD
  OOG_ASSET_ENGINEER, PLUSGSR, SEARCHSQRY
  OOG_ASSET_ENGINEER, PLUSGSR, STOPWF
  OOG_ASSET_ENGINEER, PLUSGSR, CREATEREL
  OOG_ASSET_ENGINEER, PLUSGSR, CREATECHNG
  OOG_ASSET_ENGINEER, PLUSGSR, MANAGEFOLD
  OOG_ASSET_ENGINEER, PLUSGSR, MANAGELIB
  OOG_ASSET_ENGINEER, PLUSGSR, HELPWF
  OOG_ASSET_ENGINEER, PLUSGSR, ASSIGNWF
  OOG_ASSET_ENGINEER, PLUSGSR, SEARCHBOOK
  OOG_ASSET_ENGINEER, PLUSGSR, CREATEKPI
  OOG_ASSET_ENGINEER, PLUSGSR, SEARCHWHER
  OOG_ASSET_ENGINEER, PLUSGSR, SEARCHMORE
  OOG_ASSET_ENGINEER, PLUSGSR, SEARCHTIPS
  OOG_ASSET_ENGINEER, PLUSGSR, RUNREPORTS
  OOG_ASSET_ENGINEER, PLUSGSR, EDITHIST
  OOG_ASSET_ENGINEER, PLUSGSR, RESOLVED
  OOG_ASSET_ENGINEER, PLUSGSR, VIEWSLAS
  OOG_ASSET_ENGINEER, PLUSGSR, SIMILARTKT
  OOG_ASSET_ENGINEER, PLUSGSR, CREATECOMM
  OOG_ASSET_ENGINEER, PLUSGSR, CREATEWO
  OOG_ASSET_ENGINEER, PLUSGSR, CREATEINC
  OOG_ASSET_ENGINEER, PLUSGSR, CREATESR
  OOG_ASSET_ENGINEER, PLUSGSR, STOPTIMER
  OOG_ASSET_ENGINEER, PLUSGSR, STARTTIMER
  OOG_ASSET_ENGINEER, PLUSGSR, VIEWWF
  OOG_ASSET_ENGINEER, PLUSGSR, PENDING
  OOG_ASSET_ENGINEER, PLUSGSR, INPROG
  OOG_ASSET_ENGINEER, PLUSGSR, CLOSED
  OOG_ASSET_ENGINEER, PLUSGSR, QUEUED
  OOG_ASSET_ENGINEER, PLUSGSR, SEARCHVMQR
  OOG_ASSET_ENGINEER, PLUSGSR, STATUS
  OOG_ASSET_ENGINEER, PLUSGSR, MODIFYSLAS
  OOG_ASSET_ENGINEER, PLUSGSR, OWNERSHIP
  OOG_ASSET_ENGINEER, PLUSGSR, MODDELWL
  OOG_ASSET_ENGINEER, PLUSGSR, CREATEPROB
  OOG_ASSET_ENGINEER, PLUSGSR, OWNER
  OOG_ASSET_ENGINEER, PLUSGSR, VIEWCOSTS
  OOG_ASSET_ENGINEER, PLUSGSR, BMXVIEWMANAGEWHER
  OOG_ASSET_ENGINEER, INVISSUE, BOOKMARK
  OOG_ASSET_ENGINEER, INVISSUE, NEXT
  OOG_ASSET_ENGINEER, INVISSUE, PREVIOUS
  OOG_ASSET_ENGINEER, INVISSUE, CLEAR
  OOG_ASSET_ENGINEER, INVISSUE, BMXVIEWMANAGEWHERRO
  OOG_ASSET_ENGINEER, INVISSUE, BMXVIEWMANAGEWHER
  OOG_ASSET_ENGINEER, INVISSUE, DELETEREPT
  OOG_ASSET_ENGINEER, INVISSUE, PUBLICREPT
  OOG_ASSET_ENGINEER, INVISSUE, CREATEREPT
  OOG_ASSET_ENGINEER, INVISSUE, SEARCHBOOK
  OOG_ASSET_ENGINEER, INVISSUE, SEARCHSQRY
  OOG_ASSET_ENGINEER, INVISSUE, SEARCHVMQR
  OOG_ASSET_ENGINEER, INVISSUE, SEARCHMORE
  OOG_ASSET_ENGINEER, INVISSUE, RUNREPORTS
  OOG_ASSET_ENGINEER, INVISSUE, EDITRESV
  OOG_ASSET_ENGINEER, INVISSUE, CREATEKPI
  OOG_ASSET_ENGINEER, INVISSUE, SEARCHTIPS
  OOG_ASSET_ENGINEER, INVISSUE, ASSOCFOLD
  OOG_ASSET_ENGINEER, INVISSUE, MANAGEFOLD
  OOG_ASSET_ENGINEER, INVISSUE, MANAGELIB
  OOG_ASSET_ENGINEER, INVISSUE, SEARCHWHER
  OOG_ASSET_ENGINEER, INVISSUE, POORD
  OOG_ASSET_ENGINEER, INVISSUE, TRANSFERS
  OOG_ASSET_ENGINEER, INVISSUE, RETURNS
  OOG_ASSET_ENGINEER, INVISSUE, RESITEMS
  OOG_ASSET_ENGINEER, INVISSUE, DEFSELCRIT
  OOG_ASSET_ENGINEER, OOG_ALERT, BOOKMARK
  OOG_ASSET_ENGINEER, OOG_ALERT, CLEAR
  OOG_ASSET_ENGINEER, OOG_ALERT, GENWO
  OOG_ASSET_ENGINEER, OOG_ALERT, VIEWHIST
  OOG_ASSET_ENGINEER, OOG_ALERT, BMXVIEWMANAGEWHER
  OOG_ASSET_ENGINEER, OOG_ALERT, BMXVIEWMANAGEWHERRO
  OOG_ASSET_ENGINEER, OOG_ALERT, NEXT
  OOG_ASSET_ENGINEER, OOG_ALERT, PREVIOUS
  OOG_ASSET_ENGINEER, OOG_ALERT, SEARCHBOOK
  OOG_ASSET_ENGINEER, OOG_ALERT, SEARCHMORE
  OOG_ASSET_ENGINEER, OOG_ALERT, SEARCHSQRY
  OOG_ASSET_ENGINEER, OOG_ALERT, SEARCHTIPS
  OOG_ASSET_ENGINEER, OOG_ALERT, SEARCHVMQR
  OOG_ASSET_ENGINEER, OOG_ALERT, SEARCHWHER
  OOG_ASSET_ENGINEER, OOG_EVCODE, CLEAR
  OOG_ASSET_ENGINEER, OOG_ALERT, OWNER
  OOG_ASSET_ENGINEER, OOG_ALERT, HELPWF
  OOG_ASSET_ENGINEER, OOG_ALERT, ASSIGNWF
  OOG_ASSET_ENGINEER, OOG_ALERT, RUNREPORTS
  OOG_ASSET_ENGINEER, OOG_PLSRSR, BOOKMARK
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CLEAR
  OOG_ASSET_ENGINEER, OOG_PLSRSR, NEXT
  OOG_ASSET_ENGINEER, OOG_PLSRSR, PREVIOUS
  OOG_ASSET_ENGINEER, OOG_PLSRSR, VIEWHIST
  OOG_ASSET_ENGINEER, OOG_PLSRSR, VIEWWF
  OOG_ASSET_ENGINEER, OOG_PLSRSR, STOPWF
  OOG_ASSET_ENGINEER, OOG_PLSRSR, ASSIGNWF
  OOG_ASSET_ENGINEER, OOG_PLSRSR, HELPWF
  OOG_ASSET_ENGINEER, OOG_PLSRSR, OOGVIEWENG
  OOG_ASSET_ENGINEER, OOG_PLSRSR, ASSOCFOLD
  OOG_ASSET_ENGINEER, OOG_PLSRSR, BMXVIEWMANAGEWHER
  OOG_ASSET_ENGINEER, OOG_PLSRSR, BMXVIEWMANAGEWHERRO
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CLOSED
  OOG_ASSET_ENGINEER, OOG_PLSRSR, COGNOSHOME
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CREATECHNG
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CREATECOMM
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CREATEINC
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CREATEKPI
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CREATEPROB
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CREATEREL
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CREATEREPT
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CREATESR
  OOG_ASSET_ENGINEER, OOG_PLSRSR, CREATEWO
  OOG_ASSET_ENGINEER, OOG_PLSRSR, DELETEREPT
  OOG_ASSET_ENGINEER, OOG_PLSRSR, EDITHIST
  OOG_ASSET_ENGINEER, OOG_PLSRSR, INPROG
  OOG_PROJECT_ENGINEER, INVUSAGE, PUBLICREPT
  OOG_ASSET_ENGINEER, OOG_PLSRSR, MANAGEFOLD
  OOG_ASSET_ENGINEER, OOG_PLSRSR, MANAGELIB
  OOG_ASSET_ENGINEER, OOG_PLSRSR, MODDELWL
  OOG_ASSET_ENGINEER, OOG_PLSRSR, MODIFYSLAS
  OOG_ASSET_ENGINEER, OOG_PLSRSR, OWNER
