ENVIRONMENT,LICENSENUM,APPNAME,ACCESSLEVEL,MODULE,MAXPRODID
N08,O&G_AUTHORIZED,SECURGROUP,FULLACCESS,SECURITY,MAXIMO
N08,O&G_AUTHORIZED,SR,FULLACCESS,SD,MAXIMO
N08,O&G_AUTHORIZED,SETS,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,STARTCNTR,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,PROPMAINT,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,SELFREG,FULLACCESS,-,MAXIMO
N08,O&G_AUTHORIZED,USER,FULLACCESS,SECURITY,MAXIMO
N08,O&G_AUTHORIZED,WORKVIEW,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,WFADMIN,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,WFDESIGN,FULLACCESS,UTIL,MAXIMO
N08,O&G_AUTHORIZED,SRVAD,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,MPMAN,FULLACCESS,SETUP,MAXIMO
N08,O&G_AUTHORIZED,TECHTABLET,FULLACCESS,WO,MAXIMO
N08,O&G_AUTHORIZED,TECHPHONE,FULLACCESS,WO,MAXIMO
N08,O&G_AUTHORIZED,TECHLITE,FULLACCESS,WO,MAXIMO
N08,O&G_AUTHORIZED,SCHSUPER,FULLACCESS,WO,MAXIMO
N08,O&G_AUTHORIZED,OSLCPROV,FULLACCESS,INT,MAXIMO
N08,O&G_AUTHORIZED,OSLCRES,FULLACCESS,INT,MAXIMO
N08,OCY_EXPRESSCUR,CREATESR,FULLACCESS,SSDR,MAXIMO
N08,OCY_EXPRESSCUR,ENDPOINT,READONLY,INT,MAXIMO
N08,OCY_EXPRESSCUR,INTSRV,READONLY,INT,MAXIMO
N08,OCY_EXPRESSCUR,EXTSYSTEM,READONLY,INT,MAXIMO
N08,OCY_EXPRESSCUR,FAILURE,READONLY,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,HAZARDS,READONLY,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,IM,READONLY,INT,MAXIMO
N08,O&G_LIMITED,WCDESIGNER,READONLY,UTIL,OILGAS
N08,O&G_LIMITED,MAP,READONLY,SETUP,OILGAS
N08,O&G_LIMITED,TOKENLIC,READONLY,SETUP,OILGAS
N08,O&G_LIMITED,SELFSERVICE,READONLY,SSDR,OILGAS
N08,O&G_LIMITED,PLUSGAP,READSAVE,PLANS,OILGAS
N08,O&G_AUTHORIZED,PUSHNOTIFICATION,FULLACCESS,SETUP,OILGAS
N08,O&G_AUTHORIZED,ADMINISTRATOR,FULLACCESS,SETUP,OILGAS
N08,O&G_AUTHORIZED,PLUSGTRAIN,FULLACCESS,SETUP,OILGAS
N08,OCY_EXPRESSCUR,RESLEVEL,READONLY,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,MAP,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,JSONMAP,READONLY,INT,MAXIMO
N08,OCY_EXPRESSCUR,TZRULE,READONLY,SETUP,MAXIMO
N08,O&G_LIMITED,SUPERVISOR,FULLACCESS,WO,OILGAS
N08,O&G_LIMITED,JSONMAP,READONLY,INT,OILGAS
N08,O&G_LIMITED,PLUSGLKBOX,READSAVE,PLANS,OILGAS
N08,O&G_AUTHORIZED,TOKENLIC,FULLACCESS,SETUP,OILGAS
N08,O&G_AUTHORIZED,BUDGET,FULLACCESS,FINANCIAL,OILGAS
N08,O&G_AUTHORIZED,TZRULE,FULLACCESS,SETUP,OILGAS
N08,OCY_EXPRESSCUR,TOKENLIC,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,INVENTORY,READSAVE,INVENTOR,MAXIMO
N08,OCY_EXPRESSCUR,INSPECTOR,FULLACCESS,WO,MAXIMO
N08,OCY_EXPRESSCUR,BUSINESSANALYST,NOACCESS,ANALYTICS,MAXIMO
N08,O&G_LIMITED,DATASETDESIGNER,READONLY,ANALYTICS,OILGAS
N08,O&G_LIMITED,TZRULE,READONLY,SETUP,OILGAS
N08,O&G_AUTHORIZED,MAP,FULLACCESS,SETUP,OILGAS
N08,O&G_AUTHORIZED,SUPERVISOR,FULLACCESS,WO,OILGAS
N08,OCY_EXPRESSCUR,PUSHNOTIFICATION,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,INSPECTORSUP,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,TECHNICIAN,READONLY,WO,MAXIMO
N08,OCY_EXPRESSCUR,DATASETDESIGNER,READONLY,ANALYTICS,MAXIMO
N08,O&G_AUTHORIZED,OOG_EVCODE,FULLACCESS,PLANS,OILGAS
N08,O&G_AUTHORIZED,OOG_MAREA,FULLACCESS,PLUSGCHG,OILGAS
N08,O&G_AUTHORIZED,OOG_MOCDOC,FULLACCESS,PLUSGCHG,OILGAS
N08,O&G_AUTHORIZED,OOG_MOCENG,FULLACCESS,PLUSGCHG,OILGAS
N08,O&G_AUTHORIZED,OOG_MOCPEO,FULLACCESS,PLUSGCHG,OILGAS
N08,O&G_AUTHORIZED,OOG_PLSRSR,FULLACCESS,PLUSGSD,OILGAS
N08,O&G_AUTHORIZED,OOG_PRTRK,FULLACCESS,PURCHASE,OILGAS
N08,O&G_AUTHORIZED,OOG_RES,FULLACCESS,PLUSGCHG,OILGAS
N08,O&G_AUTHORIZED,OOG_TECACC,FULLACCESS,ASSET,OILGAS
N08,O&G_AUTHORIZED,ASSETCOUNT,FULLACCESS,ASSET,OILGAS
N08,O&G_LIMITED,OOG_ALERT,FULLACCESS,PLUSGSD,OILGAS
N08,O&G_LIMITED,OOG_AMREAD,FULLACCESS,ASSET,OILGAS
N08,O&G_LIMITED,OOG_CMISS,FULLACCESS,PURCHASE,OILGAS
N08,O&G_LIMITED,OOG_CMRCV,FULLACCESS,PURCHASE,OILGAS
N08,O&G_LIMITED,OOG_COMPSH,FULLACCESS,ASSET,OILGAS
N08,O&G_LIMITED,OOG_DEPART,READONLY,SETUP,OILGAS
N08,O&G_LIMITED,OOG_EVCODE,FULLACCESS,PLANS,OILGAS
N08,O&G_LIMITED,OOG_MAREA,FULLACCESS,PLUSGCHG,OILGAS
N08,O&G_LIMITED,OOG_MOCDOC,FULLACCESS,PLUSGCHG,OILGAS
N08,O&G_LIMITED,OOG_MOCENG,FULLACCESS,PLUSGCHG,OILGAS
N08,O&G_LIMITED,OOG_MOCPEO,FULLACCESS,PLUSGCHG,OILGAS
N08,O&G_LIMITED,OOG_PLSRSR,FULLACCESS,PLUSGSD,OILGAS
N08,O&G_LIMITED,OOG_PRTRK,FULLACCESS,PURCHASE,OILGAS
N08,O&G_LIMITED,OOG_RES,FULLACCESS,PLUSGCHG,OILGAS
N08,O&G_LIMITED,OOG_TECACC,FULLACCESS,ASSET,OILGAS
N08,O&G_LIMITED,ASSETCOUNT,FULLACCESS,ASSET,OILGAS
N08,OCY_EXPRESSCUR,OOG_ALERT,READSAVE,PLUSGSD,MAXIMO
N08,OCY_EXPRESSCUR,OOG_AMREAD,READSAVE,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,OOG_CMISS,READONLY,PURCHASE,MAXIMO
N08,OCY_EXPRESSCUR,OOG_CMRCV,READONLY,PURCHASE,MAXIMO
N08,OCY_EXPRESSCUR,OOG_COMPSH,READONLY,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,OOG_DEPART,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,OOG_EVCODE,READONLY,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,OOG_MAREA,READONLY,PLUSGCHG,MAXIMO
N08,OCY_EXPRESSCUR,OOG_MOCDOC,READSAVE,PLUSGCHG,MAXIMO
N08,OCY_EXPRESSCUR,OOG_MOCENG,READSAVE,PLUSGCHG,MAXIMO
N08,OCY_EXPRESSCUR,OOG_MOCPEO,READSAVE,PLUSGCHG,MAXIMO
N08,OCY_EXPRESSCUR,OOG_PLSRSR,FULLACCESS,PLUSGSD,MAXIMO
N08,OCY_EXPRESSCUR,OOG_PRTRK,READONLY,PURCHASE,MAXIMO
N08,OCY_EXPRESSCUR,OOG_RES,READONLY,PLUSGCHG,MAXIMO
N08,OCY_EXPRESSCUR,OOG_TECACC,READONLY,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,ASSETCOUNT,FULLACCESS,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGORG,READONLY,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGPRS,READSAVE,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGQUAL,READSAVE,SETUP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGASS,READSAVE,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGLPROF,READSAVE,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGLOC,READSAVE,ASSET,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGIMP,READSAVE,PLUSGCHG,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGMOC,READSAVE,PLUSGCHG,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGMCR,READSAVE,PLUSGCHG,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGITEM,READSAVE,INVENTOR,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGBYP,READSAVE,PLUSGOP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGLOGBK,READSAVE,PLUSGOP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGPOL,READSAVE,PLUSGOP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGPROC,READSAVE,PLUSGOP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGOPACT,READSAVE,PLUSGOP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGLOG,READSAVE,PLUSGOP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGOPTSK,FULLACCESS,PLUSGOP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGRLOG,READSAVE,PLUSGOP,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGAL,READONLY,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGBEN,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGCFW,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGHAZ,READONLY,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGISO,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGJP,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGTGLCK,READONLY,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGPCT,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGPTW,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGPREC,READONLY,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGRFW,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGREG,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGRSK,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGCON,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGROU,READONLY,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGSTAG,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGSTA,READSAVE,PLANS,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGPM,READSAVE,PM,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGPO,READSAVE,PURCHASE,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGPR,READSAVE,PURCHASE,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGAUDIT,READSAVE,PLUSGSD,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGCERT,READSAVE,PLUSGSD,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGDEF,READSAVE,PLUSGSD,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGINC,READSAVE,PLUSGSD,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGINV,READSAVE,PLUSGSD,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGSR,READSAVE,PLUSGSD,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGSOL,FULLACCESS,PLUSGSD,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGTKTMP,READSAVE,PLUSGSD,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGCRINC,FULLACCESS,SSDR,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGVWINC,FULLACCESS,SSDR,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGACT,READSAVE,WO,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGDRL,READSAVE,WO,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGQRP,FULLACCESS,WO,MAXIMO
N08,OCY_EXPRESSCUR,PLUSGWO,FULLACCESS,WO,MAXIMO
N08,OCY_EXPRESSCUR,CHANGE,NOACCESS,CHANGE,MAXIMO
N08,OCY_EXPRESSCUR,RELEASE,NOACCESS,RELEASE,MAXIMO
N08,OCY_EXPRESSCUR,INCIDENT,NOACCESS,SD,MAXIMO
N08,OCY_EXPRESSCUR,PROBLEM,NOACCESS,SD,MAXIMO
N08,SCH_AUTHORIZED,RLASSIGN,FULLACCESS,SCHEDULER,SCHED
N08,SCH_AUTHORIZED,RLCAPACITY,FULLACCESS,SCHEDULER,SCHED
N08,FetchAll:,730,rows,fetched.,
N08,>,,,,
N09,O&G_LIMITED,RPTOUTPUT,FULLACCESS,ANALYTICS,MAXIMO
N09,O&G_LIMITED,RFQ,READSAVE,PURCHASE,MAXIMO
N09,O&G_LIMITED,ROUTES,READONLY,PLANS,MAXIMO
N09,O&G_LIMITED,SAFEPLAN,READONLY,PLANS,MAXIMO
N09,O&G_LIMITED,ECOMMADAPT,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,SRVCOMMOD,READONLY,SLA,MAXIMO
N09,O&G_LIMITED,SRVITEM,READSAVE,INVENTOR,MAXIMO
N09,O&G_LIMITED,SLA,READSAVE,SLA,MAXIMO
N09,O&G_LIMITED,SHIPREC,READONLY,INVENTOR,MAXIMO
N09,O&G_LIMITED,TOOLINV,READSAVE,INVENTOR,MAXIMO
N09,O&G_LIMITED,STOREROOM,READONLY,INVENTOR,MAXIMO
N09,O&G_LIMITED,TERMCOND,READONLY,PURCHASE,MAXIMO
N09,O&G_LIMITED,TKTEMPLATE,READSAVE,SD,MAXIMO
N09,O&G_LIMITED,TOOL,READSAVE,INVENTOR,MAXIMO
N09,O&G_LIMITED,VIEWDRFT,FULLACCESS,SSDR,MAXIMO
N09,O&G_LIMITED,VIEWDR,FULLACCESS,SSDR,MAXIMO
N09,O&G_LIMITED,VIEWSR,FULLACCESS,SSDR,MAXIMO
N09,O&G_LIMITED,VIEWTMPL,FULLACCESS,SSDR,MAXIMO
N09,O&G_LIMITED,CONTWARRTY,READSAVE,CONTRACT,MAXIMO
N09,O&G_LIMITED,WSREGISTRY,READONLY,INT,MAXIMO
N09,O&G_LIMITED,WOTRACK,FULLACCESS,WO,MAXIMO
N09,O&G_LIMITED,AMCREW,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,AMCREWT,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,SEARCHSOL,FULLACCESS,SSDR,MAXIMO
N09,O&G_LIMITED,SOLUTION,READSAVE,SD,MAXIMO
N09,O&G_LIMITED,CI,READONLY,CI,MAXIMO
N09,O&G_LIMITED,JSONRES,READONLY,INT,MAXIMO
N09,O&G_LIMITED,BIMPROJECT,READONLY,-,MAXIMO
N09,O&G_LIMITED,PRODUCT,READONLY,-,MAXIMO
N09,O&G_LIMITED,DESIGNSPEC,READONLY,-,MAXIMO
N09,O&G_LIMITED,BIMMODELS,READONLY,-,MAXIMO
N09,O&G_LIMITED,LICTRACK,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,MFMAILCFG,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,ACTION,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,DESIGNER,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,BBOARD,FULLACCESS,SETUP,MAXIMO
N09,O&G_LIMITED,CALENDR,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,CHANGEPSWD,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,CHRTACCT,READONLY,FINANCIAL,MAXIMO
N09,O&G_LIMITED,CITYPE,READSAVE,SETUP,MAXIMO
N09,O&G_LIMITED,ASSETCAT,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,COGNOSHOME,READONLY,ANALYTICS,MAXIMO
N09,O&G_LIMITED,COMMTMPLT,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,CRONTASK,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,CURRENCY,READONLY,FINANCIAL,MAXIMO
N09,O&G_LIMITED,CONFIGUR,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,DOMAINADM,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,EMAILSTNER,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,ESCALATION,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,EXCHANGE,READONLY,FINANCIAL,MAXIMO
N09,O&G_LIMITED,FACONFIG,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,FORGOTPSWD,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,INBXCONFIG,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,INVISSUE,READSAVE,INVENTOR,MAXIMO
N09,O&G_LIMITED,KPIGCONFIG,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,KPILCONFIG,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,KPI,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,KPITPL,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,KPIVIEWER,FULLACCESS,ANALYTICS,MAXIMO
N09,O&G_LIMITED,SCCONFIG,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,LOGGING,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,INTOBJECT,READONLY,INT,MAXIMO
N09,O&G_LIMITED,MULTISITE,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,PERSON,READSAVE,SETUP,MAXIMO
N09,O&G_LIMITED,PERSONGR,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,ACTIONSCFG,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,RLADMIN,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,REPORT,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,REPLISTCFG,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,RSCONFIG,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,ROLE,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,SECURGROUP,READONLY,SECURITY,MAXIMO
N09,O&G_LIMITED,SR,READSAVE,SD,MAXIMO
N09,O&G_LIMITED,SETS,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,STARTCNTR,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,PROPMAINT,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,SELFREG,FULLACCESS,-,MAXIMO
N09,O&G_LIMITED,USER,READSAVE,SECURITY,MAXIMO
N09,O&G_LIMITED,WORKVIEW,FULLACCESS,SETUP,MAXIMO
N09,O&G_LIMITED,WFADMIN,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,WFDESIGN,READONLY,UTIL,MAXIMO
N09,O&G_LIMITED,SRVAD,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,MPMAN,READONLY,SETUP,MAXIMO
N09,O&G_LIMITED,TECHTABLET,FULLACCESS,WO,MAXIMO
N09,O&G_LIMITED,TECHPHONE,FULLACCESS,WO,MAXIMO
N09,O&G_LIMITED,TECHLITE,FULLACCESS,WO,MAXIMO
N09,O&G_LIMITED,SCHSUPER,READONLY,WO,MAXIMO
N09,O&G_LIMITED,OSLCPROV,READONLY,INT,MAXIMO
N09,O&G_LIMITED,OSLCRES,READONLY,INT,MAXIMO
N09,O&G_AUTHORIZED,DEPLGROUPS,FULLACCESS,UTIL,MAXIMO
N09,OCY_EXPRESSCUR,ACTIVITY,FULLACCESS,WO,MAXIMO
N09,OCY_EXPRESSCUR,ASSET,READSAVE,ASSET,MAXIMO
N09,OCY_EXPRESSCUR,PLUSCTMPLT,READSAVE,ASSET,MAXIMO
N09,OCY_EXPRESSCUR,WORKMAN,READONLY,WO,MAXIMO
N09,OCY_EXPRESSCUR,AUTOSCRIPT,READONLY,UTIL,MAXIMO
N09,OCY_EXPRESSCUR,COLLECTION,READONLY,CI,MAXIMO
N09,OCY_EXPRESSCUR,COMPANY,READONLY,PURCHASE,MAXIMO
N09,OCY_EXPRESSCUR,COMPMASTER,READONLY,PURCHASE,MAXIMO
N09,OCY_EXPRESSCUR,CONDCODE,READSAVE,INVENTOR,MAXIMO
N09,OCY_EXPRESSCUR,COND,READONLY,ASSET,MAXIMO
N09,OCY_EXPRESSCUR,CONDEXPMGR,READSAVE,SETUP,MAXIMO
N09,OCY_EXPRESSCUR,FINCNTRL,READONLY,FINANCIAL,MAXIMO
N09,OCY_EXPRESSCUR,CREATEINT,READONLY,INT,MAXIMO
N09,OCY_EXPRESSCUR,CRAFT,READONLY,SETUP,MAXIMO
N09,OCY_EXPRESSCUR,CREATEDR,FULLACCESS,SSDR,MAXIMO
N09,O&G_AUTHORIZED,DM,FULLACCESS,UTIL,MAXIMO
N09,O&G_AUTHORIZED,DEPLCOLLS,FULLACCESS,UTIL,MAXIMO
N09,O&G_AUTHORIZED,PRECAUTN,FULLACCESS,PLANS,MAXIMO
N09,O&G_AUTHORIZED,PM,FULLACCESS,PM,MAXIMO
N09,O&G_AUTHORIZED,PUBLISH,FULLACCESS,INT,MAXIMO
N09,OCY_EXPRESSCUR,INVUSAGE,READSAVE,INVENTOR,MAXIMO
N09,OCY_EXPRESSCUR,INVOKE,READONLY,INT,MAXIMO
N09,OCY_EXPRESSCUR,INVOICE,READSAVE,PURCHASE,MAXIMO
N09,OCY_EXPRESSCUR,ITEM,READSAVE,INVENTOR,MAXIMO
N09,OCY_EXPRESSCUR,JOBPLAN,READSAVE,PLANS,MAXIMO
N09,OCY_EXPRESSCUR,LABOR,READSAVE,SETUP,MAXIMO
N09,OCY_EXPRESSCUR,CONTLABOR,READSAVE,CONTRACT,MAXIMO
N09,OCY_EXPRESSCUR,LABREP,FULLACCESS,WO,MAXIMO
N09,OCY_EXPRESSCUR,LAUNCH,READONLY,INT,MAXIMO
N09,OCY_EXPRESSCUR,CONTLEASE,READSAVE,CONTRACT,MAXIMO
N09,OCY_EXPRESSCUR,LOCATION,READSAVE,ASSET,MAXIMO
N09,OCY_EXPRESSCUR,TAGLOCKS,READONLY,PLANS,MAXIMO
N09,OCY_EXPRESSCUR,LMO,READONLY,INT,MAXIMO
N09,OCY_EXPRESSCUR,MANAGEINT,READONLY,INT,MAXIMO
N09,OCY_EXPRESSCUR,CONTMASTER,READSAVE,CONTRACT,MAXIMO
N09,OCY_EXPRESSCUR,MASTERPM,READONLY,PM,MAXIMO
N09,OCY_EXPRESSCUR,INTERROR,READONLY,INT,MAXIMO
N09,OCY_EXPRESSCUR,INTMSGTRK,READONLY,INT,MAXIMO
N09,OCY_EXPRESSCUR,METERGRP,READONLY,ASSET,MAXIMO
N09,OCY_EXPRESSCUR,METER,READONLY,ASSET,MAXIMO
N09,OCY_EXPRESSCUR,DEPLGROUPS,READONLY,UTIL,MAXIMO
N09,OCY_EXPRESSCUR,DM,READONLY,UTIL,MAXIMO
N09,OCY_EXPRESSCUR,DEPLCOLLS,READONLY,UTIL,MAXIMO
N09,OCY_EXPRESSCUR,PRECAUTN,READONLY,PLANS,MAXIMO
N09,OCY_EXPRESSCUR,PM,READSAVE,PM,MAXIMO
N09,OCY_EXPRESSCUR,PUBLISH,READONLY,INT,MAXIMO
N09,OCY_EXPRESSCUR,CONTPURCH,READSAVE,CONTRACT,MAXIMO
N09,OCY_EXPRESSCUR,PO,READSAVE,PURCHASE,MAXIMO
N09,OCY_EXPRESSCUR,PR,READSAVE,PURCHASE,MAXIMO
N09,OCY_EXPRESSCUR,QUAL,READSAVE,SETUP,MAXIMO
N09,OCY_EXPRESSCUR,QUICKREP,FULLACCESS,WO,MAXIMO
N09,OCY_EXPRESSCUR,RECEIPTS,READONLY,PURCHASE,MAXIMO
N09,OCY_EXPRESSCUR,RELATION,READONLY,ASSET,MAXIMO
N09,OCY_EXPRESSCUR,RPTOUTPUT,FULLACCESS,ANALYTICS,MAXIMO
N09,OCY_EXPRESSCUR,RFQ,READSAVE,PURCHASE,MAXIMO
N09,OCY_EXPRESSCUR,ROUTES,READONLY,PLANS,MAXIMO
N09,OCY_EXPRESSCUR,SAFEPLAN,READONLY,PLANS,MAXIMO
N09,OCY_EXPRESSCUR,ECOMMADAPT,FULLACCESS,-,MAXIMO
N09,OCY_EXPRESSCUR,SRVCOMMOD,READONLY,SLA,MAXIMO
N09,OCY_EXPRESSCUR,SRVITEM,READSAVE,INVENTOR,MAXIMO
N09,OCY_EXPRESSCUR,SLA,READSAVE,SLA,MAXIMO
N09,OCY_EXPRESSCUR,SHIPREC,READONLY,INVENTOR,MAXIMO
N09,OCY_EXPRESSCUR,TOOLINV,READSAVE,INVENTOR,MAXIMO
N09,OCY_EXPRESSCUR,STOREROOM,READONLY,INVENTOR,MAXIMO
N09,OCY_EXPRESSCUR,TERMCOND,READONLY,PURCHASE,MAXIMO
N09,OCY_EXPRESSCUR,TKTEMPLATE,READSAVE,SD,MAXIMO
N09,OCY_EXPRESSCUR,TOOL,READSAVE,INVENTOR,MAXIMO
N09,OCY_EXPRESSCUR,VIEWDRFT,FULLACCESS,SSDR,MAXIMO
N09,OCY_EXPRESSCUR,VIEWDR,FULLACCESS,SSDR,MAXIMO
N09,OCY_EXPRESSCUR,VIEWSR,FULLACCESS,SSDR,MAXIMO
N09,OCY_EXPRESSCUR,VIEWTMPL,FULLACCESS,SSDR,MAXIMO
N09,OCY_EXPRESSCUR,CONTWARRTY,READSAVE,CONTRACT,MAXIMO
N09,OCY_EXPRESSCUR,WSREGISTRY,READONLY,INT,MAXIMO
N09,OCY_EXPRESSCUR,WOTRACK,FULLACCESS,WO,MAXIMO
N09,OCY_EXPRESSCUR,AMCREW,READONLY,SETUP,MAXIMO
N09,OCY_EXPRESSCUR,AMCREWT,READONLY,SETUP,MAXIMO
N09,OCY_EXPRESSCUR,SEARCHSOL,FULLACCESS,SSDR,MAXIMO
N09,OCY_EXPRESSCUR,SOLUTION,READSAVE,SD,MAXIMO
N09,OCY_EXPRESSCUR,CI,READONLY,CI,MAXIMO
N09,OCY_EXPRESSCUR,JSONRES,READONLY,INT,MAXIMO
N09,OCY_EXPRESSCUR,BIMPROJECT,READONLY,-,MAXIMO
N09,OCY_EXPRESSCUR,PRODUCT,READONLY,-,MAXIMO
N09,OCY_EXPRESSCUR,DESIGNSPEC,READONLY,-,MAXIMO
N09,OCY_EXPRESSCUR,BIMMODELS,READONLY,-,MAXIMO
N09,OCY_EXPRESSCUR,LICTRACK,READONLY,SETUP,MAXIMO
N09,OCY_EXPRESSCUR,MFMAILCFG,READONLY,UTIL,MAXIMO
N09,OCY_EXPRESSCUR,ACTION,READONLY,UTIL,MAXIMO
N09,OCY_EXPRESSCUR,DESIGNER,READONLY,UTIL,MAXIMO
N09,OCY_EXPRESSCUR,BBOARD,FULLACCESS,SETUP,MAXIMO
