ENVIRONMENT,APPNAME,MODULE,SELFSERVICE,LIMITEDUSE,AUTHORIZEDUSE
HTQ,RCNASTRSLT,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,RCNCILINK,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,RCNCIRSLT,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,RCNCMPRULE,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,RCNLNKRULE,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,RCNTSKFLTR,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,RECONTASK,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,REPORT,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,RLADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,SETS,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,SRVAD,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,TLOAMSWCTG,SETUP,NOACCESS,NOACCESS,NOACCESS
HTQ,WORKVIEW,SETUP,NOACCESS,FULLACCESS,FULLACCESS
HTQ,WORKZONE,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,SLA,SLA,NOACCESS,READSAVE,FULLACCESS
HTQ,SRVCOMMOD,SLA,NOACCESS,READONLY,FULLACCESS
HTQ,CREATEDR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,CREATESR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,SEARCHSOL,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,VIEWDR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,VIEWDRFT,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,VIEWSR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,VIEWTMPL,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,ACTION,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,AUTOSCRIPT,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,COMMTMPLT,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,CONFIGUR,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,CRONTASK,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,DEPLCOLLS,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,DEPLGROUPS,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,DESIGNER,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,DM,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,DOMAINADM,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,EMAILSTNER,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,ESCALATION,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,IBMCONTENT,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,IMICONF,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,LOGGING,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,MFMAILCFG,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,PROPMAINT,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,ROLE,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,WFADMIN,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,WFDESIGN,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,LABREP,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,QUICKREP,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,WORKMAN,WO,NOACCESS,READONLY,FULLACCESS
HTQ,WOTRACK,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSTASCAT,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTORG,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTPOS,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTCOMP,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTAXCFG,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTTMPLT,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTLOGS,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTPOCON,CONTRACT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTIWC,PLUSTWARR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTCLAIM,PLUSTWARR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTAWC,PLUSTWARR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTCLIP,WO,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTQRP,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSTWO,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSTLRP,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSTCMP,WO,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTWRKMN,WO,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTINSP,WO,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTREC,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTIVO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTRFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTPM,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTMASPM,PM,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTJP,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTASLT,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTRS,PLUSTMP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTVS,PLUSTMP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTVR,PLUSTMP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTITM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTISS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTFLISS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTCOUNT,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTSTKRG,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTINVUS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTDTIMP,PLUSTDTIMP,NOACCESS,READONLY,FULLACCESS
HTQ,SCHOVAVAIL,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,SCHEDMAX,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,APPTBKMGR,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,TWCCFGMGR,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,APPTBOOK,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,WEATHERADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,TZRULE,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,JSONMAP,INT,NOACCESS,READONLY,FULLACCESS
HTQ,NOTIF,INT,NOACCESS,READONLY,FULLACCESS
HTQ,INSPECTORSUP,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,INSPECTOR,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,TOKENLIC,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,DATASETDESIGNER,ANALYTICS,NOACCESS,READONLY,FULLACCESS
HTQ,BUSINESSANALYST,ANALYTICS,NOACCESS,NOACCESS,READONLY
HTQ,SELFSERVICE,SSDR,READONLY,READONLY,READONLY
HTQ,SUPERVISOR,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,TECHNICIAN,WO,NOACCESS,READONLY,READONLY
HTQ,ADMINISTRATOR,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,MMIUI,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,MANAGEASSETS,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,WCDESIGNER,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,INVENTORY,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,BUDGET,FINANCIAL,NOACCESS,READONLY,FULLACCESS
HTQ,TENANTREG,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,RESLEVEL,PLANS,NOACCESS,READONLY,FULLACCESS
HTQ,DBINFO,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,SCHEDDM,SCHEDULER,NOACCESS,NOACCESS,FULLACCESS
HTQ,MAP,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,SCHTTMGR,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSACM,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSANEWAS,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSATR,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAMASPM,PM,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSAORG,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSAPM,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAWO,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSABITMA,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSACAPAB,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSACMDVL,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSACMSER,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSACOMP,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAEVMNG,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAINVIS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAJP,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAMNTFO,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAMNTPL,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSANAREC,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSARCPTS,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSARFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSASCGRP,SECURITY,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSACMATC,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSACMATT,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSACMFLE,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAFLEUL,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAPMGRP,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSABDIQ,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSALOGBK,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSACMPMS,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSAFLB,PLUSAFLB,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAFLBSU,PLUSAFLB,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAZONE,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAROLCA,AVIATION,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSACA,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSALOGS,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSARSCFG,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSAPMEXTENSION,PM,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSASLT,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSCL,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSCLSIGN,WO,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSCMT,WO,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSCOMPAN,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSEVENT,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSFREQ,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSIMPACT,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSLOCAT,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSMSITE,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSPM,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSQREP,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSRFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSSR,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSTERMCD,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSTS,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSWOTR,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSCA,PLUSCA,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSCCD,PLUSCCM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSCONDRE,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSEG,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSPERMIT,PLUSPERMIT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSQPERM,PLUSPERMIT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSCHANGE,PLUSCCM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSCI,CI,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSRELEAS,PLUSCCM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSSOLUT,PLUSCA,FULLACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSLNUPPL,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSLNUPWK,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSCLKSK,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSLNPKSK,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSQASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSQLOCAT,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSDUTY,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSDUTYPL,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSLCO,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSNOTIF,PLUSOPMNGT,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSRDFREQ,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSJOBPLAN,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSQWOTR,WO,NOACCESS,FULLACCESS,FULLACCESS
HTQ,PLUSCLGRP,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSDYNATEMP,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSOBJCTV,UTIL,NOACCESS,READONLY,FULLACCESS
HTQ,CALIBRATION,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSSGISAD,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSSASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSSLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSSORG,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSSSR,SD,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSSWOTRK,WO,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSSSRVAD,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSSMNGR,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,MAPS,-,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSAMPD,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSAOMP,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSMRECPT,PURCHASE,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSMSHIP,INVENTOR,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSMACASS,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSMEO,PLUSMEO,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSMJBCAR,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSMMROLC,ASSET,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSMMTCAR,PM,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSMTCARD,PM,NOACCESS,READSAVE,FULLACCESS
HTQ,RELENGINEER,-,NOACCESS,NOACCESS,FULLACCESS
HTQ,PLUSGAP,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGCRF,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,PLUSGLKBOX,PLANS,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGTRAIN,SETUP,NOACCESS,READSAVE,FULLACCESS
HTQ,PLUSGTRAMOD,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,GRESOURCE,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,GWORKASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
HTQ,PUSHNOTIFICATION,SETUP,NOACCESS,READONLY,FULLACCESS
HTQ,FetchAll:,466,rows,fetched.,
HTQ,>,,,,
N06,PLUSAFLB,PLUSAFLB,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAFLBSU,PLUSAFLB,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAZONE,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAROLCA,AVIATION,NOACCESS,READSAVE,FULLACCESS
N06,PLUSACA,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSALOGS,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSARSCFG,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSAPMEXTENSION,PM,NOACCESS,READONLY,FULLACCESS
N06,PLUSASLT,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSCL,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSCLSIGN,WO,FULLACCESS,FULLACCESS,FULLACCESS
N06,PLUSCMT,WO,NOACCESS,READSAVE,FULLACCESS
N06,PLUSCOMPAN,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSEVENT,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSFREQ,PM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSIMPACT,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSLOCAT,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSMSITE,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSPM,PM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSQREP,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSRFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N06,PLUSSR,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSTERMCD,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,PLUSTS,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSWOTR,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSCA,PLUSCA,NOACCESS,READSAVE,FULLACCESS
N06,PLUSCCD,PLUSCCM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSCONDRE,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N06,PLUSEG,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSPERMIT,PLUSPERMIT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSQPERM,PLUSPERMIT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSCHANGE,PLUSCCM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSCI,CI,NOACCESS,READONLY,FULLACCESS
N06,PLUSRELEAS,PLUSCCM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSSOLUT,PLUSCA,FULLACCESS,FULLACCESS,FULLACCESS
N06,PLUSLNUPPL,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSLNUPWK,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSCLKSK,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSLNPKSK,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSQASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSQLOCAT,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSDUTY,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSDUTYPL,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSLCO,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSNOTIF,PLUSOPMNGT,NOACCESS,READONLY,FULLACCESS
N06,PLUSRDFREQ,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSJOBPLAN,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSQWOTR,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,PLUSCLGRP,PLUSOPMNGT,NOACCESS,READSAVE,FULLACCESS
N06,PLUSDYNATEMP,UTIL,NOACCESS,READONLY,FULLACCESS
N06,PLUSOBJCTV,UTIL,NOACCESS,READONLY,FULLACCESS
N06,CALIBRATION,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSSGISAD,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSSASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSSLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSSORG,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSSSR,SD,NOACCESS,READSAVE,FULLACCESS
N06,PLUSSWOTRK,WO,NOACCESS,READSAVE,FULLACCESS
N06,PLUSSSRVAD,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSSMNGR,SETUP,NOACCESS,READONLY,FULLACCESS
N06,MAPS,-,NOACCESS,READONLY,FULLACCESS
N06,PLUSAMPD,PM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSAOMP,PM,NOACCESS,READSAVE,FULLACCESS
N06,PLUSMRECPT,PURCHASE,NOACCESS,READONLY,FULLACCESS
N06,PLUSMSHIP,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N06,PLUSMACASS,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSMEO,PLUSMEO,NOACCESS,READSAVE,FULLACCESS
N06,PLUSMJBCAR,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSMMROLC,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,PLUSMMTCAR,PM,NOACCESS,READONLY,FULLACCESS
N06,PLUSMTCARD,PM,NOACCESS,READSAVE,FULLACCESS
N06,RELENGINEER,-,NOACCESS,NOACCESS,FULLACCESS
N06,PLUSGAP,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGCRF,SETUP,NOACCESS,READONLY,FULLACCESS
N06,PLUSGLKBOX,PLANS,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGTRAIN,SETUP,NOACCESS,READSAVE,FULLACCESS
N06,PLUSGTRAMOD,SETUP,NOACCESS,READONLY,FULLACCESS
N06,GRESOURCE,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,GWORKASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N06,PUSHNOTIFICATION,SETUP,NOACCESS,READONLY,FULLACCESS
N06,COGNOSHOME,ANALYTICS,NOACCESS,READONLY,FULLACCESS
N06,KPIVIEWER,ANALYTICS,NOACCESS,FULLACCESS,FULLACCESS
N06,RPTOUTPUT,ANALYTICS,READONLY,FULLACCESS,FULLACCESS
N06,ASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,COND,ASSET,NOACCESS,READONLY,FULLACCESS
N06,DPLDASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
N06,FAILURE,ASSET,NOACCESS,READONLY,FULLACCESS
N06,FEATURE,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,LOCATION,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,METER,ASSET,NOACCESS,READONLY,FULLACCESS
N06,METERGRP,ASSET,NOACCESS,READONLY,FULLACCESS
N06,NDASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
N06,NPASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
N06,PLUSCTMPLT,ASSET,NOACCESS,READSAVE,FULLACCESS
N06,RELATION,ASSET,NOACCESS,READONLY,FULLACCESS
N06,SFWLICVIEW,ASSET,NOACCESS,NOACCESS,NOACCESS
N06,ACTIVITY,WO,NOACCESS,FULLACCESS,FULLACCESS
N06,CHANGE,CHANGE,NOACCESS,FULLACCESS,FULLACCESS
N06,ACTUALCI,CI,NOACCESS,READSAVE,FULLACCESS
N06,CI,CI,NOACCESS,READONLY,FULLACCESS
N06,COLLECTION,CI,NOACCESS,READONLY,FULLACCESS
N06,CONTLABOR,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N06,CONTLEASE,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N06,CONTMASTER,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N06,CONTPURCH,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N06,CONTSFW,CONTRACT,NOACCESS,NOACCESS,NOACCESS
N06,CONTWARRTY,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N06,CHRTACCT,FINANCIAL,NOACCESS,READONLY,FULLACCESS
