ENVIRONMENT,APPNAME,MODULE,SELFSERVICE,LIMITEDUSE,AUTHORIZEDUSE
N08,PLUSGQUAL,SETUP,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGASS,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGLPROF,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGIMP,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGMOC,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGMCR,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGBYP,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGLOGBK,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGPOL,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGPROC,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGOPACT,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGLOG,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGOPTSK,PLUSGOP,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSGRLOG,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGAL,PLANS,NOACCESS,READONLY,FULLACCESS
N08,PLUSGBEN,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGCFW,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGHAZ,PLANS,NOACCESS,READONLY,FULLACCESS
N08,PLUSGISO,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGTGLCK,PLANS,NOACCESS,READONLY,FULLACCESS
N08,PLUSGPCT,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGPTW,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGPREC,PLANS,NOACCESS,READONLY,FULLACCESS
N08,PLUSGRFW,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGREG,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGRSK,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGCON,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGROU,PLANS,NOACCESS,READONLY,FULLACCESS
N08,PLUSGSTAG,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGSTA,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGPM,PM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGAUDIT,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGCERT,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGDEF,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGINC,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGINV,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGSR,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGSOL,PLUSGSD,FULLACCESS,FULLACCESS,FULLACCESS
N08,PLUSGTKTMP,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGCRINC,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,PLUSGVWINC,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N08,PLUSGACT,WO,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGDRL,WO,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGQRP,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSGWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N08,PLUSSGISAD,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSSASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSSLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSSORG,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSSSR,SD,NOACCESS,READSAVE,FULLACCESS
N08,PLUSSWOTRK,WO,NOACCESS,READSAVE,FULLACCESS
N08,PLUSSSRVAD,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSSMNGR,SETUP,NOACCESS,READONLY,FULLACCESS
N08,MAPS,-,NOACCESS,READONLY,FULLACCESS
N08,PLUSAMPD,PM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSAOMP,PM,NOACCESS,READSAVE,FULLACCESS
N08,PLUSMRECPT,PURCHASE,NOACCESS,READONLY,FULLACCESS
N08,PLUSMSHIP,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N08,PLUSMACASS,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSMEO,PLUSMEO,NOACCESS,READSAVE,FULLACCESS
N08,PLUSMJBCAR,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSMMROLC,ASSET,NOACCESS,READSAVE,FULLACCESS
N08,PLUSMMTCAR,PM,NOACCESS,READONLY,FULLACCESS
N08,PLUSMTCARD,PM,NOACCESS,READSAVE,FULLACCESS
N08,RELENGINEER,-,NOACCESS,NOACCESS,FULLACCESS
N08,PLUSGAP,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGCRF,SETUP,NOACCESS,READONLY,FULLACCESS
N08,PLUSGLKBOX,PLANS,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGTRAIN,SETUP,NOACCESS,READSAVE,FULLACCESS
N08,PLUSGTRAMOD,SETUP,NOACCESS,READONLY,FULLACCESS
N08,GRESOURCE,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,GWORKASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N08,PUSHNOTIFICATION,SETUP,NOACCESS,READONLY,FULLACCESS
N08,FetchAll:,466,rows,fetched.,
N08,>,,,,
N09,FACONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
N09,FORGOTPSWD,-,FULLACCESS,FULLACCESS,FULLACCESS
N09,INBXCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
N09,KPIGCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
N09,KPILCONFIG,-,NOACCESS,FULLACCESS,FULLACCESS
N09,RSCONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
N09,SCCONFIG,-,FULLACCESS,FULLACCESS,FULLACCESS
N09,SELFREG,-,FULLACCESS,FULLACCESS,FULLACCESS
N09,STARTCNTR,-,FULLACCESS,FULLACCESS,FULLACCESS
N09,SCHSUPER,WO,NOACCESS,READONLY,FULLACCESS
N09,TECHLITE,WO,NOACCESS,FULLACCESS,FULLACCESS
N09,TECHPHONE,-,NOACCESS,FULLACCESS,FULLACCESS
N09,TECHTABLET,WO,NOACCESS,FULLACCESS,FULLACCESS
N09,REPLISTCFG,-,NOACCESS,FULLACCESS,FULLACCESS
N09,COGNOSHOME,ANALYTICS,NOACCESS,READONLY,FULLACCESS
N09,KPIVIEWER,ANALYTICS,NOACCESS,FULLACCESS,FULLACCESS
N09,RPTOUTPUT,ANALYTICS,READONLY,FULLACCESS,FULLACCESS
N09,ASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,COND,ASSET,NOACCESS,READONLY,FULLACCESS
N09,DPLDASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
N09,FAILURE,ASSET,NOACCESS,READONLY,FULLACCESS
N09,FEATURE,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,LOCATION,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,METER,ASSET,NOACCESS,READONLY,FULLACCESS
N09,METERGRP,ASSET,NOACCESS,READONLY,FULLACCESS
N09,NDASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
N09,NPASSET,ASSET,NOACCESS,NOACCESS,NOACCESS
N09,PLUSCTMPLT,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,RELATION,ASSET,NOACCESS,READONLY,FULLACCESS
N09,SFWLICVIEW,ASSET,NOACCESS,NOACCESS,NOACCESS
N09,CHANGE,CHANGE,NOACCESS,FULLACCESS,FULLACCESS
N09,ACTUALCI,CI,NOACCESS,READSAVE,FULLACCESS
N09,CI,CI,NOACCESS,READONLY,FULLACCESS
N09,COLLECTION,CI,NOACCESS,READONLY,FULLACCESS
N09,CONTLABOR,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N09,CONTLEASE,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N09,CONTMASTER,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N09,CONTPURCH,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N09,CONTSFW,CONTRACT,NOACCESS,NOACCESS,NOACCESS
N09,CONTWARRTY,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N09,CHRTACCT,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N09,CURRENCY,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N09,EXCHANGE,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N09,FINCNTRL,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N09,CREATEINT,INT,NOACCESS,READONLY,FULLACCESS
N09,ENDPOINT,INT,NOACCESS,READONLY,FULLACCESS
N09,EXTSYSTEM,INT,NOACCESS,READONLY,FULLACCESS
N09,IM,INT,NOACCESS,READONLY,FULLACCESS
N09,INTERROR,INT,NOACCESS,READONLY,FULLACCESS
N09,INTMSGTRK,INT,NOACCESS,READONLY,FULLACCESS
N09,INTOBJECT,INT,NOACCESS,READONLY,FULLACCESS
N09,INTSRV,INT,NOACCESS,READONLY,FULLACCESS
N09,INVOKE,INT,NOACCESS,READONLY,FULLACCESS
N09,LAUNCH,INT,NOACCESS,READONLY,FULLACCESS
N09,LMO,INT,NOACCESS,READONLY,FULLACCESS
N09,MANAGEINT,INT,NOACCESS,READONLY,FULLACCESS
N09,OSLCPROV,INT,NOACCESS,READONLY,FULLACCESS
N09,OSLCRES,INT,NOACCESS,READONLY,FULLACCESS
N09,PUBLISH,INT,NOACCESS,READONLY,FULLACCESS
N09,WSREGISTRY,INT,NOACCESS,READONLY,FULLACCESS
N09,CONDCODE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,INVENTOR,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,INVISSUE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,INVUSAGE,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,ITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,SHIPREC,INVENTOR,NOACCESS,READONLY,FULLACCESS
N09,SRVITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,STOREROOM,INVENTOR,NOACCESS,READONLY,FULLACCESS
N09,TOOL,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,TOOLINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,HAZARDS,PLANS,NOACCESS,READONLY,FULLACCESS
N09,JOBPLAN,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PRECAUTN,PLANS,NOACCESS,READONLY,FULLACCESS
N09,ROUTES,PLANS,NOACCESS,READONLY,FULLACCESS
N09,SAFEPLAN,PLANS,NOACCESS,READONLY,FULLACCESS
N09,TAGLOCKS,PLANS,NOACCESS,READONLY,FULLACCESS
N09,MASTERPM,PM,NOACCESS,READONLY,FULLACCESS
N09,PM,PM,NOACCESS,READSAVE,FULLACCESS
N09,COMPANY,PURCHASE,NOACCESS,READONLY,FULLACCESS
N09,COMPMASTER,PURCHASE,NOACCESS,READONLY,FULLACCESS
N09,INVOICE,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,PO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,PR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,RECEIPTS,PURCHASE,NOACCESS,READONLY,FULLACCESS
N09,RFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,TERMCOND,PURCHASE,NOACCESS,READONLY,FULLACCESS
N09,RELEASE,RELEASE,NOACCESS,FULLACCESS,FULLACCESS
N09,INCIDENT,SD,NOACCESS,READSAVE,FULLACCESS
N09,PROBLEM,SD,NOACCESS,READSAVE,FULLACCESS
N09,SOLUTION,SD,NOACCESS,READSAVE,FULLACCESS
N09,SR,SD,NOACCESS,READSAVE,FULLACCESS
N09,TKTEMPLATE,SD,NOACCESS,READSAVE,FULLACCESS
N09,SECURGROUP,SECURITY,NOACCESS,READONLY,FULLACCESS
N09,USER,SECURITY,NOACCESS,READSAVE,FULLACCESS
N09,AMCREW,SETUP,NOACCESS,READONLY,FULLACCESS
N09,AMCREWT,SETUP,NOACCESS,READONLY,FULLACCESS
N09,ASSETCAT,SETUP,NOACCESS,READONLY,FULLACCESS
N09,BBOARD,SETUP,FULLACCESS,FULLACCESS,FULLACCESS
N09,CALENDR,SETUP,NOACCESS,READONLY,FULLACCESS
N09,CGRPASSIGN,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N09,CITYPE,SETUP,NOACCESS,READSAVE,FULLACCESS
N09,CONDEXPMGR,SETUP,NOACCESS,READSAVE,FULLACCESS
N09,CRAFT,SETUP,NOACCESS,READONLY,FULLACCESS
N09,DPAMADPT,SETUP,NOACCESS,READONLY,FULLACCESS
N09,DPAMMANU,SETUP,NOACCESS,READONLY,FULLACCESS
N09,DPAMOS,SETUP,NOACCESS,READONLY,FULLACCESS
N09,DPAMPROC,SETUP,NOACCESS,READONLY,FULLACCESS
N09,DPAMSW,SETUP,NOACCESS,READONLY,FULLACCESS
N09,DPAMSWS,SETUP,NOACCESS,READONLY,FULLACCESS
N09,DPAMSWUSG,SETUP,NOACCESS,READONLY,FULLACCESS
N09,KPI,SETUP,NOACCESS,READONLY,FULLACCESS
N09,KPITPL,SETUP,NOACCESS,READONLY,FULLACCESS
N09,LABOR,SETUP,NOACCESS,READSAVE,FULLACCESS
N09,MPMAN,SETUP,NOACCESS,READONLY,FULLACCESS
N09,MULTISITE,SETUP,NOACCESS,READONLY,FULLACCESS
N09,PERSON,SETUP,NOACCESS,READSAVE,FULLACCESS
N09,PERSONGR,SETUP,NOACCESS,READONLY,FULLACCESS
N09,QUAL,SETUP,NOACCESS,READSAVE,FULLACCESS
N09,RCNASTLINK,SETUP,NOACCESS,READONLY,FULLACCESS
N09,RCNASTRSLT,SETUP,NOACCESS,READONLY,FULLACCESS
N09,RCNCILINK,SETUP,NOACCESS,READONLY,FULLACCESS
N09,RCNCIRSLT,SETUP,NOACCESS,READONLY,FULLACCESS
N09,RCNCMPRULE,SETUP,NOACCESS,READONLY,FULLACCESS
N09,RCNLNKRULE,SETUP,NOACCESS,READONLY,FULLACCESS
N09,RCNTSKFLTR,SETUP,NOACCESS,READONLY,FULLACCESS
N09,JSONRES,INT,NOACCESS,READONLY,FULLACCESS
N09,SCHEDACM,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N09,PLUSPASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSPLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSPCI,CI,NOACCESS,READONLY,FULLACCESS
N09,PLUSPITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,PLUSPSRVIT,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,PLUSPTOOL,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,PLUSPJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSPCOMP,PURCHASE,NOACCESS,READONLY,FULLACCESS
N09,PLUSPCOMPM,PURCHASE,NOACCESS,READONLY,FULLACCESS
N09,PLUSPSOLUT,SD,NOACCESS,READSAVE,FULLACCESS
N09,PLUSPSR,SD,NOACCESS,READSAVE,FULLACCESS
N09,PLUSPSECGR,SECURITY,NOACCESS,READONLY,FULLACCESS
N09,PLUSPCLAS,SETUP,NOACCESS,READONLY,FULLACCESS
N09,PLUSPBBRD,SETUP,FULLACCESS,FULLACCESS,FULLACCESS
N09,PLUSPORG,SETUP,NOACCESS,READONLY,FULLACCESS
N09,PLUSPPER,SETUP,NOACCESS,READSAVE,FULLACCESS
N09,PLUSPVISR,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N09,PLUSPDMADM,UTIL,NOACCESS,READONLY,FULLACCESS
N09,PLUSPESC,UTIL,NOACCESS,READONLY,FULLACCESS
N09,PLUSPACTVT,WO,NOACCESS,FULLACCESS,FULLACCESS
N09,PLUSPWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N09,PLUSPPBILL,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N09,PLUSPAGREE,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N09,PLUSPBILL,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N09,PLUSPCUSOB,SECURITY,NOACCESS,READONLY,FULLACCESS
N09,PLUSPCUST,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N09,PLUSPPBOOK,INVENTOR,NOACCESS,READONLY,FULLACCESS
N09,PLUSPRESP,SLA,NOACCESS,READONLY,FULLACCESS
N09,PLUSPSO,PLUSPSP,NOACCESS,READONLY,FULLACCESS
N09,PLUSPSLABR,SLA,NOACCESS,READONLY,FULLACCESS
N09,AWADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
N09,BIMPROJECT,-,NOACCESS,READONLY,FULLACCESS
N09,BIMMODELS,-,NOACCESS,READONLY,FULLACCESS
N09,PRODUCT,-,NOACCESS,READONLY,FULLACCESS
N09,DESIGNSPEC,-,NOACCESS,READONLY,FULLACCESS
N09,PLUSDCONTP,CONTRACT,NOACCESS,READSAVE,FULLACCESS
N09,PLUSDCULIB,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSDCUEST,WO,NOACCESS,READSAVE,FULLACCESS
N09,PLUSDORG,SETUP,NOACCESS,READONLY,FULLACCESS
N09,PLUSDASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSDRECPT,PURCHASE,NOACCESS,READONLY,FULLACCESS
N09,PLUSDACTVT,WO,NOACCESS,FULLACCESS,FULLACCESS
N09,PLUSDWOTRK,WO,NOACCESS,READSAVE,FULLACCESS
N09,PLUSDJOBPL,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGORG,SETUP,NOACCESS,READONLY,FULLACCESS
N09,PLUSGPRS,SETUP,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGQUAL,SETUP,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGASS,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGLPROF,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGLOC,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGIMP,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGMOC,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGMCR,PLUSGCHG,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGBYP,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGLOGBK,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGPOL,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGPROC,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGOPACT,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGLOG,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGOPTSK,PLUSGOP,NOACCESS,FULLACCESS,FULLACCESS
N09,PLUSGRLOG,PLUSGOP,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGAL,PLANS,NOACCESS,READONLY,FULLACCESS
N09,PLUSGBEN,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGCFW,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGHAZ,PLANS,NOACCESS,READONLY,FULLACCESS
N09,PLUSGISO,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGTGLCK,PLANS,NOACCESS,READONLY,FULLACCESS
N09,PLUSGPCT,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGPTW,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGPREC,PLANS,NOACCESS,READONLY,FULLACCESS
N09,PLUSGRFW,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGREG,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGRSK,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGCON,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGROU,PLANS,NOACCESS,READONLY,FULLACCESS
N09,PLUSGSTAG,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGSTA,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGPM,PM,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGAUDIT,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGCERT,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGDEF,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGINC,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGINV,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGSR,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGSOL,PLUSGSD,FULLACCESS,FULLACCESS,FULLACCESS
N09,PLUSGTKTMP,PLUSGSD,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGCRINC,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N09,PLUSGVWINC,SSDR,FULLACCESS,FULLACCESS,FULLACCESS
N09,PLUSGACT,WO,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGDRL,WO,NOACCESS,READSAVE,FULLACCESS
N09,PLUSGQRP,WO,NOACCESS,FULLACCESS,FULLACCESS
N09,PLUSGWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N09,SCHOVAVAIL,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N09,SCHEDMAX,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N09,APPTBKMGR,SETUP,NOACCESS,READONLY,FULLACCESS
N09,TWCCFGMGR,SETUP,NOACCESS,READONLY,FULLACCESS
N09,APPTBOOK,SCHEDULER,NOACCESS,READONLY,FULLACCESS
N09,WEATHERADMIN,SETUP,NOACCESS,READONLY,FULLACCESS
N09,TZRULE,SETUP,NOACCESS,READONLY,FULLACCESS
N09,JSONMAP,INT,NOACCESS,READONLY,FULLACCESS
N09,NOTIF,INT,NOACCESS,READONLY,FULLACCESS
N09,INSPECTORSUP,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,INSPECTOR,WO,NOACCESS,FULLACCESS,FULLACCESS
N09,TOKENLIC,SETUP,NOACCESS,READONLY,FULLACCESS
N09,DATASETDESIGNER,ANALYTICS,NOACCESS,READONLY,FULLACCESS
N09,BUSINESSANALYST,ANALYTICS,NOACCESS,NOACCESS,READONLY
N09,SELFSERVICE,SSDR,READONLY,READONLY,READONLY
N09,SUPERVISOR,WO,NOACCESS,FULLACCESS,FULLACCESS
N09,TECHNICIAN,WO,NOACCESS,READONLY,READONLY
N09,ADMINISTRATOR,SETUP,NOACCESS,READONLY,FULLACCESS
N09,MMIUI,UTIL,NOACCESS,READONLY,FULLACCESS
N09,MANAGEASSETS,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,WCDESIGNER,UTIL,NOACCESS,READONLY,FULLACCESS
N09,INVENTORY,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,BUDGET,FINANCIAL,NOACCESS,READONLY,FULLACCESS
N09,TENANTREG,SETUP,NOACCESS,READONLY,FULLACCESS
N09,RESLEVEL,PLANS,NOACCESS,READONLY,FULLACCESS
N09,DBINFO,SETUP,NOACCESS,READONLY,FULLACCESS
N09,SCHEDDM,SCHEDULER,NOACCESS,NOACCESS,FULLACCESS
N09,MAP,SETUP,NOACCESS,READONLY,FULLACCESS
N09,SCHTTMGR,SETUP,NOACCESS,READONLY,FULLACCESS
N09,PLUSACM,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSANEWAS,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSATR,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAASSET,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAMASPM,PM,NOACCESS,READONLY,FULLACCESS
N09,PLUSAORG,SETUP,NOACCESS,READONLY,FULLACCESS
N09,PLUSAPM,PM,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAWO,WO,NOACCESS,FULLACCESS,FULLACCESS
N09,PLUSABITMA,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSACAPAB,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,PLUSACMDVL,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSACMSER,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSACOMP,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAEVMNG,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAINV,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAINVIS,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAITEM,INVENTOR,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAJP,PLANS,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAMNTFO,PM,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAMNTPL,PM,NOACCESS,READSAVE,FULLACCESS
N09,PLUSANAREC,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAPO,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAPR,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,PLUSARCPTS,PURCHASE,NOACCESS,READONLY,FULLACCESS
N09,PLUSARFQ,PURCHASE,NOACCESS,READSAVE,FULLACCESS
N09,PLUSASCGRP,SECURITY,NOACCESS,READSAVE,FULLACCESS
N09,PLUSACMATC,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSACMATT,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSACMFLE,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAFLEUL,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAPMGRP,PM,NOACCESS,READSAVE,FULLACCESS
N09,PLUSABDIQ,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSALOGBK,ASSET,NOACCESS,READSAVE,FULLACCESS
N09,PLUSACMPMS,PURCHASE,NOACCESS,READONLY,FULLACCESS
N09,PLUSAFLB,PLUSAFLB,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAFLBSU,PLUSAFLB,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAZONE,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSAROLCA,AVIATION,NOACCESS,READSAVE,FULLACCESS
N09,PLUSACA,PURCHASE,NOACCESS,READSAVE,FULLACCESS
